league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
NED-Eredivisie,2024-25,Sparta R'dam,Nick Olij,NED,GK,28,1995,34,34,3060,34.0,43,1.26,150,108,74.0,9,12,13,6,17.6,5,4,1,0,20.0
NED-Eredivisie,2024-25,Twente,Lars Unnerstall,GER,GK,34,1990,31,31,2790,31.0,39,1.26,101,62,63.4,14,9,8,11,35.5,2,2,0,0,0.0
NED-Eredivisie,2024-25,Twente,Przemysław Tytoń,POL,GK,37,1987,3,3,270,3.0,10,3.33,19,9,47.4,1,0,2,0,0.0,0,0,0,0,
NED-Eredivisie,2024-25,Utrecht,Michael Brouwer,NED,GK,31,1993,3,3,270,3.0,1,0.33,10,9,100.0,2,1,0,2,66.7,1,1,0,0,0.0
NED-Eredivisie,2024-25,Utrecht,Vasilios Barkas,GRE,GK,30,1994,31,31,2790,31.0,44,1.42,140,97,70.7,16,9,6,7,22.6,3,3,0,0,0.0
NED-Eredivisie,2024-25,Willem II,Thomas Didillon,FRA,GK,28,1995,34,34,3060,34.0,56,1.65,181,128,72.4,6,8,20,5,14.7,6,6,0,0,0.0
NED-Eredivisie,2024-25,Zwolle,Jasper Schendelaar,NED,GK,23,2000,30,30,2700,30.0,45,1.5,144,100,70.8,8,10,12,6,20.0,5,3,0,2,0.0
NED-Eredivisie,2024-25,Zwolle,Mike Hauptmeijer,NED,GK,27,1997,4,4,360,4.0,6,1.5,16,10,62.5,2,1,1,0,0.0,1,0,0,1,
POR-Primeira Liga,2024-25,AVS Futebol,Guillermo Ochoa,MEX,GK,39,1985,23,23,2070,23.0,45,1.96,118,74,62.7,4,6,13,6,26.1,1,1,0,0,0.0
POR-Primeira Liga,2024-25,AVS Futebol,Simão Bertelli,BRA,GK,31,1993,11,11,990,11.0,15,1.36,57,41,77.2,1,6,4,2,18.2,3,2,1,0,33.3
POR-Primeira Liga,2024-25,Arouca,João Valido,POR,GK,24,2000,5,5,450,5.0,6,1.2,20,14,75.0,1,3,1,1,20.0,1,1,0,0,0.0
POR-Primeira Liga,2024-25,Arouca,Nico Mantl,GER,GK,24,2000,29,29,2610,29.0,43,1.48,120,79,70.8,8,8,13,7,24.1,8,8,0,0,0.0
POR-Primeira Liga,2024-25,Benfica,Anatolii Trubin,UKR,GK,22,2001,32,32,2880,32.0,28,0.87,101,72,74.3,23,5,4,13,40.6,3,2,1,0,33.3
POR-Primeira Liga,2024-25,Benfica,Samuel Soares,POR,GK,22,2002,2,2,180,2.0,0,0.0,5,4,100.0,2,0,0,2,100.0,1,0,1,0,100.0
POR-Primeira Liga,2024-25,Boavista,César,BRA,GK,32,1992,16,16,1440,16.0,30,1.87,79,51,65.8,1,4,11,2,12.5,3,3,0,0,0.0
POR-Primeira Liga,2024-25,Boavista,João Gonçalves,POR,GK,23,2000,4,4,360,4.0,2,0.5,8,6,75.0,1,1,2,2,50.0,0,0,0,0,
POR-Primeira Liga,2024-25,Boavista,Tomáš Vaclík,CZE,GK,35,1989,12,12,1080,12.0,22,1.83,76,55,75.0,4,0,8,3,25.0,3,3,0,0,0.0
POR-Primeira Liga,2024-25,Boavista,Tomé,POR,GK,17,2006,2,2,180,2.0,5,2.5,10,5,50.0,0,1,1,0,0.0,0,0,0,0,
POR-Primeira Liga,2024-25,Braga,Lukáš Horníček,CZE,GK,22,2002,17,17,1530,17.0,11,0.65,58,47,82.8,10,5,2,8,47.1,1,1,0,0,0.0
POR-Primeira Liga,2024-25,Braga,Matheus,BRA,GK,32,1992,17,17,1530,17.0,19,1.12,65,47,73.8,9,4,4,7,41.2,2,2,0,0,0.0
POR-Primeira Liga,2024-25,Casa Pia,Daniel Azevedo,POR,GK,26,1998,1,1,90,1.0,2,2.0,4,2,50.0,0,0,1,0,0.0,0,0,0,0,
POR-Primeira Liga,2024-25,Casa Pia,Patrick Sequeira,CRC,GK,25,1999,32,32,2880,32.0,41,1.28,157,117,77.7,12,9,11,7,21.9,7,6,0,1,0.0
POR-Primeira Liga,2024-25,Casa Pia,Ricardo Batista,POR,GK,37,1986,1,1,90,1.0,1,1.0,2,1,100.0,0,0,1,0,0.0,1,1,0,0,0.0
POR-Primeira Liga,2024-25,Estoril,Daniel Figueira,POR,GK,26,1998,1,1,90,1.0,4,4.0,7,3,57.1,0,0,1,0,0.0,1,1,0,0,0.0
POR-Primeira Liga,2024-25,Estoril,Joel Robles,ESP,GK,34,1990,29,29,2610,29.0,46,1.59,132,85,68.9,10,9,10,5,17.2,6,5,1,0,16.7
POR-Primeira Liga,2024-25,Estoril,Kevin Chamorro,CRC,GK,24,2000,4,4,360,4.0,3,0.75,12,9,83.3,2,1,1,2,50.0,1,1,0,0,0.0
POR-Primeira Liga,2024-25,Estrela,Bruno Brigido,BRA,GK,33,1991,18,18,1575,17.5,30,1.71,83,54,66.3,4,4,10,1,5.6,2,2,0,0,0.0
POR-Primeira Liga,2024-25,Estrela,Francisco Meixedo,POR,GK,23,2001,1,0,45,0.5,0,0.0,3,3,100.0,0,0,0,1,,0,0,0,0,
POR-Primeira Liga,2024-25,Estrela,João Paulo Santos Costa,POR,GK,28,1996,14,14,1260,14.0,17,1.21,54,36,74.1,3,3,8,4,28.6,4,3,1,0,25.0
POR-Primeira Liga,2024-25,Estrela,Marko Gudžulić,SRB,GK,22,2002,2,2,180,2.0,3,1.5,9,6,66.7,0,1,1,1,50.0,1,0,1,0,100.0
POR-Primeira Liga,2024-25,Famalicão,Ivan Zlobin,RUS,GK,27,1997,15,15,1350,15.0,18,1.2,63,45,73.0,4,7,4,5,33.3,1,1,0,0,0.0
POR-Primeira Liga,2024-25,Famalicão,Lazar Carević,MNE,GK,25,1999,18,18,1620,18.0,21,1.17,73,52,75.3,7,4,7,7,38.9,4,3,1,0,25.0
POR-Primeira Liga,2024-25,Famalicão,Luiz Lúcio Reis Júnior,BRA,GK,23,2001,1,1,90,1.0,0,0.0,2,2,100.0,1,0,0,1,100.0,0,0,0,0,
POR-Primeira Liga,2024-25,Farense,Kaique,BRA,GK,21,2003,6,6,540,6.0,6,1.0,21,14,71.4,3,0,3,1,16.7,1,0,1,0,100.0
POR-Primeira Liga,2024-25,Farense,Ricardo Velho,POR,GK,25,1998,28,28,2520,28.0,40,1.43,126,88,73.0,3,9,16,6,21.4,7,6,0,1,0.0
POR-Primeira Liga,2024-25,Gil Vicente FC,Andrew,BRA,GK,23,2001,33,33,2970,33.0,46,1.39,125,80,68.0,8,9,16,7,21.2,7,6,0,1,0.0
POR-Primeira Liga,2024-25,Gil Vicente FC,Brian Araújo,FRA,GK,24,2000,1,1,90,1.0,1,1.0,3,2,66.7,0,1,0,0,0.0,0,0,0,0,
POR-Primeira Liga,2024-25,Moreirense,Caio Secco,BRA,GK,33,1990,5,5,447,5.0,8,1.61,23,15,73.9,1,3,1,0,0.0,2,2,0,0,0.0
POR-Primeira Liga,2024-25,Moreirense,Kewin,BRA,GK,28,1995,29,29,2610,29.0,42,1.45,114,72,65.8,9,7,13,6,20.7,3,3,0,0,0.0
POR-Primeira Liga,2024-25,Moreirense,Mika,POR,GK,33,1991,1,0,3,0.0,0,0.0,0,0,,0,0,0,1,,0,0,0,0,
POR-Primeira Liga,2024-25,Nacional,Lucas França,BRA,GK,28,1996,33,33,2925,32.5,46,1.42,149,103,73.8,9,7,17,8,24.2,9,7,0,2,0.0
POR-Primeira Liga,2024-25,Nacional,Rui Encarnação,POR,GK,26,1998,2,1,135,1.5,4,2.67,7,3,71.4,0,0,1,0,0.0,2,2,0,0,0.0
POR-Primeira Liga,2024-25,Porto,Cláudio Ramos,POR,GK,32,1991,2,2,180,2.0,3,1.5,8,5,75.0,1,0,1,0,0.0,1,1,0,0,0.0
POR-Primeira Liga,2024-25,Porto,Diogo Costa,POR,GK,24,1999,32,32,2880,32.0,27,0.84,85,57,74.1,21,5,6,16,50.0,7,5,2,0,28.6
POR-Primeira Liga,2024-25,Rio Ave,Cezary Miszta,POL,GK,22,2001,26,26,2325,25.8,42,1.63,126,89,69.0,7,9,10,3,11.5,3,3,0,0,0.0
POR-Primeira Liga,2024-25,Rio Ave,Jhonatan,BRA,GK,33,1991,8,8,720,8.0,13,1.62,43,30,69.8,2,2,4,2,25.0,0,0,0,0,
POR-Primeira Liga,2024-25,Rio Ave,Matheus Teixeira,BRA,GK,25,1999,1,0,15,0.2,0,0.0,0,0,,0,0,0,0,,0,0,0,0,
POR-Primeira Liga,2024-25,Santa Clara,Gabriel Batista,BRA,GK,26,1998,34,34,3060,34.0,32,0.94,114,81,75.4,17,6,11,11,32.4,6,4,1,1,20.0
POR-Primeira Liga,2024-25,Sporting CP,Franco Israel,URU,GK,24,2000,11,11,990,11.0,9,0.82,25,16,64.0,9,2,0,7,63.6,0,0,0,0,
POR-Primeira Liga,2024-25,Sporting CP,Rui Silva,POR,GK,30,1994,17,17,1530,17.0,13,0.76,32,21,71.9,12,5,0,6,35.3,4,4,0,0,0.0
POR-Primeira Liga,2024-25,Sporting CP,Vladan Kovačević,BIH,GK,26,1998,6,6,540,6.0,5,0.83,16,11,68.8,4,0,2,2,33.3,0,0,0,0,
POR-Primeira Liga,2024-25,Vitória,Bruno Varela,CPV,GK,29,1994,34,34,3060,34.0,37,1.09,100,63,68.0,14,12,8,13,38.2,7,5,0,2,0.0
