league,season,team,player,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
FRA-Ligue 1,2024-25,Marseille,Elye Wahi,FRA,FW,21,2003,6.4,161,0,8,87,67,30,160,10,2,20.0,8,80.0,103,423,177,7,0,5,15,11,126,41
FRA-Ligue 1,2024-25,Marseille,Emmanuel Koum Mbondo,FRA,DF,18,2006,0.1,9,0,3,5,1,0,9,0,0,,0,,4,12,2,0,0,0,0,1,8,0
FRA-Ligue 1,2024-25,Marseille,Enzo Sternal,FRA,"FW,MF",17,2007,0.3,13,0,1,10,2,0,13,3,1,33.3,2,66.7,10,30,13,0,0,0,2,0,12,0
FRA-Ligue 1,2024-25,Marseille,Faris Pemi Moumbagna,CMR,FW,24,2000,0.1,0,0,0,0,0,0,0,0,0,,0,,1,2,0,0,0,0,0,1,1,0
FRA-Ligue 1,2024-25,Marseille,Geoffrey Kondogbia,CTA,"DF,MF",31,1993,22.4,2013,155,672,1133,214,15,2013,15,10,66.7,4,26.7,1301,5734,3107,20,33,0,13,13,1550,11
FRA-Ligue 1,2024-25,Marseille,Gerónimo Rulli,ARG,GK,32,1992,34.0,1300,1008,1285,15,0,0,1300,0,0,,0,,789,3335,1782,0,0,0,1,0,758,0
FRA-Ligue 1,2024-25,Marseille,Ismaël Bennacer,ALG,MF,26,1997,7.2,870,7,105,578,195,1,870,11,7,63.6,4,36.4,552,2435,1141,14,24,1,7,14,722,8
FRA-Ligue 1,2024-25,Marseille,Ismaël Koné,CAN,"MF,FW",22,2002,4.0,221,6,43,115,65,5,221,8,2,25.0,6,75.0,131,659,237,2,5,2,4,6,170,10
FRA-Ligue 1,2024-25,Marseille,Jon Rowe,ENG,"FW,MF",21,2003,9.0,438,3,32,141,269,55,438,48,20,41.7,25,52.1,294,1748,917,30,16,11,35,13,342,96
FRA-Ligue 1,2024-25,Marseille,Keyliane Abdallah,FRA,FW,18,2006,0.0,4,0,3,1,0,0,4,0,0,,0,,1,10,9,1,0,0,1,0,3,0
FRA-Ligue 1,2024-25,Marseille,Leonardo Balerdi,ARG,DF,25,1999,25.3,2767,209,1085,1623,78,21,2767,32,22,68.8,10,31.3,1752,7762,4916,13,15,2,20,13,2183,5
FRA-Ligue 1,2024-25,Marseille,Lilian Brassier,FRA,DF,24,1999,8.7,732,59,303,382,48,11,732,9,1,11.1,6,66.7,447,2283,1109,11,8,0,9,4,532,8
FRA-Ligue 1,2024-25,Marseille,Luis Henrique,BRA,"DF,FW",22,2001,29.0,1643,32,245,657,761,79,1643,91,51,56.0,38,41.8,1015,5423,2928,84,55,29,30,19,1282,280
FRA-Ligue 1,2024-25,Marseille,Luiz Felipe,ITA,DF,27,1997,1.4,86,7,36,46,5,0,86,2,1,50.0,1,50.0,47,197,95,0,0,0,1,0,55,0
FRA-Ligue 1,2024-25,Marseille,Mason Greenwood,ENG,"FW,MF",22,2001,31.2,1746,4,107,726,929,151,1737,129,54,41.9,66,51.2,1214,7040,3609,126,71,67,63,44,1451,295
FRA-Ligue 1,2024-25,Marseille,Michael Amir Murillo,PAN,DF,28,1996,27.1,2135,83,601,1205,339,33,2135,27,14,51.9,13,48.1,1169,4743,2430,43,33,8,28,10,1458,100
FRA-Ligue 1,2024-25,Marseille,Neal Maupay,FRA,FW,27,1996,11.6,386,2,20,198,174,48,386,14,6,42.9,7,50.0,201,989,397,12,14,7,34,20,300,81
FRA-Ligue 1,2024-25,Marseille,Pierre Højbjerg,DEN,MF,28,1995,29.6,3174,80,638,2071,487,49,3174,24,7,29.2,16,66.7,1950,8198,4084,36,33,6,33,25,2594,43
FRA-Ligue 1,2024-25,Marseille,Pol Lirola,ESP,DF,26,1997,7.6,460,18,118,214,131,14,460,3,1,33.3,2,66.7,248,1070,518,12,7,4,6,4,305,40
FRA-Ligue 1,2024-25,Marseille,Quentin Merlin,FRA,DF,22,2002,17.7,1296,17,207,566,535,49,1296,19,4,21.1,13,68.4,732,3338,1591,40,30,9,20,9,924,169
FRA-Ligue 1,2024-25,Marseille,Robinio Vaz,FRA,FW,17,2007,0.8,20,1,2,1,17,9,20,1,0,0.0,1,100.0,12,79,34,3,0,2,1,1,14,6
FRA-Ligue 1,2024-25,Marseille,Ulisses Garcia,SUI,DF,28,1996,10.3,712,24,152,357,206,21,712,18,7,38.9,11,61.1,386,1759,858,23,10,1,15,11,480,87
FRA-Ligue 1,2024-25,Marseille,Valentin Carboni,ARG,"MF,FW",19,2005,1.1,81,1,6,35,40,2,81,3,0,0.0,3,100.0,51,304,100,4,4,0,2,0,69,8
FRA-Ligue 1,2024-25,Marseille,Valentin Rongier,FRA,"MF,DF",29,1994,17.4,1602,51,347,977,288,13,1602,16,11,68.8,5,31.3,896,3281,1761,25,25,4,19,17,1226,28
FRA-Ligue 1,2024-25,Monaco,Aleksandr Golovin,RUS,"MF,FW",28,1996,12.8,840,7,108,444,302,31,840,37,22,59.5,12,32.4,504,2977,1536,39,36,9,27,18,563,72
FRA-Ligue 1,2024-25,Monaco,Almoatasem Al Musrati,LBY,MF,28,1996,4.3,339,6,55,209,76,7,339,4,2,50.0,2,50.0,195,757,401,2,5,0,3,2,237,5
FRA-Ligue 1,2024-25,Monaco,Breel Embolo,SUI,"FW,MF",27,1997,20.5,668,13,57,289,329,121,668,42,14,33.3,25,59.5,397,1708,715,22,15,12,64,53,499,140
FRA-Ligue 1,2024-25,Monaco,Caio Henrique Oliveira Silva,BRA,DF,27,1997,21.4,1571,53,366,719,513,36,1571,19,14,73.7,5,26.3,787,4052,2352,57,58,5,26,7,916,142
FRA-Ligue 1,2024-25,Monaco,Christian Mawissa,FRA,DF,19,2005,16.7,1138,101,436,653,64,6,1138,28,10,35.7,16,57.1,718,3790,1745,13,12,1,18,11,768,10
FRA-Ligue 1,2024-25,Monaco,Denis Zakaria,SUI,MF,27,1996,23.8,1425,60,280,912,255,40,1423,36,21,58.3,13,36.1,823,3741,1818,27,30,8,35,23,972,36
FRA-Ligue 1,2024-25,Monaco,Eliesse Ben Seghir,MAR,"MF,FW",19,2005,19.4,1244,3,96,542,624,63,1242,96,35,36.5,55,57.3,843,5569,3024,85,83,25,59,35,988,170
FRA-Ligue 1,2024-25,Monaco,Eliot Matazo,BEL,MF,22,2002,0.8,54,2,8,39,7,0,54,3,0,0.0,3,100.0,23,94,31,0,0,0,3,0,31,3
FRA-Ligue 1,2024-25,Monaco,Folarin Balogun,USA,FW,23,2001,6.8,220,0,6,91,126,51,220,18,4,22.2,12,66.7,143,889,408,21,12,12,33,13,178,73
FRA-Ligue 1,2024-25,Monaco,George Ilenikhena,NGA,FW,17,2006,8.0,189,0,9,68,114,36,189,17,3,17.6,12,70.6,121,492,199,8,5,5,12,16,163,58
FRA-Ligue 1,2024-25,Monaco,Ismail Jakobs,SEN,DF,24,1999,2.0,121,6,25,50,46,1,121,0,0,,0,,67,503,228,9,7,1,0,0,77,17
FRA-Ligue 1,2024-25,Monaco,Jordan Teze,NED,DF,24,1999,6.3,434,15,100,215,124,15,434,10,5,50.0,4,40.0,171,797,452,9,11,2,8,3,237,41
FRA-Ligue 1,2024-25,Monaco,Kassoum Ouattara,FRA,"DF,FW",19,2004,4.3,274,4,56,131,88,9,274,15,5,33.3,9,60.0,137,734,399,15,3,4,12,7,151,35
FRA-Ligue 1,2024-25,Monaco,Krépin Diatta,SEN,"DF,FW",25,1999,5.6,373,14,72,192,114,9,373,13,8,61.5,4,30.8,205,1254,693,17,13,1,10,2,230,41
FRA-Ligue 1,2024-25,Monaco,Lamine Camara,SEN,MF,20,2004,22.8,1743,33,258,1086,413,16,1743,25,12,48.0,8,32.0,967,4625,1914,25,29,3,41,23,1170,46
FRA-Ligue 1,2024-25,Monaco,Lucas Michal,FRA,"FW,MF",19,2005,1.3,64,2,7,25,35,6,64,4,1,25.0,2,50.0,38,269,140,4,6,1,1,3,44,11
FRA-Ligue 1,2024-25,Monaco,Maghnes Akliouche,FRA,"FW,MF",22,2002,26.7,1566,22,150,644,794,156,1565,103,50,48.5,50,48.5,999,6581,3653,127,98,47,78,47,1149,226
FRA-Ligue 1,2024-25,Monaco,Mamadou Coulibaly,FRA,MF,20,2004,0.1,9,0,1,5,3,0,9,2,1,50.0,0,0.0,4,24,10,0,0,0,1,0,6,1
FRA-Ligue 1,2024-25,Monaco,Mika Biereth,DEN,FW,21,2003,13.6,382,4,15,125,243,98,380,11,1,9.1,9,81.8,212,817,354,14,8,5,39,16,286,110
FRA-Ligue 1,2024-25,Monaco,Mohammed Salisu,GHA,DF,25,1999,11.4,905,106,372,510,25,14,905,1,0,0.0,1,100.0,545,2800,1519,8,2,0,6,1,596,3
FRA-Ligue 1,2024-25,Monaco,Philipp Köhn,SUI,GK,26,1998,19.0,580,477,576,4,0,0,580,0,0,,0,,353,1863,967,0,0,0,0,0,281,0
FRA-Ligue 1,2024-25,Monaco,Radosław Majecki,POL,GK,24,1999,15.0,434,363,425,9,0,0,434,0,0,,0,,233,1219,725,0,0,0,0,0,181,0
FRA-Ligue 1,2024-25,Monaco,Saïmon Bouabré,FRA,"MF,FW",18,2006,1.1,36,2,7,18,11,1,36,2,0,0.0,1,50.0,27,156,69,3,3,1,2,2,29,5
FRA-Ligue 1,2024-25,Monaco,Soungoutou Magassa,FRA,MF,20,2003,11.4,781,29,164,519,107,8,781,23,15,65.2,6,26.1,386,1720,749,6,9,1,12,13,500,11
FRA-Ligue 1,2024-25,Monaco,Takumi Minamino,JPN,"MF,FW",29,1995,24.8,1016,24,95,451,479,135,1016,40,12,30.0,24,60.0,567,3076,1496,51,28,27,56,23,709,193
FRA-Ligue 1,2024-25,Monaco,Thilo Kehrer,GER,DF,27,1996,26.5,2060,187,852,1153,61,17,2060,3,1,33.3,1,33.3,1193,5962,3512,16,8,0,6,2,1419,2
FRA-Ligue 1,2024-25,Monaco,Vanderson,BRA,DF,23,2001,22.9,1714,71,400,846,480,64,1714,48,24,50.0,20,41.7,876,4196,2211,57,31,13,38,14,976,151
FRA-Ligue 1,2024-25,Monaco,Wilfried Singo,CIV,DF,23,2000,23.3,1703,141,637,965,125,29,1703,13,6,46.2,6,46.2,951,5285,3094,35,22,4,11,7,1091,27
FRA-Ligue 1,2024-25,Montpellier,Akor Adams,NGA,FW,24,2000,11.9,251,5,19,118,117,49,251,14,7,50.0,6,42.9,126,661,279,11,5,7,16,14,174,45
FRA-Ligue 1,2024-25,Montpellier,Andy Delort,ALG,FW,32,1991,6.7,171,4,12,69,91,24,171,5,3,60.0,2,40.0,90,342,172,4,2,2,16,8,130,20
FRA-Ligue 1,2024-25,Montpellier,Arnaud Nordin,FRA,FW,26,1998,13.0,499,6,63,190,259,49,497,51,23,45.1,23,45.1,323,2372,1247,51,21,22,37,14,359,111
FRA-Ligue 1,2024-25,Montpellier,Axel Gueguin,FRA,FW,19,2005,0.3,9,0,2,3,4,1,9,1,0,0.0,1,100.0,2,4,1,0,0,0,1,0,4,1
FRA-Ligue 1,2024-25,Montpellier,Bamo Meïté,CIV,DF,22,2001,4.7,210,25,112,85,13,2,210,2,1,50.0,1,50.0,99,405,208,1,2,0,3,3,142,1
FRA-Ligue 1,2024-25,Montpellier,Becir Omeragic,SUI,DF,22,2002,20.0,1084,158,496,550,48,8,1084,14,11,78.6,3,21.4,609,3647,1956,21,7,1,6,4,723,3
FRA-Ligue 1,2024-25,Montpellier,Benjamin Lecomte,FRA,GK,33,1991,30.0,1090,856,1074,17,0,0,1090,0,0,,0,,595,3708,2382,0,0,0,1,0,534,0
FRA-Ligue 1,2024-25,Montpellier,Birama Touré,MLI,"MF,DF",32,1992,3.3,157,21,71,65,22,3,157,0,0,,0,,86,287,71,0,1,1,6,0,99,2
FRA-Ligue 1,2024-25,Montpellier,Boubakar Kouyaté,MLI,DF,27,1997,8.4,375,53,183,178,16,9,375,0,0,,0,,174,963,416,3,1,0,3,0,212,0
FRA-Ligue 1,2024-25,Montpellier,Dimitry Bertaud,COD,GK,26,1998,4.0,122,104,122,0,0,0,122,0,0,,0,,63,344,194,0,0,0,0,0,50,0
FRA-Ligue 1,2024-25,Montpellier,Enzo Tchato,CMR,DF,21,2002,21.1,1204,79,346,577,295,14,1204,14,6,42.9,7,50.0,532,3083,1735,44,34,3,16,5,670,95
FRA-Ligue 1,2024-25,Montpellier,Falaye Sacko,MLI,DF,29,1995,13.7,734,40,213,368,163,8,734,9,2,22.2,7,77.8,371,1852,956,21,12,4,9,1,421,34
FRA-Ligue 1,2024-25,Montpellier,Gabriel Bares,SUI,"MF,DF",23,2000,0.6,49,3,10,32,8,2,49,2,1,50.0,1,50.0,27,136,31,1,0,0,0,1,33,0
FRA-Ligue 1,2024-25,Montpellier,Issiaga Sylla,GUI,DF,30,1994,12.8,683,50,191,338,161,14,683,15,9,60.0,6,40.0,335,1985,1097,33,23,1,16,8,394,46
FRA-Ligue 1,2024-25,Montpellier,Jordan Ferri,FRA,MF,32,1992,19.7,1433,35,316,869,265,13,1433,28,9,32.1,16,57.1,802,3793,1663,19,16,2,16,27,1066,42
FRA-Ligue 1,2024-25,Montpellier,Joris Chotard,FRA,MF,22,2001,21.0,1012,79,296,560,162,9,1012,16,8,50.0,8,50.0,489,2324,970,20,13,0,15,11,579,35
FRA-Ligue 1,2024-25,Montpellier,Junior Ndiaye,FRA,FW,19,2005,4.9,124,2,10,63,51,16,124,8,2,25.0,4,50.0,61,327,142,5,4,5,14,4,90,26
FRA-Ligue 1,2024-25,Montpellier,Khalil Fayad,FRA,"MF,FW",20,2004,11.4,663,19,129,367,175,17,663,38,17,44.7,20,52.6,340,2150,923,25,15,7,18,13,426,42
FRA-Ligue 1,2024-25,Montpellier,Lucas Mincarelli,FRA,DF,20,2004,7.9,462,35,181,207,77,8,462,5,1,20.0,4,80.0,255,1441,819,15,11,2,5,2,297,16
FRA-Ligue 1,2024-25,Montpellier,Modibo Sagnan,MLI,DF,25,1999,23.8,1224,177,605,578,50,17,1224,20,13,65.0,6,30.0,657,3614,1948,13,10,0,8,9,762,3
FRA-Ligue 1,2024-25,Montpellier,Musa Al-Taamari,JOR,"FW,MF",27,1997,12.4,470,1,34,191,259,55,470,71,23,32.4,40,56.3,316,2627,1260,55,29,25,48,20,342,76
FRA-Ligue 1,2024-25,Montpellier,Nicolas Pays,FRA,"FW,MF",20,2003,5.0,247,3,21,87,148,17,247,26,10,38.5,15,57.7,170,1399,618,21,20,5,8,13,188,53
FRA-Ligue 1,2024-25,Montpellier,Nikola Maksimović,SRB,DF,32,1991,6.5,378,57,244,125,10,4,378,2,2,100.0,0,0.0,214,916,474,1,0,0,6,1,252,0
FRA-Ligue 1,2024-25,Montpellier,Othmane Maamma,MAR,"FW,MF",18,2005,4.0,149,3,17,57,78,13,149,30,7,23.3,23,76.7,95,784,273,8,11,3,17,10,110,24
FRA-Ligue 1,2024-25,Montpellier,Rabby Nzingoula,CGO,MF,18,2005,18.8,850,38,238,429,206,23,850,52,25,48.1,22,42.3,454,2589,1138,25,30,6,33,23,503,38
FRA-Ligue 1,2024-25,Montpellier,Simon Cara,FRA,"MF,FW",19,2005,0.1,7,0,0,2,5,1,7,1,0,0.0,1,100.0,5,17,5,0,0,0,0,0,5,1
FRA-Ligue 1,2024-25,Montpellier,Stefan Džodić,SRB,"DF,MF",19,2005,2.7,210,19,80,110,20,2,210,0,0,,0,,127,702,406,2,3,0,0,1,153,0
FRA-Ligue 1,2024-25,Montpellier,Tanguy Coulibaly,FRA,"FW,MF",23,2001,16.5,583,7,95,228,272,65,583,54,29,53.7,20,37.0,328,2483,1195,48,26,20,51,31,370,97
FRA-Ligue 1,2024-25,Montpellier,Théo Chennahi,FRA,DF,19,2005,2.0,91,8,39,36,17,1,91,3,0,0.0,3,100.0,31,173,92,1,1,0,1,1,43,3
FRA-Ligue 1,2024-25,Montpellier,Théo Sainte-Luce,FRA,DF,25,1998,11.3,490,45,161,193,139,18,490,20,12,60.0,8,40.0,199,1055,551,19,8,5,20,8,237,33
FRA-Ligue 1,2024-25,Montpellier,Téji Savanier,FRA,MF,32,1991,26.3,1748,23,188,997,575,35,1746,67,27,40.3,35,52.2,909,4394,1948,26,36,4,46,31,1131,108
FRA-Ligue 1,2024-25,Montpellier,Wahbi Khazri,TUN,"FW,MF",33,1991,12.4,486,14,63,213,219,34,486,26,7,26.9,16,61.5,259,1515,710,24,13,10,21,25,306,53
FRA-Ligue 1,2024-25,Montpellier,Wilfried Ndollo,CMR,DF,19,2005,4.5,251,9,83,97,74,2,251,8,1,12.5,3,37.5,119,554,257,5,2,1,11,5,143,18
FRA-Ligue 1,2024-25,Montpellier,Yael Mouanga,FRA,DF,19,2005,10.5,589,92,316,253,22,4,589,5,5,100.0,0,0.0,337,1862,945,4,5,2,9,3,386,2
FRA-Ligue 1,2024-25,Montpellier,Yanis Issoufou,FRA,"MF,FW",17,2006,0.9,28,2,6,11,11,3,28,2,1,50.0,1,50.0,16,106,67,3,1,0,1,0,14,2
FRA-Ligue 1,2024-25,Nantes,Alban Lafont,FRA,GK,25,1999,12.0,408,334,401,7,0,0,408,0,0,,0,,228,1065,545,0,0,0,0,0,212,0
FRA-Ligue 1,2024-25,Nantes,Anthony Lopes,POR,GK,33,1990,17.4,597,489,591,6,0,0,597,0,0,,0,,320,1763,1169,0,0,0,1,0,276,0
FRA-Ligue 1,2024-25,Nantes,Bahereba Guirassy,FRA,"FW,MF",17,2006,3.9,192,5,31,77,88,17,192,26,9,34.6,16,61.5,111,741,374,15,13,5,9,13,115,34
FRA-Ligue 1,2024-25,Nantes,Dehmaine Assoumani,FRA,"MF,FW",19,2005,1.1,77,2,12,39,27,7,77,6,3,50.0,3,50.0,48,309,154,4,2,2,7,3,49,15
FRA-Ligue 1,2024-25,Nantes,Douglas,BRA,MF,27,1997,25.6,1478,69,363,886,238,44,1478,20,12,60.0,7,35.0,715,3232,1533,14,10,1,18,14,941,34
FRA-Ligue 1,2024-25,Nantes,Fabien Centonze,FRA,DF,28,1996,2.9,184,14,49,62,74,4,184,7,2,28.6,4,57.1,90,519,275,10,5,0,4,2,105,31
FRA-Ligue 1,2024-25,Nantes,Florent Mollet,FRA,"MF,FW",32,1991,2.7,125,5,19,64,42,5,125,3,2,66.7,1,33.3,85,406,164,3,3,0,2,1,84,12
FRA-Ligue 1,2024-25,Nantes,Francis Coquelin,FRA,MF,33,1991,2.5,128,5,23,75,30,6,128,1,1,100.0,0,0.0,62,197,95,3,2,1,3,2,79,2
FRA-Ligue 1,2024-25,Nantes,Ignatius Ganago,CMR,"FW,MF",25,1999,2.7,112,3,16,48,49,15,112,11,5,45.5,5,45.5,73,413,153,5,5,4,8,3,84,26
FRA-Ligue 1,2024-25,Nantes,Jean-Charles Castelletto,CMR,"DF,MF",29,1995,29.1,1682,183,763,824,99,21,1682,3,3,100.0,0,0.0,948,3993,2020,21,14,2,16,4,1116,19
FRA-Ligue 1,2024-25,Nantes,Jean-Kevin Duverne,HAI,DF,27,1997,6.0,378,28,132,185,61,3,378,5,2,40.0,1,20.0,161,670,327,6,8,1,6,3,198,8
FRA-Ligue 1,2024-25,Nantes,Jean-Philippe Gbamin,CIV,MF,28,1995,2.4,143,4,26,97,21,4,143,2,1,50.0,1,50.0,83,287,124,2,2,0,5,1,90,1
FRA-Ligue 1,2024-25,Nantes,Johann Lepenant,FRA,MF,21,2002,22.8,992,32,171,533,294,36,992,36,18,50.0,16,44.4,502,2255,991,25,25,3,46,21,596,62
FRA-Ligue 1,2024-25,Nantes,Kelvin Amian,FRA,DF,26,1998,24.1,1153,81,374,523,267,21,1153,22,13,59.1,8,36.4,544,2412,1208,32,27,1,20,12,637,77
FRA-Ligue 1,2024-25,Nantes,Louis Leroux,FRA,"MF,DF",18,2006,9.1,411,19,101,224,98,14,411,20,8,40.0,11,55.0,214,1066,490,11,14,3,12,6,224,14
FRA-Ligue 1,2024-25,Nantes,Marcus Coco,FRA,DF,28,1996,10.6,608,47,198,295,119,4,608,10,3,30.0,7,70.0,297,1329,583,12,9,1,11,6,345,40
FRA-Ligue 1,2024-25,Nantes,Matthis Abline,FRA,FW,21,2003,30.8,878,34,75,382,438,142,877,86,35,40.7,48,55.8,587,3670,1743,75,42,42,92,65,689,169
FRA-Ligue 1,2024-25,Nantes,Meschak Elia,COD,FW,26,1997,1.9,99,1,18,36,47,8,99,11,2,18.2,9,81.8,61,409,180,9,3,2,7,2,61,22
FRA-Ligue 1,2024-25,Nantes,Moses Simon,NGA,"FW,MF",29,1995,29.0,1131,10,111,379,669,129,1127,147,65,44.2,77,52.4,731,6203,3281,147,81,60,67,55,778,222
FRA-Ligue 1,2024-25,Nantes,Mostafa Mohamed,EGY,FW,26,1997,13.9,452,34,69,177,217,76,452,26,12,46.2,14,53.8,239,1011,438,11,15,2,47,22,285,50
FRA-Ligue 1,2024-25,Nantes,Nathan Zeze,FRA,DF,19,2005,16.8,1083,155,572,498,19,6,1083,4,3,75.0,1,25.0,600,2809,1477,2,2,0,9,1,678,0
FRA-Ligue 1,2024-25,Nantes,Nicolas Cozza,FRA,"DF,MF",25,1999,22.8,1044,75,373,424,257,30,1044,20,5,25.0,14,70.0,400,1920,921,25,10,1,30,6,463,56
FRA-Ligue 1,2024-25,Nantes,Nicolas Pallois,FRA,DF,36,1987,22.4,1192,191,653,502,45,2,1192,7,3,42.9,4,57.1,570,2589,1201,6,3,1,8,3,626,5
FRA-Ligue 1,2024-25,Nantes,Patrik Carlgren,SWE,GK,32,1992,4.6,144,124,144,0,0,0,144,0,0,,0,,75,502,319,0,0,0,0,0,50,0
FRA-Ligue 1,2024-25,Nantes,Pedro Chirivella,ESP,MF,27,1997,26.1,1740,48,366,1150,240,3,1740,7,3,42.9,4,57.1,946,4091,1939,16,14,1,15,7,1244,25
FRA-Ligue 1,2024-25,Nantes,Plamedi Nsingi,,MF,23,2000,0.2,8,0,4,3,1,1,8,0,0,,0,,4,10,1,0,0,0,0,0,5,0
FRA-Ligue 1,2024-25,Nantes,Saidou Sow,GUI,DF,22,2002,8.9,511,111,306,196,10,6,511,6,4,66.7,2,33.3,288,1336,703,2,1,0,2,2,314,0
FRA-Ligue 1,2024-25,Nantes,Sorba Thomas,WAL,"FW,MF",24,1999,14.7,674,25,111,276,303,20,674,24,9,37.5,14,58.3,372,2173,1059,41,29,7,26,25,427,93
FRA-Ligue 1,2024-25,Nantes,Sékou Doucoure,FRA,DF,19,2005,0.1,8,3,4,4,0,0,8,0,0,,0,,5,13,4,0,0,0,0,0,5,0
FRA-Ligue 1,2024-25,Nantes,Tino Kadewere,ZIM,"MF,FW",28,1996,5.7,242,6,44,117,86,20,242,15,4,26.7,11,73.3,133,623,270,5,5,1,14,7,156,27
FRA-Ligue 1,2024-25,Nice,Ali Abdi,TUN,"DF,MF",30,1993,15.5,886,51,230,349,315,50,886,29,12,41.4,16,55.2,391,1880,1003,35,15,9,32,14,481,101
FRA-Ligue 1,2024-25,Nice,Amidou Doumbouya,FRA,DF,16,2007,0.5,31,2,13,13,5,0,31,1,1,100.0,0,0.0,17,87,36,1,0,0,0,1,19,0
FRA-Ligue 1,2024-25,Nice,Antoine Mendy,SEN,DF,20,2004,9.2,595,44,222,323,59,11,595,12,5,41.7,5,41.7,314,1608,871,12,10,1,11,4,365,15
FRA-Ligue 1,2024-25,Nice,Badredine Bouanani,ALG,"MF,FW",19,2004,12.2,571,4,53,228,299,43,570,36,14,38.9,19,52.8,362,2436,1372,47,33,15,24,18,425,93
FRA-Ligue 1,2024-25,Nice,Baptiste Santamaria,FRA,MF,29,1995,10.3,589,25,140,362,95,14,589,13,8,61.5,5,38.5,277,1192,647,10,10,0,15,7,394,11
FRA-Ligue 1,2024-25,Nice,Bernard Nguene,CMR,FW,17,2006,0.1,5,0,0,3,2,0,5,1,0,0.0,1,100.0,4,11,5,0,0,0,1,0,5,1
FRA-Ligue 1,2024-25,Nice,Bilal Brahimi,ALG,MF,24,2000,0.8,49,2,7,23,19,0,49,2,0,0.0,2,100.0,29,202,112,3,3,0,0,3,35,10
FRA-Ligue 1,2024-25,Nice,Dante,BRA,DF,40,1983,21.8,1651,171,795,785,81,19,1651,15,6,40.0,7,46.7,949,4418,2469,18,10,1,16,5,1138,8
FRA-Ligue 1,2024-25,Nice,Evann Guessand,CIV,"FW,MF",23,2001,28.5,926,19,97,414,444,134,926,103,49,47.6,48,46.6,581,3867,2205,87,44,30,75,71,687,162
FRA-Ligue 1,2024-25,Nice,Gaëtan Laborde,FRA,FW,30,1994,20.3,730,28,74,333,333,127,726,37,18,48.6,18,48.6,362,1576,843,30,16,13,48,18,494,131
FRA-Ligue 1,2024-25,Nice,Hicham Boudaoui,ALG,MF,24,1999,27.1,1467,75,312,806,377,45,1467,65,25,38.5,34,52.3,770,4519,2308,54,45,7,38,26,943,75
FRA-Ligue 1,2024-25,Nice,Issiaga Camara,GUI,MF,19,2005,0.2,23,0,4,19,2,0,23,1,0,0.0,1,100.0,11,63,28,1,0,0,1,0,13,1
FRA-Ligue 1,2024-25,Nice,Jeremie Boga,CIV,"MF,FW",27,1997,11.7,529,5,65,204,268,57,529,64,25,39.1,32,50.0,338,3010,1837,64,37,24,18,17,408,75
FRA-Ligue 1,2024-25,Nice,Jonathan Clauss,FRA,"DF,MF",31,1992,25.6,1675,78,384,638,669,68,1675,28,11,39.3,16,57.1,747,3445,1994,53,26,9,36,8,899,160
FRA-Ligue 1,2024-25,Nice,Jordan Lotomba,SUI,"MF,DF",25,1998,0.4,24,2,3,15,6,0,24,3,1,33.3,2,66.7,19,144,110,4,0,0,0,1,17,2
FRA-Ligue 1,2024-25,Nice,Marcin Bułka,POL,GK,24,1999,34.0,1196,957,1187,9,1,1,1196,1,0,0.0,1,100.0,702,3363,2185,0,0,0,2,0,605,0
FRA-Ligue 1,2024-25,Nice,Melvin Bard,FRA,"DF,MF",23,2000,21.5,1436,88,470,684,302,36,1436,49,22,44.9,26,53.1,778,4599,2686,53,36,10,28,15,858,95
FRA-Ligue 1,2024-25,Nice,Mohamed Abdelmoneim,EGY,DF,25,1999,9.5,635,70,260,331,46,3,635,4,1,25.0,2,50.0,342,1427,822,6,4,0,4,3,386,5
FRA-Ligue 1,2024-25,Nice,Mohamed Ali Cho,FRA,"FW,MF",20,2004,18.0,720,9,75,308,356,74,720,70,20,28.6,41,58.6,460,3302,1943,81,39,30,68,26,545,133
FRA-Ligue 1,2024-25,Nice,Morgan Sanson,FRA,MF,29,1994,2.6,145,2,21,74,52,9,145,5,2,40.0,3,60.0,89,438,165,5,5,1,8,2,106,17
FRA-Ligue 1,2024-25,Nice,Moïse Bombito,CAN,DF,24,2000,24.4,1673,214,767,855,63,9,1673,17,12,70.6,4,23.5,906,4744,2693,27,10,1,16,3,1109,10
FRA-Ligue 1,2024-25,Nice,Pablo Rosario,DOM,"MF,DF",27,1997,19.7,950,78,247,559,154,19,949,17,9,52.9,8,47.1,473,2261,1247,17,19,2,20,15,653,25
FRA-Ligue 1,2024-25,Nice,Rareş Ilie,ROU,MF,21,2003,0.1,13,0,2,1,10,3,13,4,3,75.0,1,25.0,6,64,48,2,1,1,0,0,8,1
FRA-Ligue 1,2024-25,Nice,Sofiane Diop,FRA,"MF,FW",24,2000,11.8,714,17,101,347,277,35,714,31,10,32.3,20,64.5,399,2069,944,26,19,4,20,18,508,70
FRA-Ligue 1,2024-25,Nice,Tanguy Ndombele,FRA,MF,27,1996,12.6,611,17,100,398,120,25,611,47,25,53.2,19,40.4,366,1783,923,22,8,6,28,21,436,36
