league,season,team,player,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
FRA-Ligue 1,2024-25,Auxerre,Gaëtan Perrin,FRA,"MF,FW",28,1996,29.9,1031,820,204,57,9,12,162,7,110,40,54,0,728,7,43
FRA-Ligue 1,2024-25,Auxerre,Gideon Mensah,GHA,DF,26,1998,25.3,1321,1097,220,19,2,12,76,201,0,0,0,0,1056,4,37
FRA-Ligue 1,2024-25,Auxerre,Hamed Junior Traorè,CIV,MF,24,2000,23.3,640,587,46,13,9,7,42,13,11,5,3,0,474,7,16
FRA-Ligue 1,2024-25,Auxerre,Han-Noah Massengo,FRA,MF,23,2001,11.6,443,435,8,6,0,5,9,1,0,0,0,0,375,0,5
FRA-Ligue 1,2024-25,Auxerre,Jubal,BRA,DF,30,1993,29.3,1057,980,75,56,0,10,0,0,0,0,0,0,918,2,5
FRA-Ligue 1,2024-25,Auxerre,Ki-Jana Hoever,NED,DF,22,2002,23.6,1084,894,187,7,1,12,78,180,0,0,0,0,768,3,33
FRA-Ligue 1,2024-25,Auxerre,Kévin Danois,FRA,MF,20,2004,16.2,718,703,15,8,3,11,14,7,0,0,0,0,585,0,14
FRA-Ligue 1,2024-25,Auxerre,Lassine Sinayoko,MLI,"FW,MF",24,1999,25.5,688,653,32,2,5,0,25,3,1,0,0,0,528,3,26
FRA-Ligue 1,2024-25,Auxerre,Lasso Coulibaly,CIV,"FW,MF",21,2002,0.5,13,12,1,0,0,0,2,0,1,0,1,0,12,0,0
FRA-Ligue 1,2024-25,Auxerre,Loïc N'Gatta,FRA,DF,20,2003,0.1,15,12,3,0,0,0,1,3,0,0,0,0,13,0,1
FRA-Ligue 1,2024-25,Auxerre,Paul Joly,FRA,DF,24,2000,11.2,617,514,100,12,2,9,55,88,0,0,0,0,424,3,19
FRA-Ligue 1,2024-25,Auxerre,Rayan Raveloson,MAD,"MF,DF",27,1997,8.0,313,290,23,15,1,6,8,2,4,1,3,0,271,0,9
FRA-Ligue 1,2024-25,Auxerre,Rudy Matondo,FRA,MF,16,2008,0.7,24,23,1,0,0,0,0,1,0,0,0,0,22,0,1
FRA-Ligue 1,2024-25,Auxerre,Sinaly Diomande,CIV,DF,23,2001,21.6,961,909,47,42,0,14,1,5,0,0,0,0,813,5,10
FRA-Ligue 1,2024-25,Auxerre,Theo Bair,CAN,FW,24,1999,10.4,213,206,7,0,0,1,7,1,0,0,0,0,132,0,5
FRA-Ligue 1,2024-25,Auxerre,Théo De Percin,MTQ,GK,23,2001,2.0,58,41,17,5,0,0,0,0,0,0,0,0,31,0,0
FRA-Ligue 1,2024-25,Auxerre,Théo Pellenard,FRA,DF,30,1994,0.5,20,11,8,2,0,0,2,6,0,0,0,0,15,1,0
FRA-Ligue 1,2024-25,Auxerre,Yoann Cissé,FRA,MF,19,2004,0.1,6,4,2,0,0,0,3,0,2,1,1,0,2,0,0
FRA-Ligue 1,2024-25,Brest,Abdallah Sima,SEN,"FW,MF",23,2001,13.8,332,327,5,2,0,1,16,3,0,0,0,0,231,0,15
FRA-Ligue 1,2024-25,Brest,Abdoulaye Niakhate Ndiaye,SEN,DF,22,2002,19.0,931,888,41,36,0,8,2,1,0,0,0,0,804,2,5
FRA-Ligue 1,2024-25,Brest,Axel Camblan,FRA,"MF,FW",20,2003,0.3,7,7,0,0,0,0,1,0,0,0,0,0,3,0,1
FRA-Ligue 1,2024-25,Brest,Bradley Locko,FRA,DF,22,2002,1.1,42,35,7,0,0,0,1,7,0,0,0,0,37,0,3
FRA-Ligue 1,2024-25,Brest,Brendan Chardonnet,FRA,DF,29,1994,26.8,1210,1164,46,45,2,14,3,0,0,0,0,0,993,0,7
FRA-Ligue 1,2024-25,Brest,Edimilson Fernandes,SUI,"MF,DF",28,1996,12.3,572,561,11,8,2,5,7,2,0,0,0,0,486,0,5
FRA-Ligue 1,2024-25,Brest,Grégoire Coudert,FRA,GK,25,1999,2.0,68,56,12,4,0,0,0,0,0,0,0,0,54,0,0
FRA-Ligue 1,2024-25,Brest,Hamidou Makalou,MLI,"FW,MF",18,2006,0.4,18,18,0,0,1,0,0,0,0,0,0,0,17,0,0
FRA-Ligue 1,2024-25,Brest,Hianga Mananga Mbock,FRA,MF,24,1999,0.2,17,17,0,0,0,0,0,0,0,0,0,0,14,0,0
FRA-Ligue 1,2024-25,Brest,Hugo Magnetti,FRA,MF,26,1998,25.8,1083,1026,52,38,0,8,18,11,0,0,0,0,920,5,17
FRA-Ligue 1,2024-25,Brest,Ibrahim Salah,MAR,FW,22,2001,4.0,129,127,1,0,0,1,15,0,1,0,1,0,88,1,7
FRA-Ligue 1,2024-25,Brest,Jonas Martin,FRA,MF,34,1990,5.5,312,301,9,6,0,1,3,3,0,0,0,0,277,2,6
FRA-Ligue 1,2024-25,Brest,Jordan Amavi,FRA,DF,30,1994,8.8,526,428,96,9,0,2,15,87,0,0,0,0,386,2,13
FRA-Ligue 1,2024-25,Brest,Julien Le Cardinal,FRA,DF,26,1997,15.3,815,778,35,28,1,12,6,1,0,0,0,0,704,2,2
FRA-Ligue 1,2024-25,Brest,Justin Bourgault,FRA,DF,18,2005,1.4,74,64,9,0,0,0,4,9,0,0,0,0,54,1,2
FRA-Ligue 1,2024-25,Brest,Jérémy Le Douaron,FRA,FW,26,1998,1.1,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0
FRA-Ligue 1,2024-25,Brest,Kamory Doumbia,MLI,"MF,FW",21,2003,14.7,697,631,60,20,7,2,48,3,27,12,15,0,561,6,10
FRA-Ligue 1,2024-25,Brest,Kenny Lala,MAD,DF,32,1991,29.8,1796,1487,306,65,4,13,126,230,10,3,5,0,1367,3,44
FRA-Ligue 1,2024-25,Brest,Luck Zogbé,CIV,DF,19,2005,7.1,328,259,69,10,0,0,14,59,0,0,0,0,253,0,7
FRA-Ligue 1,2024-25,Brest,Ludovic Ajorque,FRA,FW,30,1994,27.7,671,660,8,0,2,12,7,1,0,0,0,0,462,3,16
FRA-Ligue 1,2024-25,Brest,Mahdi Camara,FRA,"MF,FW",26,1998,29.5,1190,1100,88,12,3,0,46,8,0,0,0,0,1021,2,24
FRA-Ligue 1,2024-25,Brest,Mama Samba Baldé,GNB,FW,28,1995,12.8,253,251,2,0,1,3,10,2,0,0,0,0,183,0,11
FRA-Ligue 1,2024-25,Brest,Marco Bizot,NED,GK,33,1991,32.0,1121,818,300,84,0,2,0,0,0,0,0,0,775,3,0
FRA-Ligue 1,2024-25,Brest,Massadio Haïdara,MLI,DF,31,1992,18.6,882,716,166,12,1,3,49,154,0,0,0,0,693,0,22
FRA-Ligue 1,2024-25,Brest,Mathias Pereira Lage,POR,"FW,MF",27,1996,17.5,490,411,77,25,2,2,99,6,46,26,18,0,308,2,20
FRA-Ligue 1,2024-25,Brest,Pierre Lees-Melou,FRA,MF,31,1993,17.0,1057,1015,39,31,8,21,22,6,2,2,0,0,902,3,19
FRA-Ligue 1,2024-25,Brest,Romain Del Castillo,FRA,FW,28,1996,14.0,688,592,92,34,3,7,103,17,39,17,19,0,480,4,27
FRA-Ligue 1,2024-25,Brest,Romain Faivre,FRA,"MF,FW",26,1998,10.0,379,349,29,7,4,0,26,4,17,11,4,0,311,1,8
FRA-Ligue 1,2024-25,Brest,Soumaïla Coulibaly,FRA,DF,20,2003,4.9,317,302,15,9,0,16,0,0,0,0,0,0,281,0,1
FRA-Ligue 1,2024-25,Brest,Sérigné Diop,SEN,FW,19,2005,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
FRA-Ligue 1,2024-25,Le Havre,Abdoulaye Touré,GUI,MF,30,1994,25.8,1059,1040,13,12,3,12,11,0,0,0,0,0,868,6,8
FRA-Ligue 1,2024-25,Le Havre,Alois Confais,FRA,MF,27,1996,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
FRA-Ligue 1,2024-25,Le Havre,André Ayew,GHA,FW,34,1989,16.1,238,196,42,1,0,0,7,3,0,0,0,0,181,0,10
FRA-Ligue 1,2024-25,Le Havre,Antoine Joujou,FRA,"MF,FW",21,2003,10.5,261,258,3,0,1,1,37,2,1,1,0,0,169,0,14
FRA-Ligue 1,2024-25,Le Havre,Arouna Sangante,SEN,DF,22,2002,13.8,796,741,53,27,0,1,2,22,0,0,0,0,693,2,3
FRA-Ligue 1,2024-25,Le Havre,Arthur Desmas,FRA,GK,30,1994,18.0,522,365,156,39,0,1,0,0,0,0,0,0,411,1,0
FRA-Ligue 1,2024-25,Le Havre,Christopher Operi,CIV,"DF,FW",27,1997,13.0,747,547,198,51,1,6,128,112,35,20,12,0,533,2,22
FRA-Ligue 1,2024-25,Le Havre,Daler Kuzyaev,RUS,MF,31,1993,6.3,260,253,7,5,1,1,6,0,2,2,0,0,211,0,2
FRA-Ligue 1,2024-25,Le Havre,Elysée Logbo,FRA,FW,20,2004,0.3,4,3,1,0,0,0,0,0,0,0,0,0,3,0,0
FRA-Ligue 1,2024-25,Le Havre,Emmanuel Sabbi,USA,"FW,MF",26,1997,7.3,128,121,7,1,1,0,15,1,1,0,0,0,91,0,4
FRA-Ligue 1,2024-25,Le Havre,Etienne Youte Kinkoue,FRA,DF,22,2002,25.8,1262,1185,76,59,0,5,2,4,0,0,0,0,1124,1,4
FRA-Ligue 1,2024-25,Le Havre,Fodé Ballo-Touré,SEN,"DF,MF",27,1997,6.5,311,221,90,26,0,1,21,63,1,0,1,0,259,0,11
FRA-Ligue 1,2024-25,Le Havre,Gautier Lloris,FRA,DF,29,1995,30.8,1511,1464,42,34,0,6,3,4,0,0,0,0,1317,5,10
FRA-Ligue 1,2024-25,Le Havre,Ilyes Housni,FRA,"FW,MF",19,2005,2.6,64,60,4,0,0,1,5,0,0,0,0,0,38,0,6
FRA-Ligue 1,2024-25,Le Havre,Issa Soumaré,SEN,"FW,MF",23,2000,21.1,554,544,6,2,1,4,42,3,0,0,0,0,339,4,21
FRA-Ligue 1,2024-25,Le Havre,Josué Casimir,FRA,"FW,MF",22,2001,22.2,597,543,53,6,2,3,85,33,5,2,0,0,410,1,25
FRA-Ligue 1,2024-25,Le Havre,Junior Mwanga,FRA,MF,21,2003,10.6,445,418,26,14,1,4,21,2,10,9,1,0,366,1,3
FRA-Ligue 1,2024-25,Le Havre,Kandet Diawara,GUI,FW,24,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
FRA-Ligue 1,2024-25,Le Havre,Koka,EGY,FW,31,1993,9.5,169,153,16,1,0,8,0,1,0,0,0,0,132,0,4
FRA-Ligue 1,2024-25,Le Havre,Loïc Nego,HUN,"DF,FW",33,1991,27.3,1228,1062,160,17,1,2,75,143,0,0,0,0,922,6,28
FRA-Ligue 1,2024-25,Le Havre,Mahamadou Diawara,FRA,MF,19,2005,6.5,233,225,6,2,0,2,5,1,1,1,0,0,193,2,11
FRA-Ligue 1,2024-25,Le Havre,Mathieu Gorgelin,FRA,GK,33,1990,16.0,536,385,149,50,0,2,0,0,0,0,0,0,417,2,0
FRA-Ligue 1,2024-25,Le Havre,Mathéo Bodmer,FRA,MF,20,2004,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
FRA-Ligue 1,2024-25,Le Havre,Oussama Targhalline,MAR,MF,22,2002,11.0,437,419,13,9,5,5,16,2,2,0,0,0,348,5,10
FRA-Ligue 1,2024-25,Le Havre,Rassoul Ndiaye,SEN,MF,22,2001,11.8,441,414,24,11,1,2,32,1,11,9,1,0,325,3,13
FRA-Ligue 1,2024-25,Le Havre,Samuel Grandsir,FRA,"MF,FW",27,1996,0.9,32,28,4,1,1,0,5,1,2,2,0,0,20,0,1
FRA-Ligue 1,2024-25,Le Havre,Steve Ngoura,FRA,FW,19,2005,3.2,57,49,8,0,0,0,2,0,0,0,0,0,37,0,4
FRA-Ligue 1,2024-25,Le Havre,Timothee Pembele,FRA,DF,21,2002,12.4,520,440,79,15,1,2,28,64,0,0,0,0,424,1,23
FRA-Ligue 1,2024-25,Le Havre,Yanis Zouaoui,ALG,"DF,FW",30,1994,10.8,595,421,172,34,1,1,110,89,49,33,15,0,408,2,18
FRA-Ligue 1,2024-25,Le Havre,Yassine Kechta,MAR,"MF,FW",22,2002,23.3,756,705,45,9,2,8,36,3,11,10,1,0,599,6,15
FRA-Ligue 1,2024-25,Le Havre,Yoann Salmier,GUF,DF,31,1992,8.9,346,311,35,16,1,4,1,18,0,0,0,0,283,0,4
FRA-Ligue 1,2024-25,Lens,Abdukodir Khusanov,UZB,DF,20,2004,10.8,548,521,26,13,0,3,5,8,0,0,0,0,483,1,3
FRA-Ligue 1,2024-25,Lens,Adrien Thomasson,FRA,MF,30,1993,29.1,1612,1539,68,36,4,9,58,8,24,8,13,0,1318,5,33
FRA-Ligue 1,2024-25,Lens,Anass Zaroury,MAR,"FW,MF",23,2000,15.6,746,661,82,17,3,5,125,14,39,27,4,0,506,3,31
FRA-Ligue 1,2024-25,Lens,Andy Diouf,FRA,MF,21,2003,24.7,1068,1030,27,15,13,2,30,0,11,8,3,0,849,11,30
FRA-Ligue 1,2024-25,Lens,Angelo Fulgini,FRA,"MF,FW",27,1996,11.6,652,604,42,11,7,5,44,9,13,4,7,0,509,6,15
FRA-Ligue 1,2024-25,Lens,Brice Samba,FRA,GK,30,1994,15.0,512,399,112,36,0,4,0,0,0,0,0,0,415,1,0
FRA-Ligue 1,2024-25,Lens,David Costa,POR,"MF,FW",23,2001,3.9,155,146,6,1,0,1,15,0,5,4,1,0,128,3,2
FRA-Ligue 1,2024-25,Lens,Deiver Machado,COL,"DF,MF",30,1993,20.1,913,762,149,8,1,1,51,136,5,3,0,0,763,2,16
FRA-Ligue 1,2024-25,Lens,Facundo Medina,ARG,DF,25,1999,28.3,1889,1744,136,70,3,5,16,66,0,0,0,0,1655,9,18
FRA-Ligue 1,2024-25,Lens,Florian Sotoca,FRA,"FW,MF",33,1990,19.9,996,943,43,5,8,5,75,29,2,0,0,0,732,10,42
FRA-Ligue 1,2024-25,Lens,Gabin Capuano,FRA,FW,18,2006,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
FRA-Ligue 1,2024-25,Lens,Goduine Koyalipou,CTA,FW,24,2000,9.8,189,179,10,0,0,1,2,0,0,0,0,0,132,0,12
FRA-Ligue 1,2024-25,Lens,Hamzat Ojediran,NGA,"MF,FW",20,2003,4.6,254,248,4,1,3,0,2,3,0,0,0,0,203,2,2
FRA-Ligue 1,2024-25,Lens,Hervé Koffi,BFA,GK,27,1996,5.0,135,111,23,4,0,0,0,0,0,0,0,0,98,1,0
FRA-Ligue 1,2024-25,Lens,Jeremy Agbonifo,SWE,"FW,MF",18,2005,3.3,80,75,5,0,0,0,7,5,0,0,0,0,58,0,4
FRA-Ligue 1,2024-25,Lens,Jhoanner Chávez,ECU,"DF,MF",22,2002,6.6,308,234,73,5,0,0,30,49,19,9,3,0,230,1,3
FRA-Ligue 1,2024-25,Lens,Jonathan Gradit,FRA,DF,31,1992,23.5,1332,1290,38,37,2,7,10,1,0,0,0,0,1133,4,11
FRA-Ligue 1,2024-25,Lens,Juma Bah,SLE,DF,18,2006,7.6,378,358,18,9,0,1,0,0,0,0,0,0,353,2,1
FRA-Ligue 1,2024-25,Lens,Kembo Diliwidi,FRA,DF,18,2006,0.0,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0
FRA-Ligue 1,2024-25,Lens,Kevin Danso,AUT,DF,25,1998,12.0,770,732,35,17,1,1,0,2,0,0,0,0,659,3,6
FRA-Ligue 1,2024-25,Lens,Kyllian Antonio,FRA,"DF,MF",16,2008,1.5,97,88,9,2,0,0,2,7,0,0,0,0,81,0,4
FRA-Ligue 1,2024-25,Lens,M'Bala Nzola,ANG,FW,27,1996,16.2,302,296,5,0,0,1,1,1,0,0,0,0,227,1,8
FRA-Ligue 1,2024-25,Lens,Malang Sarr,FRA,DF,25,1999,15.4,955,909,45,31,1,8,1,5,0,0,0,0,854,1,11
FRA-Ligue 1,2024-25,Lens,Martin Satriano,URU,"FW,DF",23,2001,1.0,30,27,3,0,0,0,1,1,0,0,0,0,18,0,2
FRA-Ligue 1,2024-25,Lens,Mathew Ryan,AUS,GK,32,1992,14.0,408,309,99,33,0,0,0,0,0,0,0,0,305,0,0
FRA-Ligue 1,2024-25,Lens,Nampalys Mendy,SEN,MF,32,1992,6.5,290,288,2,2,0,3,2,0,0,0,0,0,260,0,4
FRA-Ligue 1,2024-25,Lens,Neil El Aynaoui,FRA,MF,23,2001,17.6,966,881,82,16,4,7,65,3,54,20,30,0,816,3,17
FRA-Ligue 1,2024-25,Lens,Przemysław Frankowski,POL,DF,29,1995,15.4,1092,930,156,11,4,2,78,132,13,4,9,0,875,6,31
FRA-Ligue 1,2024-25,Lens,Rayan Fofana,FRA,"FW,MF",18,2006,0.3,8,8,0,0,0,0,0,0,0,0,0,0,5,0,1
FRA-Ligue 1,2024-25,Lens,Ruben Aguilar,FRA,"DF,MF",31,1993,12.5,843,706,132,10,2,4,47,122,0,0,0,0,677,5,29
FRA-Ligue 1,2024-25,Lens,Rémy Labeau Lascary,GLP,"FW,MF",21,2003,7.1,174,167,5,0,1,1,19,1,0,0,0,0,127,2,3
FRA-Ligue 1,2024-25,Lens,Tom Pouilly,FRA,"DF,MF",21,2003,3.0,218,188,29,4,0,1,11,24,1,0,1,0,171,1,4
FRA-Ligue 1,2024-25,Lens,Wesley Saïd,FRA,FW,29,1995,10.1,248,227,20,2,2,1,8,2,0,0,0,0,193,1,3
FRA-Ligue 1,2024-25,Lille,Aaron Malouda,FRA,FW,18,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Lille,Alexsandro Ribeiro,BRA,DF,24,1999,30.0,2417,2266,150,65,3,10,8,12,0,0,0,0,2204,1,9
FRA-Ligue 1,2024-25,Lille,André Gomes,POR,MF,31,1993,14.2,963,937,25,21,5,11,11,4,0,0,0,0,861,1,11
FRA-Ligue 1,2024-25,Lille,Angel Gomes,ENG,MF,23,2000,8.2,364,352,9,3,2,2,10,0,4,3,0,0,295,3,8
FRA-Ligue 1,2024-25,Lille,Ayyoub Bouaddi,FRA,MF,16,2007,12.8,555,547,7,4,1,2,3,3,0,0,0,0,487,1,13
FRA-Ligue 1,2024-25,Lille,Aïssa Mandi,ALG,DF,32,1991,19.3,1244,1122,120,28,1,16,10,86,0,0,0,0,1104,2,7
FRA-Ligue 1,2024-25,Lille,Bafodé Diakité,FRA,DF,23,2001,30.7,2239,2155,82,63,2,5,4,6,0,0,0,0,2086,2,19
FRA-Ligue 1,2024-25,Lille,Benjamin André,FRA,MF,33,1990,29.9,1911,1845,57,53,1,20,16,4,0,0,0,0,1586,9,31
FRA-Ligue 1,2024-25,Lille,Chuba Akpom,ENG,FW,28,1995,7.1,99,87,11,0,1,0,1,0,0,0,0,0,67,1,8
FRA-Ligue 1,2024-25,Lille,Edon Zhegrova,KVX,"FW,MF",25,1999,10.9,416,352,58,17,2,1,58,8,33,9,14,0,316,6,8
FRA-Ligue 1,2024-25,Lille,Ethan Mbappé,FRA,"MF,FW",17,2006,2.5,139,126,13,2,0,2,14,0,11,5,1,0,105,0,3
FRA-Ligue 1,2024-25,Lille,Gabriel Gudmundsson,SWE,DF,25,1999,19.8,1055,882,173,20,1,8,59,147,4,0,2,0,866,0,25
FRA-Ligue 1,2024-25,Lille,Hákon Arnar Haraldsson,ISL,"MF,FW",21,2003,19.5,946,880,64,14,5,4,59,10,35,11,16,1,751,2,22
FRA-Ligue 1,2024-25,Lille,Ismaily,BRA,DF,34,1990,10.0,632,540,90,11,1,0,16,75,4,0,4,0,552,2,11
FRA-Ligue 1,2024-25,Lille,Jonathan David,CAN,FW,24,2000,28.4,686,646,38,1,4,3,4,2,0,0,0,0,563,2,24
FRA-Ligue 1,2024-25,Lille,Lucas Chevalier,FRA,GK,22,2001,34.0,1083,907,173,61,1,0,0,0,0,0,0,0,862,3,0
FRA-Ligue 1,2024-25,Lille,Matias Fernandez-Pardo,BEL,"FW,MF",19,2005,11.8,307,286,20,2,1,2,30,1,17,10,3,0,224,1,13
FRA-Ligue 1,2024-25,Lille,Mitchel Bakker,NED,"FW,DF",24,2000,12.7,641,580,60,8,2,1,68,30,22,8,11,0,499,1,14
FRA-Ligue 1,2024-25,Lille,Mohamed Lamine Bayo,GUI,FW,26,1998,3.4,58,49,9,0,0,0,0,0,0,0,0,0,41,0,2
FRA-Ligue 1,2024-25,Lille,Nabil Bentaleb,ALG,MF,29,1994,3.7,244,235,8,7,0,4,6,0,1,0,1,0,210,1,1
FRA-Ligue 1,2024-25,Lille,Ngal'Ayel Mukau,COD,MF,19,2004,13.2,645,638,5,0,1,2,5,3,0,0,0,0,575,2,17
FRA-Ligue 1,2024-25,Lille,Osame Sahraoui,MAR,"FW,MF",23,2001,14.4,614,597,14,3,6,0,12,10,1,0,0,0,515,3,23
FRA-Ligue 1,2024-25,Lille,Ousmane Toure,FRA,DF,19,2005,0.1,6,5,1,0,0,0,0,1,0,0,0,0,4,0,0
FRA-Ligue 1,2024-25,Lille,Rémy Cabella,FRA,"FW,MF",34,1990,11.2,762,685,72,19,0,0,60,14,34,4,18,0,628,5,9
FRA-Ligue 1,2024-25,Lille,Thomas Meunier,BEL,DF,32,1991,21.4,1477,1298,179,12,2,8,62,165,2,0,0,0,1188,0,23
FRA-Ligue 1,2024-25,Lille,Tiago Santos,POR,DF,22,2002,4.5,223,201,22,1,0,0,19,21,0,0,0,0,175,0,6
FRA-Ligue 1,2024-25,Lille,Younes Lachaab,FRA,"MF,FW",19,2005,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
FRA-Ligue 1,2024-25,Lyon,Abner,BRA,DF,24,2000,12.1,675,576,97,9,1,5,31,82,6,6,0,0,568,2,19
FRA-Ligue 1,2024-25,Lyon,Adryelson,BRA,DF,26,1998,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
FRA-Ligue 1,2024-25,Lyon,Ainsley Maitland-Niles,ENG,DF,26,1997,22.1,1234,1051,176,17,4,7,48,148,11,7,2,0,1049,7,28
FRA-Ligue 1,2024-25,Lyon,Alejandro Rodriguez,POR,MF,16,2008,0.2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,1
FRA-Ligue 1,2024-25,Lyon,Alexandre Lacazette,FRA,FW,33,1991,22.8,547,510,33,0,4,7,17,1,0,0,0,0,393,4,20
FRA-Ligue 1,2024-25,Lyon,Clinton Mata,ANG,DF,31,1992,26.3,1636,1517,116,58,0,3,38,49,0,0,0,0,1448,3,13
FRA-Ligue 1,2024-25,Lyon,Corentin Tolisso,FRA,MF,29,1994,25.9,1602,1527,71,40,5,13,32,27,1,1,0,0,1359,4,41
FRA-Ligue 1,2024-25,Lyon,Duje Ćaleta-Car,CRO,DF,27,1996,17.6,985,939,45,28,1,3,1,3,0,0,0,0,896,1,5
FRA-Ligue 1,2024-25,Lyon,Ernest Nuamah,GHA,"FW,MF",20,2003,11.7,448,432,14,1,2,1,30,5,8,4,3,0,358,2,18
FRA-Ligue 1,2024-25,Lyon,Georges Mikautadze,GEO,FW,23,2000,16.1,426,406,17,1,4,3,9,3,0,0,0,0,326,3,14
FRA-Ligue 1,2024-25,Lyon,Gift Orban,NGA,"FW,DF",22,2002,2.1,33,30,3,0,0,0,1,1,1,0,0,0,22,0,4
FRA-Ligue 1,2024-25,Lyon,Jordan Veretout,FRA,MF,31,1993,17.3,944,905,38,13,1,6,26,6,8,8,0,0,792,1,14
FRA-Ligue 1,2024-25,Lyon,Lucas Perri,BRA,GK,26,1997,33.0,1040,831,205,53,0,3,0,0,0,0,0,0,799,4,2
FRA-Ligue 1,2024-25,Lyon,Mahamadou Diawara,FRA,MF,19,2005,0.2,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
FRA-Ligue 1,2024-25,Lyon,Malick Fofana,BEL,FW,19,2005,17.7,638,623,14,1,1,0,70,13,0,0,0,0,494,1,32
FRA-Ligue 1,2024-25,Lyon,Mama Samba Baldé,GNB,FW,28,1995,0.4,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
FRA-Ligue 1,2024-25,Lyon,Maxence Caqueret,FRA,MF,24,2000,6.4,343,332,10,5,0,1,6,1,0,0,0,0,274,1,14
FRA-Ligue 1,2024-25,Lyon,Moussa Niakhate,SEN,DF,28,1996,30.3,1869,1748,119,44,4,6,5,34,0,0,0,0,1688,2,14
FRA-Ligue 1,2024-25,Lyon,Nemanja Matić,SRB,MF,35,1988,22.3,1415,1356,54,43,4,12,9,3,0,0,0,0,1230,5,18
FRA-Ligue 1,2024-25,Lyon,Nicolás Tagliafico,ARG,DF,31,1992,21.1,1338,1179,155,23,0,1,37,132,0,0,0,0,1159,4,24
FRA-Ligue 1,2024-25,Lyon,Orel Mangala,BEL,MF,26,1998,0.7,32,31,0,0,0,0,1,0,0,0,0,0,29,1,2
FRA-Ligue 1,2024-25,Lyon,Paul Akouokou,CIV,MF,26,1997,0.2,15,15,0,0,0,0,0,0,0,0,0,0,10,0,1
FRA-Ligue 1,2024-25,Lyon,Rayan Cherki,FRA,"FW,MF",20,2003,22.7,1375,1200,163,31,22,15,118,29,98,26,55,0,1079,12,32
FRA-Ligue 1,2024-25,Lyon,Rémy Descamps,FRA,GK,28,1996,1.0,30,27,3,1,0,0,0,0,0,0,0,0,27,0,0
FRA-Ligue 1,2024-25,Lyon,Sael Kumbedi,FRA,DF,19,2005,10.6,509,447,61,5,1,0,14,56,0,0,0,0,436,1,11
FRA-Ligue 1,2024-25,Lyon,Saïd Benrahma,ALG,"FW,MF",28,1995,8.2,358,334,20,6,1,2,43,2,12,4,6,0,258,4,11
FRA-Ligue 1,2024-25,Lyon,Tanner Tessmann,USA,MF,22,2001,13.7,766,748,18,7,1,16,14,5,5,3,2,0,685,0,7
FRA-Ligue 1,2024-25,Lyon,Thiago Almada,ARG,"MF,FW",23,2001,10.6,748,668,71,28,5,8,47,6,35,20,7,0,635,9,6
FRA-Ligue 1,2024-25,Lyon,Téo Barisic,FRA,DF,19,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FRA-Ligue 1,2024-25,Lyon,Warmed Omari,COM,DF,24,2000,0.1,6,5,1,1,0,0,0,0,0,0,0,0,6,0,0
FRA-Ligue 1,2024-25,Lyon,Wilfried Zaha,CIV,FW,31,1992,0.8,32,31,1,1,0,0,0,0,0,0,0,0,28,0,2
FRA-Ligue 1,2024-25,Marseille,Adrien Rabiot,FRA,MF,29,1995,27.6,1543,1508,32,19,6,0,40,11,0,0,0,0,1309,3,38
FRA-Ligue 1,2024-25,Marseille,Amar Dedić,BIH,DF,21,2002,3.5,224,199,25,0,1,1,5,24,1,0,0,0,189,0,6
FRA-Ligue 1,2024-25,Marseille,Amine Gouiri,ALG,"FW,MF",24,2000,11.6,351,271,79,6,1,0,57,0,49,19,28,0,284,1,5
FRA-Ligue 1,2024-25,Marseille,Amine Harit,MAR,MF,27,1997,5.8,255,232,18,7,4,1,7,0,6,3,1,0,213,5,6
FRA-Ligue 1,2024-25,Marseille,Bamo Meïté,CIV,DF,22,2001,0.3,28,24,4,0,0,0,0,4,0,0,0,0,26,0,1
FRA-Ligue 1,2024-25,Marseille,Bilal Nadir,MAR,MF,20,2003,4.3,252,237,14,10,1,0,6,0,3,1,0,0,220,1,9
FRA-Ligue 1,2024-25,Marseille,Darryl Bakola,FRA,"DF,MF",16,2007,0.2,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0
