league,season,team,player,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
FRA-Ligue 1,2024-25,Marseille,Derek Cornelius,CAN,DF,26,1997,15.8,1357,1311,43,23,1,1,4,3,0,0,0,0,1267,3,9
FRA-Ligue 1,2024-25,Marseille,Elye Wahi,FRA,FW,21,2003,6.4,111,102,8,0,0,1,2,0,0,0,0,0,88,1,6
FRA-Ligue 1,2024-25,Marseille,Emmanuel Koum Mbondo,FRA,DF,18,2006,0.1,9,7,2,0,0,0,0,2,0,0,0,0,8,0,0
FRA-Ligue 1,2024-25,Marseille,Enzo Sternal,FRA,"FW,MF",17,2007,0.3,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
FRA-Ligue 1,2024-25,Marseille,Faris Pemi Moumbagna,CMR,FW,24,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Marseille,Geoffrey Kondogbia,CTA,"DF,MF",31,1993,22.4,1803,1745,57,27,2,3,4,8,0,0,0,0,1668,1,10
FRA-Ligue 1,2024-25,Marseille,Gerónimo Rulli,ARG,GK,32,1992,34.0,1204,1013,189,84,0,3,0,0,0,0,0,0,1058,2,0
FRA-Ligue 1,2024-25,Marseille,Ismaël Bennacer,ALG,MF,26,1997,7.2,810,765,41,18,3,1,28,1,22,12,10,0,737,4,7
FRA-Ligue 1,2024-25,Marseille,Ismaël Koné,CAN,"MF,FW",22,2002,4.0,180,176,4,2,1,0,3,0,0,0,0,0,156,0,3
FRA-Ligue 1,2024-25,Marseille,Jon Rowe,ENG,"FW,MF",21,2003,9.0,291,271,19,3,5,1,28,3,6,3,1,0,233,1,8
FRA-Ligue 1,2024-25,Marseille,Keyliane Abdallah,FRA,FW,18,2006,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
FRA-Ligue 1,2024-25,Marseille,Leonardo Balerdi,ARG,DF,25,1999,25.3,2516,2452,61,44,3,8,2,1,0,0,0,0,2360,3,12
FRA-Ligue 1,2024-25,Marseille,Lilian Brassier,FRA,DF,24,1999,8.7,653,605,43,12,0,2,5,21,0,0,0,0,560,5,6
FRA-Ligue 1,2024-25,Marseille,Luis Henrique,BRA,"DF,FW",22,2001,29.0,1427,1350,75,5,2,6,97,62,8,1,5,0,1156,2,31
FRA-Ligue 1,2024-25,Marseille,Luiz Felipe,ITA,DF,27,1997,1.4,66,62,4,1,0,0,0,2,0,0,0,0,58,0,1
FRA-Ligue 1,2024-25,Marseille,Mason Greenwood,ENG,"FW,MF",22,2001,31.2,1389,1313,71,13,13,25,110,8,43,29,4,0,1089,5,26
FRA-Ligue 1,2024-25,Marseille,Michael Amir Murillo,PAN,DF,28,1996,27.1,1902,1691,207,44,1,0,37,162,0,0,0,0,1665,4,32
FRA-Ligue 1,2024-25,Marseille,Neal Maupay,FRA,FW,27,1996,11.6,297,264,33,4,1,0,1,4,0,0,0,0,250,0,9
FRA-Ligue 1,2024-25,Marseille,Pierre Højbjerg,DEN,MF,28,1995,29.6,2895,2787,106,82,10,13,19,9,13,6,5,0,2674,2,20
FRA-Ligue 1,2024-25,Marseille,Pol Lirola,ESP,DF,26,1997,7.6,397,351,45,3,1,0,14,42,0,0,0,0,330,1,13
FRA-Ligue 1,2024-25,Marseille,Quentin Merlin,FRA,DF,22,2002,17.7,1145,980,162,15,0,4,95,121,26,6,15,0,943,3,27
FRA-Ligue 1,2024-25,Marseille,Robinio Vaz,FRA,FW,17,2007,0.8,8,8,0,0,0,0,1,0,0,0,0,0,2,0,0
FRA-Ligue 1,2024-25,Marseille,Ulisses Garcia,SUI,DF,28,1996,10.3,632,536,94,15,0,2,35,74,0,0,0,0,535,2,15
FRA-Ligue 1,2024-25,Marseille,Valentin Carboni,ARG,"MF,FW",19,2005,1.1,64,62,2,0,1,0,2,2,0,0,0,0,57,0,3
FRA-Ligue 1,2024-25,Marseille,Valentin Rongier,FRA,"MF,DF",29,1994,17.4,1408,1373,31,17,1,3,7,14,0,0,0,0,1271,4,25
FRA-Ligue 1,2024-25,Monaco,Aleksandr Golovin,RUS,"MF,FW",28,1996,12.8,678,648,25,12,9,4,23,6,7,2,3,0,523,5,13
FRA-Ligue 1,2024-25,Monaco,Almoatasem Al Musrati,LBY,MF,28,1996,4.3,291,280,10,10,4,5,0,0,0,0,0,0,255,1,0
FRA-Ligue 1,2024-25,Monaco,Breel Embolo,SUI,"FW,MF",27,1997,20.5,432,397,30,2,8,1,6,0,0,0,0,0,299,5,9
FRA-Ligue 1,2024-25,Monaco,Caio Henrique Oliveira Silva,BRA,DF,27,1997,21.4,1383,1113,267,56,6,3,126,175,36,16,15,0,1025,3,37
FRA-Ligue 1,2024-25,Monaco,Christian Mawissa,FRA,DF,19,2005,16.7,945,902,43,12,0,0,3,20,0,0,0,0,827,0,12
FRA-Ligue 1,2024-25,Monaco,Denis Zakaria,SUI,MF,27,1996,23.8,1175,1135,38,36,4,2,7,2,0,0,0,0,1062,2,8
FRA-Ligue 1,2024-25,Monaco,Eliesse Ben Seghir,MAR,"MF,FW",19,2005,19.4,951,885,64,12,14,3,52,8,34,18,11,0,754,2,18
FRA-Ligue 1,2024-25,Monaco,Eliot Matazo,BEL,MF,22,2002,0.8,41,39,2,1,0,0,0,1,0,0,0,0,35,0,0
FRA-Ligue 1,2024-25,Monaco,Folarin Balogun,USA,FW,23,2001,6.8,125,118,6,0,0,0,5,1,0,0,0,0,85,1,6
FRA-Ligue 1,2024-25,Monaco,George Ilenikhena,NGA,FW,17,2006,8.0,121,111,9,0,1,0,0,0,0,0,0,0,87,1,2
FRA-Ligue 1,2024-25,Monaco,Ismail Jakobs,SEN,DF,24,1999,2.0,105,87,18,5,0,0,14,13,0,0,0,0,85,0,2
FRA-Ligue 1,2024-25,Monaco,Jordan Teze,NED,DF,24,1999,6.3,363,289,73,7,1,1,12,63,3,1,0,0,287,1,9
FRA-Ligue 1,2024-25,Monaco,Kassoum Ouattara,FRA,"DF,FW",19,2004,4.3,217,169,48,3,0,3,17,45,0,0,0,0,172,0,6
FRA-Ligue 1,2024-25,Monaco,Krépin Diatta,SEN,"DF,FW",25,1999,5.6,314,278,35,2,1,3,15,33,0,0,0,0,240,1,5
FRA-Ligue 1,2024-25,Monaco,Lamine Camara,SEN,MF,20,2004,22.8,1479,1332,142,52,5,11,118,3,87,39,39,0,1224,5,20
FRA-Ligue 1,2024-25,Monaco,Lucas Michal,FRA,"FW,MF",19,2005,1.3,44,42,2,0,0,0,2,0,0,0,0,0,36,0,0
FRA-Ligue 1,2024-25,Monaco,Maghnes Akliouche,FRA,"FW,MF",22,2002,26.7,1216,1163,43,10,8,8,53,16,17,11,2,0,989,10,34
FRA-Ligue 1,2024-25,Monaco,Mamadou Coulibaly,FRA,MF,20,2004,0.1,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0
FRA-Ligue 1,2024-25,Monaco,Mika Biereth,DEN,FW,21,2003,13.6,241,222,15,1,2,1,8,1,0,0,0,0,149,4,15
FRA-Ligue 1,2024-25,Monaco,Mohammed Salisu,GHA,DF,25,1999,11.4,775,738,37,25,0,3,0,2,0,0,0,0,662,0,7
FRA-Ligue 1,2024-25,Monaco,Philipp Köhn,SUI,GK,26,1998,19.0,546,411,135,36,0,1,0,0,0,0,0,0,414,0,0
FRA-Ligue 1,2024-25,Monaco,Radosław Majecki,POL,GK,24,1999,15.0,407,293,114,27,0,0,0,0,0,0,0,0,304,0,0
FRA-Ligue 1,2024-25,Monaco,Saïmon Bouabré,FRA,"MF,FW",18,2006,1.1,29,29,0,0,0,0,0,0,0,0,0,0,20,0,1
FRA-Ligue 1,2024-25,Monaco,Soungoutou Magassa,FRA,MF,20,2003,11.4,638,621,13,13,4,7,7,0,0,0,0,0,540,4,9
FRA-Ligue 1,2024-25,Monaco,Takumi Minamino,JPN,"MF,FW",29,1995,24.8,736,714,15,2,15,2,23,6,0,0,0,0,520,7,30
FRA-Ligue 1,2024-25,Monaco,Thilo Kehrer,GER,DF,27,1996,26.5,1804,1715,86,76,1,7,2,1,0,0,0,0,1622,3,7
FRA-Ligue 1,2024-25,Monaco,Vanderson,BRA,DF,23,2001,22.9,1403,1175,220,30,4,13,59,190,0,0,0,0,1090,8,30
FRA-Ligue 1,2024-25,Monaco,Wilfried Singo,CIV,DF,23,2000,23.3,1452,1346,100,64,1,10,10,36,0,0,0,0,1252,6,8
FRA-Ligue 1,2024-25,Montpellier,Akor Adams,NGA,FW,24,2000,11.9,179,160,17,0,1,2,5,0,0,0,0,0,112,2,7
FRA-Ligue 1,2024-25,Montpellier,Andy Delort,ALG,FW,32,1991,6.7,110,104,5,0,0,0,11,1,0,0,0,0,54,1,7
FRA-Ligue 1,2024-25,Montpellier,Arnaud Nordin,FRA,FW,26,1998,13.0,332,316,13,3,3,0,35,8,0,0,0,0,232,3,15
FRA-Ligue 1,2024-25,Montpellier,Axel Gueguin,FRA,FW,19,2005,0.3,6,5,1,0,0,0,1,0,1,0,1,0,5,0,1
FRA-Ligue 1,2024-25,Montpellier,Bamo Meïté,CIV,DF,22,2001,4.7,173,165,8,2,0,0,0,2,0,0,0,0,153,0,3
FRA-Ligue 1,2024-25,Montpellier,Becir Omeragic,SUI,DF,22,2002,20.0,903,846,54,30,0,2,7,7,0,0,0,0,832,3,7
FRA-Ligue 1,2024-25,Montpellier,Benjamin Lecomte,FRA,GK,33,1991,30.0,1000,729,269,85,0,1,0,0,0,0,0,0,676,2,1
FRA-Ligue 1,2024-25,Montpellier,Birama Touré,MLI,"MF,DF",32,1992,3.3,123,121,2,2,0,1,0,0,0,0,0,0,101,0,0
FRA-Ligue 1,2024-25,Montpellier,Boubakar Kouyaté,MLI,DF,27,1997,8.4,253,246,5,2,0,0,0,0,0,0,0,0,211,2,1
FRA-Ligue 1,2024-25,Montpellier,Dimitry Bertaud,COD,GK,26,1998,4.0,114,80,33,6,0,0,0,0,0,0,0,0,82,1,0
FRA-Ligue 1,2024-25,Montpellier,Enzo Tchato,CMR,DF,21,2002,21.1,1010,807,196,20,1,0,77,176,0,0,0,0,757,7,28
FRA-Ligue 1,2024-25,Montpellier,Falaye Sacko,MLI,DF,29,1995,13.7,648,540,108,11,0,2,12,97,0,0,0,0,542,0,14
FRA-Ligue 1,2024-25,Montpellier,Gabriel Bares,SUI,"MF,DF",23,2000,0.6,40,39,1,1,0,0,1,0,0,0,0,0,34,0,0
FRA-Ligue 1,2024-25,Montpellier,Issiaga Sylla,GUI,DF,30,1994,12.8,563,478,84,7,2,3,36,77,0,0,0,0,435,1,16
FRA-Ligue 1,2024-25,Montpellier,Jordan Ferri,FRA,MF,32,1992,19.7,1267,1204,58,45,2,7,25,13,0,0,0,0,1119,5,10
FRA-Ligue 1,2024-25,Montpellier,Joris Chotard,FRA,MF,22,2001,21.0,822,780,39,34,5,14,30,3,1,0,1,0,672,3,14
FRA-Ligue 1,2024-25,Montpellier,Junior Ndiaye,FRA,FW,19,2005,4.9,80,71,9,0,1,0,1,2,0,0,0,0,57,0,3
FRA-Ligue 1,2024-25,Montpellier,Khalil Fayad,FRA,"MF,FW",20,2004,11.4,514,492,22,12,2,4,20,3,7,4,0,0,426,0,12
FRA-Ligue 1,2024-25,Montpellier,Lucas Mincarelli,FRA,DF,20,2004,7.9,379,331,47,13,0,0,21,24,5,4,0,0,309,1,6
FRA-Ligue 1,2024-25,Montpellier,Modibo Sagnan,MLI,DF,25,1999,23.8,967,932,33,25,0,12,1,3,0,0,0,0,857,2,7
FRA-Ligue 1,2024-25,Montpellier,Musa Al-Taamari,JOR,"FW,MF",27,1997,12.4,304,283,20,2,1,1,14,13,1,0,0,0,235,1,14
FRA-Ligue 1,2024-25,Montpellier,Nicolas Pays,FRA,"FW,MF",20,2003,5.0,179,168,11,1,1,0,17,4,2,0,1,0,139,0,5
FRA-Ligue 1,2024-25,Montpellier,Nikola Maksimović,SRB,DF,32,1991,6.5,310,290,19,9,0,2,0,1,0,0,0,0,288,1,2
FRA-Ligue 1,2024-25,Montpellier,Othmane Maamma,MAR,"FW,MF",18,2005,4.0,78,75,3,0,1,0,12,3,0,0,0,0,51,0,2
FRA-Ligue 1,2024-25,Montpellier,Rabby Nzingoula,CGO,MF,18,2005,18.8,592,578,11,8,7,2,16,1,2,0,0,0,454,3,27
FRA-Ligue 1,2024-25,Montpellier,Simon Cara,FRA,"MF,FW",19,2005,0.1,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
FRA-Ligue 1,2024-25,Montpellier,Stefan Džodić,SRB,"DF,MF",19,2005,2.7,176,171,5,3,0,1,0,0,0,0,0,0,158,0,0
FRA-Ligue 1,2024-25,Montpellier,Tanguy Coulibaly,FRA,"FW,MF",23,2001,16.5,372,350,22,0,2,0,21,6,4,1,0,0,292,0,12
FRA-Ligue 1,2024-25,Montpellier,Théo Chennahi,FRA,DF,19,2005,2.0,66,53,13,2,0,0,2,11,0,0,0,0,57,0,0
FRA-Ligue 1,2024-25,Montpellier,Théo Sainte-Luce,FRA,DF,25,1998,11.3,347,278,67,1,0,0,23,66,0,0,0,0,257,2,8
FRA-Ligue 1,2024-25,Montpellier,Téji Savanier,FRA,MF,32,1991,26.3,1481,1176,285,113,13,49,199,17,112,41,61,0,1031,20,27
FRA-Ligue 1,2024-25,Montpellier,Wahbi Khazri,TUN,"FW,MF",33,1991,12.4,337,288,48,9,3,5,48,5,20,5,11,0,229,1,13
FRA-Ligue 1,2024-25,Montpellier,Wilfried Ndollo,CMR,DF,19,2005,4.5,190,154,34,2,0,0,6,32,0,0,0,0,151,2,7
FRA-Ligue 1,2024-25,Montpellier,Yael Mouanga,FRA,DF,19,2005,10.5,479,451,27,12,0,1,2,0,0,0,0,0,420,1,4
FRA-Ligue 1,2024-25,Montpellier,Yanis Issoufou,FRA,"MF,FW",17,2006,0.9,20,19,0,0,0,0,3,0,0,0,0,0,10,1,3
FRA-Ligue 1,2024-25,Nantes,Alban Lafont,FRA,GK,25,1999,12.0,367,278,88,31,0,1,0,0,0,0,0,0,256,1,1
FRA-Ligue 1,2024-25,Nantes,Anthony Lopes,POR,GK,33,1990,17.4,547,376,171,75,0,2,0,0,0,0,0,0,356,0,0
FRA-Ligue 1,2024-25,Nantes,Bahereba Guirassy,FRA,"FW,MF",17,2006,3.9,120,118,1,0,1,0,7,1,0,0,0,0,85,1,9
FRA-Ligue 1,2024-25,Nantes,Dehmaine Assoumani,FRA,"MF,FW",19,2005,1.1,50,46,4,1,0,0,6,1,1,0,1,0,38,0,2
FRA-Ligue 1,2024-25,Nantes,Douglas,BRA,MF,27,1997,25.6,1190,1119,68,53,2,3,10,9,3,2,0,0,1029,3,17
FRA-Ligue 1,2024-25,Nantes,Fabien Centonze,FRA,DF,28,1996,2.9,142,123,19,3,0,1,11,16,0,0,0,0,111,0,3
FRA-Ligue 1,2024-25,Nantes,Florent Mollet,FRA,"MF,FW",32,1991,2.7,106,91,14,2,0,0,13,1,10,2,8,0,83,1,4
FRA-Ligue 1,2024-25,Nantes,Francis Coquelin,FRA,MF,33,1991,2.5,101,100,1,0,1,1,0,1,0,0,0,0,88,0,1
FRA-Ligue 1,2024-25,Nantes,Ignatius Ganago,CMR,"FW,MF",25,1999,2.7,77,72,5,0,0,0,3,1,0,0,0,0,59,0,1
FRA-Ligue 1,2024-25,Nantes,Jean-Charles Castelletto,CMR,"DF,MF",29,1995,29.1,1391,1331,58,28,0,4,9,21,0,0,0,0,1233,2,8
FRA-Ligue 1,2024-25,Nantes,Jean-Kevin Duverne,HAI,DF,27,1997,6.0,304,250,53,6,0,0,9,47,0,0,0,0,238,1,5
FRA-Ligue 1,2024-25,Nantes,Jean-Philippe Gbamin,CIV,MF,28,1995,2.4,115,113,2,2,0,2,0,0,0,0,0,0,90,0,2
FRA-Ligue 1,2024-25,Nantes,Johann Lepenant,FRA,MF,21,2002,22.8,725,703,21,3,2,0,16,8,1,1,0,0,582,1,30
FRA-Ligue 1,2024-25,Nantes,Kelvin Amian,FRA,DF,26,1998,24.1,921,719,200,14,4,1,37,184,0,0,0,0,738,2,24
FRA-Ligue 1,2024-25,Nantes,Louis Leroux,FRA,"MF,DF",18,2006,9.1,300,282,18,3,0,1,6,13,0,0,0,0,248,0,8
FRA-Ligue 1,2024-25,Nantes,Marcus Coco,FRA,DF,28,1996,10.6,483,400,80,10,0,0,28,70,0,0,0,0,384,3,6
FRA-Ligue 1,2024-25,Nantes,Matthis Abline,FRA,FW,21,2003,30.8,538,510,26,1,3,4,30,1,0,0,0,0,351,2,27
FRA-Ligue 1,2024-25,Nantes,Meschak Elia,COD,FW,26,1997,1.9,62,58,4,1,0,0,14,2,1,0,1,0,35,0,3
FRA-Ligue 1,2024-25,Nantes,Moses Simon,NGA,"FW,MF",29,1995,29.0,815,692,123,27,5,1,222,23,67,35,24,0,505,0,48
FRA-Ligue 1,2024-25,Nantes,Mostafa Mohamed,EGY,FW,26,1997,13.9,247,227,17,0,2,0,4,1,0,0,0,0,160,3,9
FRA-Ligue 1,2024-25,Nantes,Nathan Zeze,FRA,DF,19,2005,16.8,859,826,32,20,1,4,1,5,0,0,0,0,737,1,2
FRA-Ligue 1,2024-25,Nantes,Nicolas Cozza,FRA,"DF,MF",25,1999,22.8,782,567,211,15,1,1,27,196,0,0,0,0,608,4,21
FRA-Ligue 1,2024-25,Nantes,Nicolas Pallois,FRA,DF,36,1987,22.4,874,813,61,32,1,4,7,26,0,0,0,0,731,0,8
FRA-Ligue 1,2024-25,Nantes,Patrik Carlgren,SWE,GK,32,1992,4.6,137,83,53,16,0,0,0,0,0,0,0,0,90,1,0
FRA-Ligue 1,2024-25,Nantes,Pedro Chirivella,ESP,MF,27,1997,26.1,1570,1468,100,69,4,14,19,5,7,5,2,0,1336,2,16
FRA-Ligue 1,2024-25,Nantes,Plamedi Nsingi,,MF,23,2000,0.2,6,6,0,0,0,0,0,0,0,0,0,0,2,0,1
FRA-Ligue 1,2024-25,Nantes,Saidou Sow,GUI,DF,22,2002,8.9,399,361,37,6,0,1,0,2,0,0,0,0,332,1,1
FRA-Ligue 1,2024-25,Nantes,Sorba Thomas,WAL,"FW,MF",24,1999,14.7,550,456,93,18,0,1,130,22,53,22,25,0,360,1,16
FRA-Ligue 1,2024-25,Nantes,Sékou Doucoure,FRA,DF,19,2005,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
FRA-Ligue 1,2024-25,Nantes,Tino Kadewere,ZIM,"MF,FW",28,1996,5.7,173,169,3,1,1,0,2,2,0,0,0,0,130,1,7
FRA-Ligue 1,2024-25,Nice,Ali Abdi,TUN,"DF,MF",30,1993,15.5,678,551,122,12,0,2,51,110,0,0,0,0,502,5,22
FRA-Ligue 1,2024-25,Nice,Amidou Doumbouya,FRA,DF,16,2007,0.5,25,24,1,0,0,0,2,1,0,0,0,0,19,0,2
FRA-Ligue 1,2024-25,Nice,Antoine Mendy,SEN,DF,20,2004,9.2,486,427,59,16,1,2,7,43,0,0,0,0,394,0,6
FRA-Ligue 1,2024-25,Nice,Badredine Bouanani,ALG,"MF,FW",19,2004,12.2,430,398,28,13,7,1,33,4,8,2,2,0,330,4,11
FRA-Ligue 1,2024-25,Nice,Baptiste Santamaria,FRA,MF,29,1995,10.3,471,460,9,8,3,4,3,0,1,0,1,0,389,2,9
FRA-Ligue 1,2024-25,Nice,Bernard Nguene,CMR,FW,17,2006,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
FRA-Ligue 1,2024-25,Nice,Bilal Brahimi,ALG,MF,24,2000,0.8,40,35,5,0,0,0,5,3,2,1,1,0,35,0,1
FRA-Ligue 1,2024-25,Nice,Dante,BRA,DF,40,1983,21.8,1432,1336,93,63,5,8,2,4,0,0,0,0,1267,3,11
FRA-Ligue 1,2024-25,Nice,Evann Guessand,CIV,"FW,MF",23,2001,28.5,574,549,22,3,9,1,36,0,0,0,0,0,421,3,30
FRA-Ligue 1,2024-25,Nice,Gaëtan Laborde,FRA,FW,30,1994,20.3,497,459,36,1,3,2,27,0,0,0,0,0,346,2,15
FRA-Ligue 1,2024-25,Nice,Hicham Boudaoui,ALG,MF,24,1999,27.1,1134,1104,26,24,12,5,17,1,0,0,0,0,943,4,27
FRA-Ligue 1,2024-25,Nice,Issiaga Camara,GUI,MF,19,2005,0.2,16,16,0,0,0,0,0,0,0,0,0,0,15,0,0
FRA-Ligue 1,2024-25,Nice,Jeremie Boga,CIV,"MF,FW",27,1997,11.7,398,380,15,2,0,2,21,2,10,7,1,0,329,3,13
FRA-Ligue 1,2024-25,Nice,Jonathan Clauss,FRA,"DF,MF",31,1992,25.6,1399,1077,316,41,4,3,190,167,108,36,50,0,1006,6,36
FRA-Ligue 1,2024-25,Nice,Jordan Lotomba,SUI,"MF,DF",25,1998,0.4,21,19,2,0,0,0,2,2,0,0,0,0,17,0,0
FRA-Ligue 1,2024-25,Nice,Marcin Bułka,POL,GK,24,1999,34.0,1110,878,232,70,0,0,0,0,0,0,0,0,898,0,1
FRA-Ligue 1,2024-25,Nice,Melvin Bard,FRA,"DF,MF",23,2000,21.5,1166,998,162,24,4,0,60,136,1,0,0,0,903,6,29
FRA-Ligue 1,2024-25,Nice,Mohamed Abdelmoneim,EGY,DF,25,1999,9.5,521,493,28,21,0,7,2,5,0,0,0,0,471,0,2
FRA-Ligue 1,2024-25,Nice,Mohamed Ali Cho,FRA,"FW,MF",20,2004,18.0,481,456,23,3,9,2,51,0,9,4,4,0,338,2,23
FRA-Ligue 1,2024-25,Nice,Morgan Sanson,FRA,MF,29,1994,2.6,106,104,2,2,1,2,4,0,0,0,0,0,83,0,2
FRA-Ligue 1,2024-25,Nice,Moïse Bombito,CAN,DF,24,2000,24.4,1404,1346,57,29,3,7,2,3,0,0,0,0,1266,1,8
FRA-Ligue 1,2024-25,Nice,Pablo Rosario,DOM,"MF,DF",27,1997,19.7,754,739,14,13,3,2,3,0,0,0,0,0,641,1,11
FRA-Ligue 1,2024-25,Nice,Rareş Ilie,ROU,MF,21,2003,0.1,10,8,2,1,0,0,3,0,1,0,1,0,8,0,2
FRA-Ligue 1,2024-25,Nice,Sofiane Diop,FRA,"MF,FW",24,2000,11.8,565,523,40,14,16,7,33,3,22,7,8,0,436,2,12
FRA-Ligue 1,2024-25,Nice,Tanguy Ndombele,FRA,MF,27,1996,12.6,476,457,15,14,6,0,3,0,0,0,0,0,415,4,3
FRA-Ligue 1,2024-25,Nice,Terem Moffi,NGA,FW,25,1999,0.6,10,10,0,0,0,0,0,0,0,0,0,0,6,0,0
FRA-Ligue 1,2024-25,Nice,Tom Louchet,FRA,"DF,MF",21,2003,8.6,454,377,74,13,0,0,35,53,8,3,4,0,371,3,10
FRA-Ligue 1,2024-25,Nice,Victor Orakpo,NGA,FW,18,2006,0.4,17,16,1,0,0,0,0,0,0,0,0,0,15,0,1
FRA-Ligue 1,2024-25,Nice,Yael Nandjou,FRA,DF,19,2005,1.7,66,53,13,0,0,0,4,13,0,0,0,0,50,0,3
FRA-Ligue 1,2024-25,Nice,Youssouf Ndayishimiye,BDI,DF,25,1998,21.5,1316,1237,74,52,2,5,2,6,0,0,0,0,1177,5,9
FRA-Ligue 1,2024-25,Nice,Youssoufa Moukoko,GER,"FW,MF",19,2004,2.3,44,41,3,1,0,0,1,0,0,0,0,0,36,0,0
FRA-Ligue 1,2024-25,Paris S-G,Achraf Hakimi,MAR,DF,25,1998,23.0,2140,1949,188,34,2,8,80,150,4,0,1,0,1898,3,32
FRA-Ligue 1,2024-25,Paris S-G,Arnau Tenas,ESP,GK,23,2001,1.0,32,29,3,1,0,0,0,0,0,0,0,0,31,0,0
FRA-Ligue 1,2024-25,Paris S-G,Axel Tapé,FRA,"DF,MF",16,2007,2.0,151,148,3,2,0,0,0,1,0,0,0,0,142,0,2
FRA-Ligue 1,2024-25,Paris S-G,Bradley Barcola,FRA,FW,21,2002,24.2,917,894,19,5,6,2,25,12,2,0,0,0,749,4,22
FRA-Ligue 1,2024-25,Paris S-G,Désiré Doué,FRA,"FW,MF",19,2005,19.2,1133,1066,66,11,8,7,78,24,23,8,5,1,933,1,21
FRA-Ligue 1,2024-25,Paris S-G,Fabián Ruiz Peña,ESP,MF,28,1996,21.4,1627,1577,47,32,7,15,27,10,3,0,0,0,1458,3,27
FRA-Ligue 1,2024-25,Paris S-G,Gianluigi Donnarumma,ITA,GK,25,1999,23.2,632,508,124,35,0,0,0,0,0,0,0,0,552,0,0
FRA-Ligue 1,2024-25,Paris S-G,Gonçalo Ramos,POR,FW,23,2001,11.8,241,237,3,2,2,0,1,1,0,0,0,0,193,1,8
FRA-Ligue 1,2024-25,Paris S-G,Ibrahim Mbaye,FRA,"FW,MF",16,2008,3.8,148,147,0,0,0,0,5,0,0,0,0,0,128,1,2
FRA-Ligue 1,2024-25,Paris S-G,João Neves,POR,"MF,DF",19,2004,20.5,1634,1538,93,35,11,17,15,48,0,0,0,0,1491,3,13
FRA-Ligue 1,2024-25,Paris S-G,Khvicha Kvaratskhelia,GEO,FW,23,2001,10.2,547,507,38,5,5,3,33,5,27,6,12,0,468,2,15
FRA-Ligue 1,2024-25,Paris S-G,Lee Kang-in,KOR,"FW,MF",23,2001,18.5,1268,1149,114,15,13,10,94,7,84,24,32,0,1110,5,16
FRA-Ligue 1,2024-25,Paris S-G,Lucas Beraldo,BRA,DF,20,2003,22.3,2132,2072,55,29,1,9,3,25,0,0,0,0,2013,5,6
FRA-Ligue 1,2024-25,Paris S-G,Lucas Hernández,FRA,DF,28,1996,9.7,907,834,73,16,1,5,2,56,0,0,0,0,832,0,8
FRA-Ligue 1,2024-25,Paris S-G,Marco Asensio,ESP,"FW,MF",28,1996,6.9,335,314,19,2,4,1,13,3,6,2,0,0,291,2,7
FRA-Ligue 1,2024-25,Paris S-G,Marquinhos,BRA,DF,30,1994,19.2,1830,1791,36,23,3,13,3,11,0,0,0,0,1736,3,6
FRA-Ligue 1,2024-25,Paris S-G,Matvei Safonov,RUS,GK,25,1999,9.8,311,252,58,10,0,0,0,0,0,0,0,0,250,1,1
FRA-Ligue 1,2024-25,Paris S-G,Milan Škriniar,SVK,DF,29,1995,4.2,374,360,14,8,0,2,0,1,0,0,0,0,361,0,0
FRA-Ligue 1,2024-25,Paris S-G,Noham Kamara,FRA,DF,17,2007,0.8,79,74,5,0,1,0,0,5,0,0,0,0,74,0,0
FRA-Ligue 1,2024-25,Paris S-G,Nuno Mendes,POR,DF,22,2002,18.6,1488,1328,157,29,3,25,60,119,9,5,3,0,1293,3,21
FRA-Ligue 1,2024-25,Paris S-G,Ousmane Dembélé,FRA,FW,27,1997,19.2,1068,986,74,9,13,10,80,3,48,14,16,0,844,8,36
FRA-Ligue 1,2024-25,Paris S-G,Presnel Kimpembe,FRA,DF,28,1995,0.3,18,18,0,0,0,0,0,0,0,0,0,0,18,0,0
FRA-Ligue 1,2024-25,Paris S-G,Randal Kolo Muani,FRA,FW,25,1998,4.0,78,73,5,0,2,1,0,0,0,0,0,0,57,0,3
FRA-Ligue 1,2024-25,Paris S-G,Senny Mayulu,FRA,MF,18,2006,9.0,460,427,31,7,0,4,9,13,4,2,0,0,404,2,12
FRA-Ligue 1,2024-25,Paris S-G,Vitinha,POR,MF,24,2000,22.7,2403,2325,75,56,13,22,21,10,6,2,1,0,2236,3,19
FRA-Ligue 1,2024-25,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",18,2006,22.8,1677,1605,70,17,2,18,9,50,0,0,0,0,1557,2,22
