league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
FRA-Ligue 1,2024-25,Paris S-G,Ibrahim Mbaye,FRA,"FW,MF",16,2008,9,4,340,3.8,1,1,2,1,0,0,0,0,1.8,1.8,1.1,2.9,15,9,54,0.26,0.26,0.53,0.26,0.53,0.48,0.3,0.78,0.48,0.78
FRA-Ligue 1,2024-25,Paris S-G,João Neves,POR,"MF,DF",19,2004,29,22,1844,20.5,3,8,11,3,0,0,1,0,3.0,3.0,4.0,7.0,35,144,80,0.15,0.39,0.54,0.15,0.54,0.15,0.2,0.34,0.15,0.34
FRA-Ligue 1,2024-25,Paris S-G,Khvicha Kvaratskhelia,GEO,FW,23,2001,14,11,916,10.2,4,3,7,4,0,0,0,0,3.3,3.3,4.9,8.2,50,43,131,0.39,0.29,0.69,0.39,0.69,0.32,0.48,0.8,0.32,0.8
FRA-Ligue 1,2024-25,Paris S-G,Lee Kang-in,KOR,"FW,MF",23,2001,30,19,1663,18.5,6,6,12,6,0,0,1,0,3.5,3.5,5.6,9.1,50,143,138,0.32,0.32,0.65,0.32,0.65,0.19,0.3,0.5,0.19,0.5
FRA-Ligue 1,2024-25,Paris S-G,Lucas Beraldo,BRA,DF,20,2003,25,22,2011,22.3,1,0,1,1,0,0,6,0,0.9,0.9,0.4,1.2,9,131,0,0.04,0.0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06
FRA-Ligue 1,2024-25,Paris S-G,Lucas Hernández,FRA,DF,28,1996,16,10,877,9.7,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,6,50,4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
FRA-Ligue 1,2024-25,Paris S-G,Marco Asensio,ESP,"FW,MF",28,1996,12,8,618,6.9,2,4,6,2,0,0,0,0,5.6,5.6,2.7,8.3,19,36,49,0.29,0.58,0.87,0.29,0.87,0.82,0.39,1.21,0.82,1.21
FRA-Ligue 1,2024-25,Paris S-G,Marquinhos,BRA,DF,30,1994,22,19,1725,19.2,2,0,2,2,0,0,3,0,1.1,1.1,0.8,1.9,29,151,4,0.1,0.0,0.1,0.1,0.1,0.06,0.04,0.1,0.06,0.1
FRA-Ligue 1,2024-25,Paris S-G,Matvei Safonov,RUS,GK,25,1999,10,9,879,9.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2024-25,Paris S-G,Milan Škriniar,SVK,DF,29,1995,5,4,382,4.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,20,0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
FRA-Ligue 1,2024-25,Paris S-G,Noham Kamara,FRA,DF,17,2007,2,0,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2024-25,Paris S-G,Nuno Mendes,POR,DF,22,2002,24,19,1676,18.6,1,3,4,1,0,0,3,0,2.2,2.2,5.0,7.2,58,127,108,0.05,0.16,0.21,0.05,0.21,0.12,0.27,0.39,0.12,0.39
FRA-Ligue 1,2024-25,Paris S-G,Ousmane Dembélé,FRA,FW,27,1997,29,20,1730,19.2,21,6,27,20,1,1,1,0,16.6,15.8,8.2,24.0,127,137,252,1.09,0.31,1.4,1.04,1.35,0.86,0.43,1.29,0.82,1.25
FRA-Ligue 1,2024-25,Paris S-G,Presnel Kimpembe,FRA,DF,28,1995,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2024-25,Paris S-G,Randal Kolo Muani,FRA,FW,25,1998,10,2,358,4.0,2,1,3,1,1,1,0,0,4.7,3.9,0.9,4.7,8,5,35,0.5,0.25,0.75,0.25,0.5,1.17,0.21,1.39,0.98,1.19
FRA-Ligue 1,2024-25,Paris S-G,Senny Mayulu,FRA,MF,18,2006,20,8,808,9.0,2,2,4,2,0,0,1,0,2.9,2.9,2.1,4.9,29,46,56,0.22,0.22,0.45,0.22,0.45,0.32,0.23,0.55,0.32,0.55
FRA-Ligue 1,2024-25,Paris S-G,Vitinha,POR,MF,24,2000,29,20,2042,22.7,5,1,6,3,2,2,1,0,3.4,1.8,2.6,4.4,53,224,57,0.22,0.04,0.26,0.13,0.18,0.15,0.11,0.27,0.08,0.2
FRA-Ligue 1,2024-25,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",18,2006,29,23,2050,22.8,1,2,3,1,0,0,3,0,1.7,1.7,1.4,3.1,49,135,92,0.04,0.09,0.13,0.04,0.13,0.07,0.06,0.14,0.07,0.14
FRA-Ligue 1,2024-25,Paris S-G,Willian Pacho,ECU,DF,22,2001,28,23,2132,23.7,0,1,1,0,0,0,2,0,0.3,0.3,0.3,0.6,3,53,1,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.02,0.01,0.02
FRA-Ligue 1,2024-25,Paris S-G,Yoram Zague,FRA,"DF,FW",18,2006,4,2,183,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,5,10,17,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
FRA-Ligue 1,2024-25,Reims,Abdoul Koné,FRA,DF,19,2005,4,1,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2024-25,Reims,Amadou Koné,MLI,MF,19,2005,24,17,1293,14.4,0,0,0,0,0,0,3,1,0.5,0.5,0.3,0.9,19,68,12,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
FRA-Ligue 1,2024-25,Reims,Amine Salama,FRA,FW,24,2000,17,2,373,4.1,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.0,12,9,28,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.25,0.17,0.25
FRA-Ligue 1,2024-25,Reims,Ange Martial Tia,MLI,"MF,DF",17,2006,6,2,171,1.9,0,0,0,0,0,0,0,0,1.3,1.3,0.0,1.3,2,8,9,0.0,0.0,0.0,0.0,0.0,0.68,0.01,0.7,0.68,0.7
FRA-Ligue 1,2024-25,Reims,Aurélio Buta,POR,DF,27,1997,27,24,1970,21.9,0,1,1,0,0,0,5,0,0.3,0.3,0.8,1.1,28,83,64,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05
FRA-Ligue 1,2024-25,Reims,Cédric Kipré,CIV,DF,27,1996,28,26,2190,24.3,0,1,1,0,0,0,4,2,0.6,0.6,1.3,2.0,16,77,3,0.0,0.04,0.04,0.0,0.04,0.03,0.06,0.08,0.03,0.08
FRA-Ligue 1,2024-25,Reims,Eloge Zabi,CIV,"DF,MF",17,2006,2,0,18,0.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2024-25,Reims,Emmanuel Agbadou,CIV,DF,27,1997,14,14,1260,14.0,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.8,10,77,0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
FRA-Ligue 1,2024-25,Reims,Gabriel Moscardo,BRA,"MF,DF",18,2005,6,0,84,0.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,3,3,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22
FRA-Ligue 1,2024-25,Reims,Hafiz Ibrahim,NGA,FW,18,2005,11,2,391,4.3,0,1,1,0,0,0,2,1,0.5,0.5,0.6,1.1,6,2,16,0.0,0.23,0.23,0.0,0.23,0.12,0.14,0.25,0.12,0.25
FRA-Ligue 1,2024-25,Reims,Hiroki Sekine,JPN,DF,21,2002,15,9,887,9.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,22,39,40,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04
FRA-Ligue 1,2024-25,Reims,Ike Orazi,IRL,MF,17,2007,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2024-25,Reims,John Joe,IRL,MF,20,2003,13,5,545,6.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,14,9,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
FRA-Ligue 1,2024-25,Reims,Jordan Pefok,USA,FW,28,1996,7,6,380,4.2,1,0,1,1,0,0,0,0,0.9,0.9,0.7,1.6,3,4,7,0.24,0.0,0.24,0.24,0.24,0.21,0.17,0.38,0.21,0.38
FRA-Ligue 1,2024-25,Reims,Joseph Okumu,KEN,DF,27,1997,22,20,1695,18.8,1,0,1,1,0,0,5,1,1.0,1.0,0.1,1.2,18,116,1,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06
FRA-Ligue 1,2024-25,Reims,Junya Ito,JPN,"FW,MF",31,1993,33,31,2690,29.9,4,3,7,4,0,0,1,0,4.6,4.6,7.1,11.7,100,133,256,0.13,0.1,0.23,0.13,0.23,0.16,0.24,0.39,0.16,0.39
FRA-Ligue 1,2024-25,Reims,Keito Nakamura,JPN,"FW,MF",24,2000,32,31,2649,29.4,11,2,13,11,0,0,5,0,9.1,9.1,2.9,12.1,90,82,197,0.37,0.07,0.44,0.37,0.44,0.31,0.1,0.41,0.31,0.41
FRA-Ligue 1,2024-25,Reims,Malcolm Jeng,SWE,DF,19,2005,3,2,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2024-25,Reims,Mamadou Diakhon,FRA,"FW,MF",18,2005,28,5,858,9.5,2,1,3,2,0,0,2,0,1.0,1.0,1.1,2.2,61,17,77,0.21,0.1,0.31,0.21,0.31,0.11,0.12,0.23,0.11,0.23
FRA-Ligue 1,2024-25,Reims,Marshall Munetsi,ZIM,MF,28,1996,19,19,1692,18.8,4,2,6,4,0,0,5,0,4.0,4.0,2.0,5.9,8,26,48,0.21,0.11,0.32,0.21,0.32,0.21,0.11,0.32,0.21,0.32
FRA-Ligue 1,2024-25,Reims,Martin Adeline,FRA,MF,20,2003,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2024-25,Reims,Mohamed Bamba,CIV,MF,19,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2024-25,Reims,Mohamed Daramy,DEN,FW,22,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,0,2,0.0,0.0,0.0,0.0,0.0,0.2,0.32,0.51,0.2,0.51
FRA-Ligue 1,2024-25,Reims,Mory Gbane,CIV,"DF,MF",23,2000,13,13,1125,12.5,0,1,1,0,0,0,2,0,0.2,0.2,0.6,0.8,3,35,9,0.0,0.08,0.08,0.0,0.08,0.01,0.05,0.06,0.01,0.06
FRA-Ligue 1,2024-25,Reims,Nhoa Sangui,FRA,"DF,MF",18,2006,26,10,1158,12.9,0,2,2,0,0,0,3,0,0.1,0.1,0.5,0.6,21,45,53,0.0,0.16,0.16,0.0,0.16,0.01,0.04,0.05,0.01,0.05
FRA-Ligue 1,2024-25,Reims,Niama Sissoko,MLI,"FW,MF",18,2005,4,0,47,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,1,2,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.54,0.54,0.54
FRA-Ligue 1,2024-25,Reims,Oumar Diakité,CIV,FW,20,2003,26,20,1628,18.1,4,1,5,4,0,1,6,0,5.5,4.7,1.1,5.8,24,44,93,0.22,0.06,0.28,0.22,0.28,0.3,0.06,0.36,0.26,0.32
FRA-Ligue 1,2024-25,Reims,Reda Khadra,GER,"MF,FW",23,2001,4,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
FRA-Ligue 1,2024-25,Reims,Sergio Akieme,ESP,DF,26,1997,30,29,2523,28.0,2,3,5,2,0,0,5,0,1.5,1.5,2.5,4.0,55,86,97,0.07,0.11,0.18,0.07,0.18,0.05,0.09,0.14,0.05,0.14
FRA-Ligue 1,2024-25,Reims,Teddy Teuma,MLT,MF,30,1993,17,9,750,8.3,1,0,1,0,1,1,1,0,1.4,0.6,1.1,1.7,9,47,34,0.12,0.0,0.12,0.0,0.0,0.17,0.13,0.3,0.07,0.21
FRA-Ligue 1,2024-25,Reims,Thibault De Smet,BEL,DF,26,1998,5,2,192,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,9,2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,2024-25,Reims,Valentin Atangana Edoa,FRA,MF,18,2005,34,33,2854,31.7,1,0,1,1,0,0,7,0,2.5,2.5,1.1,3.6,41,93,38,0.03,0.0,0.03,0.03,0.03,0.08,0.03,0.11,0.08,0.11
FRA-Ligue 1,2024-25,Reims,Yaya Kader Fofana,MLI,"MF,FW",20,2004,12,8,634,7.0,1,1,2,1,0,0,4,0,0.6,0.6,1.7,2.3,19,22,29,0.14,0.14,0.28,0.14,0.28,0.09,0.24,0.32,0.09,0.32
FRA-Ligue 1,2024-25,Reims,Yehvann Diouf,SEN,GK,24,1999,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2024-25,Rennes,Adrien Truffert,FRA,"DF,MF",22,2001,33,31,2752,30.6,2,2,4,2,0,0,3,0,2.4,2.3,3.2,5.5,69,104,243,0.07,0.07,0.13,0.07,0.13,0.08,0.11,0.18,0.08,0.18
FRA-Ligue 1,2024-25,Rennes,Albert Grønbaek,DEN,"MF,FW",23,2001,16,9,813,9.0,2,1,3,2,0,0,1,0,1.5,1.5,1.0,2.5,23,30,58,0.22,0.11,0.33,0.22,0.33,0.17,0.12,0.28,0.17,0.28
FRA-Ligue 1,2024-25,Rennes,Alidu Seidu,GHA,DF,24,2000,11,10,803,8.9,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,23,41,17,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05
FRA-Ligue 1,2024-25,Rennes,Amine Gouiri,ALG,"MF,FW",24,2000,19,11,1037,11.5,3,2,5,3,0,0,2,0,3.5,3.5,0.4,3.9,22,46,63,0.26,0.17,0.43,0.26,0.43,0.3,0.03,0.34,0.3,0.34
FRA-Ligue 1,2024-25,Rennes,Anthony Rouault,FRA,DF,23,2001,11,11,972,10.8,0,0,0,0,0,0,3,0,0.5,0.5,0.0,0.5,3,36,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,2024-25,Rennes,Arnaud Kalimuendo,FRA,"FW,MF",22,2002,33,31,2578,28.6,17,3,20,12,5,8,2,0,14.9,8.9,2.0,10.9,50,72,167,0.59,0.1,0.7,0.42,0.52,0.52,0.07,0.59,0.31,0.38
FRA-Ligue 1,2024-25,Rennes,Ayanda Sishuba,BEL,FW,19,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2024-25,Rennes,Azor Matusiwa,NED,MF,26,1998,29,23,2078,23.1,1,3,4,1,0,0,3,0,1.2,1.2,1.8,3.1,19,134,26,0.04,0.13,0.17,0.04,0.17,0.05,0.08,0.13,0.05,0.13
FRA-Ligue 1,2024-25,Rennes,Baptiste Santamaria,FRA,MF,29,1995,10,5,482,5.4,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,28,9,0.0,0.19,0.19,0.0,0.19,0.02,0.05,0.07,0.02,0.07
FRA-Ligue 1,2024-25,Rennes,Benjamin Bourigeaud,FRA,MF,30,1994,1,1,80,0.9,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,4,4,1.13,0.0,1.13,1.13,1.13,0.17,0.0,0.17,0.17,0.17
FRA-Ligue 1,2024-25,Rennes,Brice Samba,FRA,GK,30,1994,17,17,1529,17.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2024-25,Rennes,Carlos Gómez,COL,"MF,DF",21,2002,17,2,381,4.2,3,0,3,3,0,0,1,0,1.3,1.3,0.2,1.6,9,9,47,0.71,0.0,0.71,0.71,0.71,0.31,0.06,0.37,0.31,0.37
FRA-Ligue 1,2024-25,Rennes,Christopher Wooh,CMR,DF,22,2001,20,17,1456,16.2,0,0,0,0,0,0,6,1,1.3,1.3,0.1,1.4,14,59,2,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.09,0.08,0.09
FRA-Ligue 1,2024-25,Rennes,Djaoui Cissé,FRA,MF,20,2004,14,14,1121,12.5,1,0,1,1,0,0,4,0,0.4,0.4,0.2,0.7,16,84,14,0.08,0.0,0.08,0.08,0.08,0.03,0.02,0.05,0.03,0.05
FRA-Ligue 1,2024-25,Rennes,Gauthier Gallon,FRA,GK,31,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2024-25,Rennes,Glen Kamara,FIN,MF,28,1995,13,8,662,7.4,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.3,5,34,22,0.0,0.14,0.14,0.0,0.14,0.02,0.02,0.05,0.02,0.05
FRA-Ligue 1,2024-25,Rennes,Hans Hateboer,NED,DF,30,1994,26,18,1684,18.7,0,0,0,0,0,0,3,0,0.4,0.4,1.5,1.9,28,92,63,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1
FRA-Ligue 1,2024-25,Rennes,Henrik Meister,DEN,FW,20,2003,4,0,63,0.7,1,0,1,1,0,0,0,0,0.1,0.1,0.3,0.3,2,1,4,1.43,0.0,1.43,1.43,1.43,0.09,0.37,0.45,0.09,0.45
FRA-Ligue 1,2024-25,Rennes,Ismaël Koné,CAN,MF,22,2002,13,4,469,5.2,2,1,3,2,0,0,1,0,0.2,0.2,1.3,1.5,16,30,16,0.38,0.19,0.58,0.38,0.58,0.03,0.25,0.28,0.03,0.28
FRA-Ligue 1,2024-25,Rennes,Jordan James,WAL,MF,20,2004,23,14,1178,13.1,0,1,1,0,0,0,4,0,0.9,0.9,1.9,2.8,21,67,15,0.0,0.08,0.08,0.0,0.08,0.07,0.15,0.21,0.07,0.21
FRA-Ligue 1,2024-25,Rennes,Jota,POR,"FW,MF",25,1999,9,3,334,3.7,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,13,16,35,0.27,0.0,0.27,0.27,0.27,0.36,0.08,0.44,0.36,0.44
FRA-Ligue 1,2024-25,Rennes,Jérémy Jacquet,FRA,DF,19,2005,11,11,927,10.3,0,1,1,0,0,0,0,0,0.8,0.8,0.8,1.6,8,40,4,0.0,0.1,0.1,0.0,0.1,0.08,0.08,0.16,0.08,0.16
FRA-Ligue 1,2024-25,Rennes,Kazeem Olaigbe,BEL,"MF,FW",21,2003,10,3,299,3.3,0,2,2,0,0,0,0,0,0.3,0.3,1.9,2.2,17,18,32,0.0,0.6,0.6,0.0,0.6,0.09,0.57,0.67,0.09,0.67
FRA-Ligue 1,2024-25,Rennes,Kyogo Furuhashi,JPN,FW,29,1995,6,1,123,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
FRA-Ligue 1,2024-25,Rennes,Leo Skiri Østigård,NOR,DF,24,1999,16,14,1227,13.6,1,0,1,1,0,0,4,0,0.7,0.7,0.2,0.9,3,50,1,0.07,0.0,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07
FRA-Ligue 1,2024-25,Rennes,Lilian Brassier,FRA,DF,24,1999,14,14,1234,13.7,1,1,2,1,0,0,1,0,1.5,1.5,0.3,1.8,21,75,11,0.07,0.07,0.15,0.07,0.15,0.11,0.02,0.13,0.11,0.13
FRA-Ligue 1,2024-25,Rennes,Lorenz Assignon,TOG,"DF,MF",24,2000,32,27,2357,26.2,3,4,7,3,0,0,9,0,2.2,2.2,3.5,5.7,98,116,206,0.11,0.15,0.27,0.11,0.27,0.08,0.14,0.22,0.08,0.22
FRA-Ligue 1,2024-25,Rennes,Ludovic Blas,FRA,"MF,FW",26,1997,29,26,2293,25.5,6,8,14,6,0,0,6,0,5.0,5.0,4.6,9.6,83,116,184,0.24,0.31,0.55,0.24,0.55,0.2,0.18,0.38,0.2,0.38
FRA-Ligue 1,2024-25,Rennes,Mahamadou Nagida,CMR,DF,19,2005,12,4,430,4.8,2,0,2,2,0,0,1,0,1.5,1.5,0.3,1.8,22,15,55,0.42,0.0,0.42,0.42,0.42,0.31,0.07,0.38,0.31,0.38
FRA-Ligue 1,2024-25,Rennes,Mikayil Ngor Faye,SEN,DF,20,2004,11,7,688,7.6,0,0,0,0,0,0,1,1,0.4,0.4,0.0,0.4,12,35,4,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,2024-25,Rennes,Mohamed Meité,FRA,FW,16,2007,12,5,544,6.0,2,0,2,2,0,0,0,0,2.5,2.5,0.6,3.1,8,6,37,0.33,0.0,0.33,0.33,0.33,0.41,0.1,0.51,0.41,0.51
FRA-Ligue 1,2024-25,Rennes,Musa Al-Taamari,JOR,"FW,MF",27,1997,11,7,567,6.3,1,0,1,1,0,0,1,0,2.4,2.4,1.3,3.8,21,8,39,0.16,0.0,0.16,0.16,0.16,0.39,0.21,0.6,0.39,0.6
FRA-Ligue 1,2024-25,Rennes,Naouirou Ahamada,FRA,"MF,FW",22,2002,3,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
FRA-Ligue 1,2024-25,Rennes,Seko Fofana,CIV,MF,29,1995,16,9,844,9.4,1,1,2,1,0,0,3,0,1.8,1.8,1.2,2.9,32,72,38,0.11,0.11,0.21,0.11,0.21,0.19,0.13,0.31,0.19,0.31
FRA-Ligue 1,2024-25,Rennes,Steve Mandanda,FRA,GK,39,1985,18,17,1486,16.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
FRA-Ligue 1,2024-25,Saint-Étienne,Aimen Moueffek,FRA,MF,23,2001,22,13,1039,11.5,0,1,1,0,0,0,2,0,1.1,1.1,1.1,2.2,20,43,31,0.0,0.09,0.09,0.0,0.09,0.09,0.1,0.19,0.09,0.19
FRA-Ligue 1,2024-25,Saint-Étienne,Anthony Briançon,FRA,DF,29,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2024-25,Saint-Étienne,Augustine Boakye,GHA,"FW,MF",23,2000,17,8,733,8.1,3,0,3,3,0,0,5,0,1.8,1.8,0.9,2.7,25,35,60,0.37,0.0,0.37,0.37,0.37,0.22,0.11,0.34,0.22,0.34
FRA-Ligue 1,2024-25,Saint-Étienne,Ayman Aiki,FRA,"FW,MF",19,2005,5,1,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,5,8,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09
FRA-Ligue 1,2024-25,Saint-Étienne,Ben Old,NZL,"FW,MF",21,2002,13,4,528,5.9,0,0,0,0,0,0,0,0,1.0,1.0,0.8,1.8,16,14,48,0.0,0.0,0.0,0.0,0.0,0.17,0.14,0.31,0.17,0.31
FRA-Ligue 1,2024-25,Saint-Étienne,Benjamin Bouchouari,MAR,MF,22,2001,25,20,1772,19.7,1,0,1,1,0,0,6,0,0.6,0.6,0.9,1.5,48,133,54,0.05,0.0,0.05,0.05,0.05,0.03,0.05,0.08,0.03,0.08
FRA-Ligue 1,2024-25,Saint-Étienne,Beres Owusu,FRA,DF,20,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
FRA-Ligue 1,2024-25,Saint-Étienne,Dennis Appiah,FRA,DF,32,1992,29,22,2128,23.6,0,1,1,0,0,0,2,0,0.2,0.2,2.1,2.3,51,108,110,0.0,0.04,0.04,0.0,0.04,0.01,0.09,0.1,0.01,0.1
FRA-Ligue 1,2024-25,Saint-Étienne,Djylian N'Guessan,FRA,FW,15,2008,8,3,181,2.0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,1,9,16,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.27,0.2,0.27
FRA-Ligue 1,2024-25,Saint-Étienne,Dylan Batubinsika,COD,DF,28,1996,25,22,2016,22.4,1,0,1,1,0,0,3,1,0.8,0.8,0.2,1.0,11,51,1,0.04,0.0,0.04,0.04,0.04,0.04,0.01,0.04,0.04,0.04
FRA-Ligue 1,2024-25,Saint-Étienne,Florian Tardieu,FRA,MF,32,1992,24,13,1252,13.9,2,4,6,2,0,0,0,0,0.6,0.6,1.3,1.9,11,139,44,0.14,0.29,0.43,0.14,0.43,0.05,0.1,0.15,0.05,0.15
FRA-Ligue 1,2024-25,Saint-Étienne,Gautier Larsonneur,FRA,GK,27,1997,34,34,3060,34.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2024-25,Saint-Étienne,Ibrahim Sissoko,MLI,FW,28,1995,20,8,819,9.1,3,1,4,2,1,1,1,0,4.3,3.5,0.6,4.1,14,12,36,0.33,0.11,0.44,0.22,0.33,0.48,0.06,0.54,0.39,0.45
