league,season,team,player,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
GER-Bundesliga,2024-25,Heidenheim,Niklas Dorsch,GER,MF,26,1998,14.8,35,2.36,22,10,0,0,1,2,2,0.13,2,0,0,0,0,0
GER-Bundesliga,2024-25,Heidenheim,Norman Theuerkauf,GER,MF,37,1987,0.2,1,4.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Heidenheim,Omar Traoré,GER,DF,26,1998,29.1,54,1.86,42,3,4,2,3,0,2,0.07,2,0,0,0,0,0
GER-Bundesliga,2024-25,Heidenheim,Patrick Mainka,GER,DF,29,1994,34.0,28,0.82,23,0,0,5,0,0,2,0.06,0,0,0,2,0,0
GER-Bundesliga,2024-25,Heidenheim,Paul Wanner,GER,"MF,FW",18,2005,19.7,51,2.59,30,9,1,6,5,0,7,0.36,5,0,0,2,0,0
GER-Bundesliga,2024-25,Heidenheim,Sirlord Conteh,GER,"FW,MF",28,1996,9.9,28,2.82,24,0,1,0,3,0,4,0.4,4,0,0,0,0,0
GER-Bundesliga,2024-25,Heidenheim,Stefan Schimmer,GER,"FW,MF",30,1994,2.7,4,1.45,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Heidenheim,Thomas Keller,GER,"DF,MF",24,1999,1.6,1,0.61,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Heidenheim,Tim Siersleben,GER,DF,24,2000,13.1,15,1.14,14,1,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Adam Hložek,CZE,"FW,MF",22,2002,20.8,57,2.74,41,1,7,4,4,0,10,0.48,6,1,2,1,0,0
GER-Bundesliga,2024-25,Hoffenheim,Alexander Prass,AUT,DF,23,2001,17.4,35,2.01,29,1,4,0,1,0,5,0.29,3,1,0,0,1,0
GER-Bundesliga,2024-25,Hoffenheim,Andrej Kramarić,CRO,"MF,FW",33,1991,30.7,102,3.32,78,13,2,7,2,0,14,0.46,11,1,0,1,1,0
GER-Bundesliga,2024-25,Hoffenheim,Anton Stach,GER,"MF,DF",25,1998,28.7,63,2.19,50,1,4,4,3,1,5,0.17,5,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Arthur Chaves,BRA,DF,23,2001,24.3,23,0.95,19,0,0,2,1,1,1,0.04,0,0,0,1,0,0
GER-Bundesliga,2024-25,Hoffenheim,Bazoumana Touré,CIV,"FW,MF",18,2006,6.8,25,3.7,17,0,3,3,1,1,4,0.59,3,0,0,0,0,1
GER-Bundesliga,2024-25,Hoffenheim,David Jurásek,CZE,DF,23,2000,6.9,19,2.76,15,2,0,1,1,0,1,0.15,1,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,David Mokwa,FRA,"DF,FW",20,2004,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Dennis Geiger,GER,"MF,FW",26,1998,8.2,26,3.18,23,1,1,0,1,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Diadie Samassékou,MLI,MF,28,1996,3.2,4,1.24,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Erencan Yardimci,TUR,"FW,MF",22,2002,3.5,5,1.44,2,0,0,3,0,0,2,0.58,0,0,0,2,0,0
GER-Bundesliga,2024-25,Hoffenheim,Finn Ole Becker,GER,MF,24,2000,7.4,20,2.69,17,0,2,0,1,0,3,0.4,3,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Florian Grillitsch,AUT,MF,28,1995,6.7,17,2.55,17,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Florian Micheler,AUT,MF,19,2005,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Gift Orban,NGA,FW,22,2002,7.6,12,1.57,9,0,2,0,1,0,2,0.26,1,0,1,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Grischa Prömel,GER,MF,29,1995,1.9,2,1.03,1,1,0,0,0,0,1,0.52,1,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Hannes Behrens,GER,DF,,,0.3,2,6.21,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Haris Tabakovic,BIH,FW,30,1994,9.1,16,1.76,12,0,0,4,0,0,3,0.33,2,0,0,1,0,0
GER-Bundesliga,2024-25,Hoffenheim,Ihlas Bebou,TOG,MF,30,1994,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Jacob Bruun Larsen,DEN,"FW,MF",25,1998,4.4,19,4.29,12,1,2,4,0,0,4,0.9,2,0,1,1,0,0
GER-Bundesliga,2024-25,Hoffenheim,Kevin Akpoguma,NGA,DF,29,1995,24.7,27,1.09,25,1,0,0,1,0,1,0.04,1,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Leo Skiri Østigård,NOR,DF,24,1999,10.3,9,0.87,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Luca Philipp,GER,GK,23,2000,6.0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Marius Bülter,GER,"FW,DF",31,1993,19.2,48,2.5,34,0,3,3,7,1,7,0.36,4,0,2,0,1,0
GER-Bundesliga,2024-25,Hoffenheim,Max Moerstedt,GER,FW,,,5.0,16,3.18,11,0,1,1,3,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Mergim Berisha,GER,"FW,MF",26,1998,3.7,5,1.35,4,0,0,1,0,0,1,0.27,1,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Oliver Baumann,GER,GK,34,1990,28.0,10,0.36,6,4,0,0,0,0,2,0.07,0,2,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Paul Hennrich,GER,MF,19,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Pavel Kadeřábek,CZE,DF,32,1992,17.5,41,2.34,29,7,3,1,0,1,1,0.06,1,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Robin Hranáč,CZE,DF,24,2000,2.4,1,0.41,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Stanley N'Soki,FRA,DF,25,1999,14.5,19,1.31,17,1,0,1,0,0,1,0.07,1,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Tim Drexler,GER,DF,19,2005,4.0,6,1.51,6,0,0,0,0,0,1,0.25,1,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Tom Bischof,GER,"MF,FW",19,2005,28.4,117,4.12,67,32,4,8,4,2,7,0.25,6,1,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Umut Tohumcu,GER,"MF,FW",19,2004,4.2,6,1.44,2,2,0,1,1,0,1,0.24,1,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Valentin Gendrey,FRA,DF,24,2000,15.7,37,2.36,27,5,1,2,2,0,4,0.25,1,2,0,0,1,0
GER-Bundesliga,2024-25,Holstein Kiel,Alexander Bernhardsson,SWE,"FW,MF",25,1998,14.0,36,2.57,21,5,4,4,1,1,7,0.5,2,0,2,1,1,1
GER-Bundesliga,2024-25,Holstein Kiel,Andu Kelati,GER,"MF,DF",21,2002,3.2,9,2.81,8,0,0,1,0,0,1,0.31,1,0,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Armin Gigovic,BIH,MF,22,2002,21.1,39,1.85,29,2,1,1,6,0,7,0.33,3,1,1,0,2,0
GER-Bundesliga,2024-25,Holstein Kiel,Benedikt Pichler,AUT,FW,27,1997,8.7,30,3.44,20,1,2,5,2,0,3,0.34,2,0,1,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Carl Johansson,SWE,DF,30,1994,6.3,8,1.27,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,David Zec,SVN,DF,24,2000,17.1,13,0.76,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Dominik Javorček,SVK,"DF,MF",21,2002,4.3,7,1.63,4,3,0,0,0,0,2,0.47,1,1,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Finn Porath,GER,"DF,MF",27,1997,21.9,61,2.79,42,6,4,6,3,0,11,0.5,6,0,0,5,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Ivan Nekić,CRO,DF,23,2000,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Jann-Fiete Arp,GER,"FW,MF",24,2000,7.9,33,4.17,18,4,2,3,5,1,3,0.38,1,1,0,1,0,0
GER-Bundesliga,2024-25,Holstein Kiel,John Tolkin,USA,"DF,MF",22,2002,8.2,20,2.44,11,8,0,0,1,0,2,0.24,0,2,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Lasse Rosenboom,GER,DF,22,2002,19.3,25,1.3,22,0,0,2,1,0,3,0.16,3,0,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Lewis Holtby,GER,MF,33,1990,13.8,37,2.69,19,13,0,1,3,1,3,0.22,1,1,0,0,1,0
GER-Bundesliga,2024-25,Holstein Kiel,Magnus Knudsen,NOR,MF,23,2001,20.6,32,1.56,25,0,1,2,4,0,4,0.19,4,0,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Marco Komenda,CRO,DF,27,1996,14.5,23,1.58,21,0,1,0,0,1,1,0.07,1,0,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Marko Ivezić,SRB,DF,22,2001,18.4,12,0.65,10,0,0,0,1,1,1,0.05,1,0,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Marvin Schulz,GER,"MF,DF",29,1995,3.4,8,2.34,5,3,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Max Geschwill,GER,DF,23,2001,14.2,24,1.68,18,2,0,2,0,2,2,0.14,1,0,0,0,0,1
GER-Bundesliga,2024-25,Holstein Kiel,Nicolai Remberg,GER,MF,24,2000,26.9,30,1.12,24,0,0,3,3,0,3,0.11,3,0,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Patrick Erras,GER,DF,29,1995,9.2,8,0.87,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Phil Harres,GER,FW,22,2002,17.2,22,1.28,14,0,0,4,4,0,5,0.29,1,0,0,2,2,0
GER-Bundesliga,2024-25,Holstein Kiel,Shuto Machino,JPN,"FW,MF",24,1999,21.7,74,3.41,48,19,2,3,2,0,9,0.41,8,1,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Steven Skrzybski,GER,"MF,FW",31,1992,14.7,51,3.47,34,2,2,8,4,1,5,0.34,4,1,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Thomas Dähne,GER,GK,30,1994,9.0,1,0.11,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Timo Becker,GER,DF,27,1997,27.2,30,1.1,22,1,2,4,0,1,8,0.29,5,0,1,1,0,1
GER-Bundesliga,2024-25,Holstein Kiel,Timon Weiner,GER,GK,25,1999,25.0,5,0.2,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Holstein Kiel,Tymoteusz Puchacz,POL,DF,25,1999,4.4,14,3.18,9,5,0,0,0,0,1,0.23,1,0,0,0,0,0
GER-Bundesliga,2024-25,Leverkusen,Aleix García,ESP,MF,27,1997,16.2,60,3.71,39,16,0,4,0,1,10,0.62,5,3,0,2,0,0
GER-Bundesliga,2024-25,Leverkusen,Amine Adli,MAR,"MF,FW",24,2000,8.5,29,3.41,19,0,2,4,4,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Leverkusen,Arthur,BRA,DF,21,2003,8.4,7,0.84,7,0,0,0,0,0,1,0.12,1,0,0,0,0,0
GER-Bundesliga,2024-25,Leverkusen,Edmond Tapsoba,BFA,DF,25,1999,27.9,34,1.22,29,1,1,2,1,0,6,0.22,6,0,0,0,0,0
GER-Bundesliga,2024-25,Leverkusen,Emi Buendía,ARG,MF,27,1996,2.9,12,4.17,6,0,1,3,2,0,1,0.35,0,0,0,1,0,0
GER-Bundesliga,2024-25,Leverkusen,Exequiel Palacios,ARG,MF,25,1998,12.8,47,3.67,41,0,2,1,0,3,9,0.7,8,0,0,1,0,0
GER-Bundesliga,2024-25,Leverkusen,Florian Wirtz,GER,"MF,FW",21,2003,26.1,148,5.66,107,7,23,6,4,1,26,0.99,18,0,4,3,1,0
GER-Bundesliga,2024-25,Leverkusen,Granit Xhaka,SUI,MF,31,1992,32.1,120,3.74,113,4,0,1,2,0,18,0.56,17,1,0,0,0,0
GER-Bundesliga,2024-25,Leverkusen,Jeanuël Belocian,FRA,"DF,MF",19,2005,0.8,1,1.34,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Leverkusen,Jeremie Frimpong,NED,"DF,MF",23,2000,25.7,66,2.57,53,0,3,4,3,3,11,0.43,7,0,1,1,1,1
GER-Bundesliga,2024-25,Leverkusen,Jonas Hofmann,GER,"MF,DF",32,1992,4.0,16,4.04,13,1,0,1,1,0,1,0.25,1,0,0,0,0,0
GER-Bundesliga,2024-25,Leverkusen,Jonathan Tah,GER,DF,28,1996,33.0,30,0.91,25,0,2,2,1,0,5,0.15,4,0,0,1,0,0
GER-Bundesliga,2024-25,Leverkusen,Lukáš Hrádecký,FIN,GK,34,1989,29.0,4,0.14,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0
GER-Bundesliga,2024-25,Leverkusen,Mario Hermoso,ESP,DF,29,1995,3.3,5,1.54,2,0,0,3,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Leverkusen,Martin Terrier,FRA,"MF,FW",27,1997,6.5,21,3.24,16,1,0,2,2,0,3,0.46,3,0,0,0,0,0
GER-Bundesliga,2024-25,Leverkusen,Matej Kovar,CZE,GK,24,2000,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Leverkusen,Nathan Tella,NGA,"MF,FW",25,1999,15.1,32,2.12,23,0,3,4,2,0,7,0.46,6,0,1,0,0,0
GER-Bundesliga,2024-25,Leverkusen,Nordi Mukiele,FRA,DF,26,1997,10.0,15,1.5,11,0,2,1,0,1,1,0.1,0,0,0,1,0,0
GER-Bundesliga,2024-25,Leverkusen,Patrik Schick,CZE,FW,28,1996,18.7,34,1.82,22,0,4,3,5,0,3,0.16,1,0,0,1,1,0
GER-Bundesliga,2024-25,Leverkusen,Piero Hincapié,ECU,DF,22,2002,29.7,35,1.18,27,1,0,6,0,1,3,0.1,3,0,0,0,0,0
GER-Bundesliga,2024-25,Leverkusen,Robert Andrich,GER,"MF,DF",29,1994,17.8,33,1.86,25,0,1,5,1,1,4,0.23,3,0,0,1,0,0
GER-Bundesliga,2024-25,Leverkusen,Victor Boniface,NGA,FW,23,2000,11.2,32,2.86,19,0,5,8,0,0,3,0.27,1,0,2,0,0,0
GER-Bundesliga,2024-25,Leverkusen,Álex Grimaldo,ESP,DF,28,1995,29.3,129,4.4,72,41,6,7,3,0,11,0.38,5,4,0,1,1,0
GER-Bundesliga,2024-25,Mainz 05,Andreas Hanche-Olsen,NOR,DF,27,1997,14.3,5,0.35,3,0,0,2,0,0,1,0.07,1,0,0,0,0,0
GER-Bundesliga,2024-25,Mainz 05,Anthony Caci,FRA,DF,27,1997,29.8,95,3.18,73,17,2,2,0,1,11,0.37,11,0,0,0,0,0
GER-Bundesliga,2024-25,Mainz 05,Armindo Sieb,GER,"FW,MF",21,2003,8.5,17,2.0,10,0,2,4,1,0,4,0.47,3,0,0,1,0,0
GER-Bundesliga,2024-25,Mainz 05,Arnaud Nordin,FRA,"DF,MF",26,1998,0.9,4,4.5,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Mainz 05,Aymen Barkok,MAR,MF,26,1998,0.8,2,2.47,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Mainz 05,Danny da Costa,GER,DF,31,1993,22.3,31,1.39,29,0,1,0,0,1,3,0.13,3,0,0,0,0,0
GER-Bundesliga,2024-25,Mainz 05,Dominik Kohr,GER,"DF,MF",30,1994,25.5,29,1.14,25,1,1,2,0,0,2,0.08,1,0,0,1,0,0
GER-Bundesliga,2024-25,Mainz 05,Gabriel Vidovic,CRO,MF,20,2003,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Mainz 05,Hong Hyunseok,KOR,MF,25,1999,5.9,22,3.73,19,0,1,2,0,0,3,0.51,2,0,0,1,0,0
GER-Bundesliga,2024-25,Mainz 05,Jonathan Burkardt,GER,FW,24,2000,23.4,54,2.31,41,0,3,6,4,0,8,0.34,6,0,0,1,1,0
GER-Bundesliga,2024-25,Mainz 05,Kaishu Sano,JPN,MF,23,2000,33.8,62,1.83,50,0,3,2,4,3,5,0.15,4,0,0,0,0,1
GER-Bundesliga,2024-25,Mainz 05,Karim Onisiwo,AUT,"MF,FW",32,1992,1.2,2,1.64,1,0,0,0,1,0,1,0.82,0,0,0,0,1,0
GER-Bundesliga,2024-25,Mainz 05,Lasse Rieß,GER,GK,23,2001,2.0,3,1.5,3,0,0,0,0,0,1,0.5,1,0,0,0,0,0
GER-Bundesliga,2024-25,Mainz 05,Lee Jae-sung,KOR,MF,31,1992,29.4,73,2.48,64,0,2,2,5,0,14,0.48,11,0,0,1,2,0
GER-Bundesliga,2024-25,Mainz 05,Lennard Maloney,USA,MF,24,1999,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Mainz 05,Maxim Leitsch,GER,DF,26,1998,7.5,7,0.93,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Mainz 05,Moritz Jenz,GER,DF,25,1999,17.8,11,0.62,8,0,0,3,0,0,2,0.11,1,0,0,1,0,0
GER-Bundesliga,2024-25,Mainz 05,Nadiem Amiri,GER,MF,27,1996,27.5,119,4.33,74,30,6,5,3,1,15,0.55,13,0,0,2,0,0
GER-Bundesliga,2024-25,Mainz 05,Nelson Weiper,GER,"FW,MF",19,2005,7.8,16,2.05,11,0,2,3,0,0,2,0.26,2,0,0,0,0,0
GER-Bundesliga,2024-25,Mainz 05,Nikolas Veratschnig,AUT,"DF,MF",21,2003,4.0,9,2.23,6,2,0,0,1,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Mainz 05,Paul Nebel,GER,MF,21,2002,26.1,84,3.23,57,5,7,4,9,2,6,0.23,5,0,0,0,1,0
GER-Bundesliga,2024-25,Mainz 05,Phillipp Mwene,AUT,DF,30,1994,29.0,63,2.18,51,8,0,1,2,1,10,0.35,8,1,0,0,1,0
GER-Bundesliga,2024-25,Mainz 05,Robin Zentner,GER,GK,29,1994,32.0,8,0.25,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Mainz 05,Silvan Widmer,SUI,DF,31,1993,5.6,10,1.78,7,2,0,1,0,0,2,0.36,1,1,0,0,0,0
GER-Bundesliga,2024-25,Mainz 05,Stefan Bell,GER,DF,32,1991,16.0,10,0.63,7,0,0,2,0,1,3,0.19,2,0,0,1,0,0
GER-Bundesliga,2024-25,RB Leipzig,Amadou Haidara,MLI,MF,26,1998,14.7,29,1.98,26,0,0,2,1,0,3,0.2,2,0,0,1,0,0
GER-Bundesliga,2024-25,RB Leipzig,André Silva,POR,"FW,MF",28,1995,1.5,7,4.81,5,0,0,1,1,0,2,1.37,2,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Antonio Nusa,NOR,"MF,DF",19,2005,17.3,41,2.37,29,0,8,0,4,0,5,0.29,4,0,0,0,1,0
GER-Bundesliga,2024-25,RB Leipzig,Arthur Vermeeren,BEL,MF,19,2005,17.5,28,1.6,27,0,0,0,0,1,2,0.11,2,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Assan Ouedraogo,GER,MF,18,2006,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Benjamin Henrichs,GER,DF,27,1997,10.4,20,1.93,18,1,0,1,0,0,4,0.39,4,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Benjamin Šeško,SVN,"FW,MF",21,2003,26.4,51,1.93,31,0,11,7,2,0,9,0.34,4,0,2,2,1,0
GER-Bundesliga,2024-25,RB Leipzig,Castello Lukeba,FRA,DF,21,2002,17.5,17,0.97,14,1,2,0,0,0,1,0.06,1,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Christoph Baumgartner,AUT,MF,24,1999,17.9,42,2.35,31,0,3,6,1,1,6,0.34,3,0,1,2,0,0
GER-Bundesliga,2024-25,RB Leipzig,David Raum,GER,DF,26,1998,19.8,73,3.68,42,26,2,1,0,2,7,0.35,3,3,0,1,0,0
GER-Bundesliga,2024-25,RB Leipzig,El Chadaille Bitshiabu,FRA,DF,19,2005,12.6,14,1.11,12,0,1,0,0,1,1,0.08,1,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Elif Elmas,MKD,MF,24,1999,0.5,1,2.05,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Faik Sakar,GER,MF,16,2008,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Kevin Kampl,SVN,MF,33,1990,17.7,44,2.49,39,4,1,0,0,0,5,0.28,5,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Kosta Nedeljković,SRB,DF,18,2005,5.3,6,1.13,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Loïs Openda,BEL,"FW,MF",24,2000,27.3,66,2.42,41,0,4,10,11,0,10,0.37,5,0,0,2,3,0
GER-Bundesliga,2024-25,RB Leipzig,Lukas Klostermann,GER,DF,28,1996,20.4,17,0.83,14,2,0,1,0,0,2,0.1,2,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Lutsharel Geertruida,NED,DF,24,2000,17.3,25,1.45,22,1,0,0,0,2,1,0.06,1,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Maarten Vandevoordt,BEL,GK,22,2002,4.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Mohamed Simakan,FRA,DF,24,2000,0.6,3,5.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Nicolas Seiwald,AUT,"MF,DF",23,2001,23.2,49,2.12,39,10,0,0,0,0,3,0.13,3,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Péter Gulácsi,HUN,GK,34,1990,29.2,2,0.07,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Ridle Baku,GER,"DF,MF",26,1998,14.2,30,2.12,25,1,2,1,0,1,6,0.42,5,0,0,0,0,1
GER-Bundesliga,2024-25,RB Leipzig,Tidiam Gomis,FRA,"MF,FW",17,2006,1.7,9,5.33,6,0,2,1,0,0,1,0.59,1,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Viggo Gebel,GER,MF,16,2007,0.2,1,6.43,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Willi Orban,HUN,DF,31,1992,24.7,21,0.85,18,0,0,1,0,2,3,0.12,3,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Xaver Schlager,AUT,MF,26,1997,2.0,2,0.99,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,RB Leipzig,Xavi Simons,NED,MF,21,2003,23.9,108,4.52,77,13,3,3,11,1,12,0.5,8,1,1,2,0,0
GER-Bundesliga,2024-25,RB Leipzig,Yussuf Poulsen,DEN,"FW,MF",30,1994,4.2,15,3.57,12,0,0,1,2,0,2,0.48,1,0,0,1,0,0
GER-Bundesliga,2024-25,St. Pauli,Abdoulie Ceesay,GAM,FW,20,2004,0.7,1,1.48,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,St. Pauli,Adam Dźwigała,POL,"DF,MF",28,1995,4.1,5,1.21,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,St. Pauli,Andreas Albers,DEN,FW,34,1990,0.7,2,2.95,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,St. Pauli,Ben Alexander Voll,GER,GK,23,2000,1.0,1,0.99,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,St. Pauli,Carlo Boukhalfa,MAR,MF,25,1999,18.3,36,1.97,25,0,1,6,3,1,2,0.11,2,0,0,0,0,0
GER-Bundesliga,2024-25,St. Pauli,Connor Metcalfe,AUS,"MF,FW",24,1999,4.0,6,1.5,2,2,0,0,2,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,St. Pauli,Danel Sinani,LUX,"FW,MF",27,1997,13.9,60,4.32,32,18,1,5,3,1,4,0.29,3,0,0,1,0,0
GER-Bundesliga,2024-25,St. Pauli,David Nemeth,AUT,DF,23,2001,23.7,8,0.34,7,1,0,0,0,0,2,0.08,1,1,0,0,0,0
GER-Bundesliga,2024-25,St. Pauli,Elias Saad,TUN,"FW,MF",24,1999,10.0,35,3.5,20,1,4,4,5,1,4,0.4,1,0,2,1,0,0
GER-Bundesliga,2024-25,St. Pauli,Eric Smith,SWE,"DF,MF",27,1997,31.4,66,2.1,33,27,0,4,1,1,2,0.06,2,0,0,0,0,0
GER-Bundesliga,2024-25,St. Pauli,Erik Ahlstrand,SWE,"FW,MF",22,2001,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,St. Pauli,Finley Stevens,WAL,DF,21,2003,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,St. Pauli,Hauke Wahl,GER,DF,30,1994,33.0,26,0.79,22,0,0,2,1,1,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2024-25,St. Pauli,Jackson Irvine,AUS,MF,31,1993,29.0,56,1.93,48,0,0,4,1,3,5,0.17,3,0,0,1,0,1
