league,season,team,player,nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
NED-Eredivisie,2024-25,Feyenoord,Lutsharel Geertruida,NED,DF,24,2000,3.0,0,0,0,2,2,0,0,3,3,0,0,0,12,1,3,25.0
NED-Eredivisie,2024-25,Feyenoord,Marcos López,PER,MF,24,1999,1.0,0,0,0,0,5,0,5,0,0,0,0,0,2,1,2,33.3
NED-Eredivisie,2024-25,Feyenoord,Marcus Pedersen,NOR,MF,24,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NED-Eredivisie,2024-25,Feyenoord,Neraysho Kasanwirjo,NED,DF,22,2002,1.3,0,0,0,0,0,0,1,2,1,0,0,0,4,6,0,100.0
NED-Eredivisie,2024-25,Feyenoord,Oussama Targhalline,MAR,MF,22,2002,3.1,0,0,0,1,7,0,3,3,7,0,0,0,20,5,4,55.6
NED-Eredivisie,2024-25,Feyenoord,Plamen Andreev,BUL,GK,19,2004,1.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
NED-Eredivisie,2024-25,Feyenoord,Quilindschy Hartman,NED,DF,22,2001,7.2,0,0,0,6,3,0,15,6,6,0,0,0,45,11,8,57.9
NED-Eredivisie,2024-25,Feyenoord,Quinten Timber,NED,MF,23,2001,15.5,5,0,0,24,27,0,5,10,24,0,0,0,57,9,4,69.2
NED-Eredivisie,2024-25,Feyenoord,Ramiz Zerrouki,ALG,MF,26,1998,12.1,3,1,1,20,10,0,20,17,15,0,0,0,60,16,22,42.1
NED-Eredivisie,2024-25,Feyenoord,Santiago Giménez,MEX,FW,23,2001,8.5,1,0,0,3,16,7,2,0,2,1,0,0,25,12,9,57.1
NED-Eredivisie,2024-25,Feyenoord,Shiloh ’t Zand,NED,MF,21,2003,0.5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0.0
NED-Eredivisie,2024-25,Feyenoord,Stephano Carrillo,MEX,FW,18,2006,0.6,0,0,0,2,3,1,0,0,1,0,0,0,1,3,4,42.9
NED-Eredivisie,2024-25,Feyenoord,Thomas Beelen,NED,DF,23,2001,18.9,1,0,0,15,9,2,3,31,15,0,0,0,98,49,41,54.4
NED-Eredivisie,2024-25,Feyenoord,Timon Wellenreuther,GER,GK,28,1995,29.0,2,0,0,0,4,0,0,0,0,0,0,0,85,4,2,66.7
NED-Eredivisie,2024-25,Feyenoord,Zepiqueno Redmond,NED,FW,18,2006,1.8,0,0,0,1,4,1,0,0,2,0,0,0,4,2,5,28.6
NED-Eredivisie,2024-25,Fortuna Sittard,Abdurrahman Burak Sayın,,FW,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
NED-Eredivisie,2024-25,Fortuna Sittard,Alen Halilović,CRO,"MF,FW",28,1996,19.7,2,0,0,8,24,0,75,7,13,0,0,0,62,4,24,14.3
NED-Eredivisie,2024-25,Fortuna Sittard,Alessio da Cruz,CPV,FW,27,1997,13.2,5,0,0,27,19,9,7,2,6,0,0,0,22,28,46,37.8
NED-Eredivisie,2024-25,Fortuna Sittard,Ante Erceg,CRO,"FW,MF",34,1989,3.2,3,0,0,10,8,4,2,0,2,1,0,0,8,12,31,27.9
NED-Eredivisie,2024-25,Fortuna Sittard,Bojan Radulovic,SRB,FW,24,1999,6.0,1,0,0,10,16,3,1,0,4,1,0,0,7,40,33,54.8
NED-Eredivisie,2024-25,Fortuna Sittard,Daley Sinkgraven,NED,"MF,FW",29,1995,0.9,1,0,0,2,0,0,4,1,2,0,0,0,5,0,1,0.0
NED-Eredivisie,2024-25,Fortuna Sittard,Dario Grujcic,AUT,"DF,MF",25,1999,3.1,1,0,0,3,1,0,3,4,8,0,0,0,14,5,6,45.5
NED-Eredivisie,2024-25,Fortuna Sittard,Edouard Michut,FRA,"MF,FW",21,2003,11.4,5,1,1,23,28,0,13,16,24,1,0,0,41,11,18,37.9
NED-Eredivisie,2024-25,Fortuna Sittard,Ezequiel Bullaude,ARG,"MF,FW",23,2000,22.9,2,0,0,39,29,4,8,14,21,0,0,0,107,35,50,41.2
NED-Eredivisie,2024-25,Fortuna Sittard,Hasip Korkmazyürek,GER,MF,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
NED-Eredivisie,2024-25,Fortuna Sittard,Ivo Pinto,POR,DF,34,1990,27.9,3,0,0,21,10,1,95,23,35,0,1,0,112,16,18,47.1
NED-Eredivisie,2024-25,Fortuna Sittard,Jasper Dahlhaus,NED,"DF,FW",22,2001,19.6,4,0,0,25,17,0,90,35,25,0,0,0,116,24,26,48.0
NED-Eredivisie,2024-25,Fortuna Sittard,Josip Mitrović,CRO,"DF,MF",24,2000,10.3,1,0,0,7,25,0,31,13,14,0,0,0,31,9,15,37.5
NED-Eredivisie,2024-25,Fortuna Sittard,Kaj Sierhuis,NED,FW,26,1998,5.9,1,0,0,6,9,6,3,1,1,0,0,0,13,16,17,48.5
NED-Eredivisie,2024-25,Fortuna Sittard,Kristoffer Peterson,SWE,"FW,MF",29,1994,20.2,5,0,0,24,15,5,104,8,16,0,0,0,66,15,16,48.4
NED-Eredivisie,2024-25,Fortuna Sittard,Loreintz Rosier,FRA,"MF,DF",25,1998,23.9,6,0,0,29,26,0,7,41,26,0,1,0,140,50,43,53.8
NED-Eredivisie,2024-25,Fortuna Sittard,Luka Tunjić,GER,"FW,MF",18,2005,5.3,1,0,0,8,7,0,28,4,3,0,0,0,22,7,8,46.7
NED-Eredivisie,2024-25,Fortuna Sittard,Luuk Koopmans,NED,GK,30,1993,6.0,3,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0
NED-Eredivisie,2024-25,Fortuna Sittard,Makan Aiko,FRA,FW,23,2001,13.1,4,0,0,20,16,8,14,9,3,2,0,0,30,14,40,25.9
NED-Eredivisie,2024-25,Fortuna Sittard,Mattijs Branderhorst,NED,GK,30,1993,28.0,1,0,0,0,3,0,0,1,1,0,0,0,33,15,0,100.0
NED-Eredivisie,2024-25,Fortuna Sittard,Milan Robberechts,BEL,MF,20,2004,0.1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,100.0
NED-Eredivisie,2024-25,Fortuna Sittard,Mitchell Dijks,NED,DF,31,1993,18.8,3,1,1,23,20,0,39,16,25,1,0,0,67,7,11,38.9
NED-Eredivisie,2024-25,Fortuna Sittard,Owen Johnson,NED,"FW,MF",18,2005,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,25.0
NED-Eredivisie,2024-25,Fortuna Sittard,Rodrigo Guth,BRA,DF,23,2000,30.5,5,1,0,25,6,0,5,26,29,0,0,0,104,99,75,56.9
NED-Eredivisie,2024-25,Fortuna Sittard,Ryan Fosso,SUI,MF,22,2002,28.3,6,0,0,22,31,1,11,42,20,0,0,0,131,15,24,38.5
NED-Eredivisie,2024-25,Fortuna Sittard,Samuel Bastien,COD,"MF,FW",27,1996,14.4,0,0,0,7,12,0,29,3,10,0,0,0,49,8,21,27.6
NED-Eredivisie,2024-25,Fortuna Sittard,Shawn Adewoye,BEL,DF,24,2000,19.4,3,0,0,29,13,0,2,29,17,0,1,0,67,34,27,55.7
NED-Eredivisie,2024-25,Fortuna Sittard,Syb Van Ottele,NED,"DF,MF",22,2002,20.8,3,0,0,24,20,0,30,32,38,0,1,0,123,53,30,63.9
NED-Eredivisie,2024-25,Fortuna Sittard,Tristan Schenkhuizen,NED,"MF,FW",20,2004,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
NED-Eredivisie,2024-25,Fortuna Sittard,Úmaro Embaló,POR,FW,23,2001,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
NED-Eredivisie,2024-25,Go Ahead Eag,Aske Adelgaard,DEN,DF,20,2003,13.6,5,0,0,17,14,0,59,10,13,0,0,0,54,8,12,40.0
NED-Eredivisie,2024-25,Go Ahead Eag,Bobby Adekanye,NED,"FW,MF",25,1999,8.6,2,0,0,9,13,1,33,0,4,0,0,0,29,1,12,7.7
NED-Eredivisie,2024-25,Go Ahead Eag,Calvin Twigt,NED,MF,21,2003,5.0,2,0,0,7,10,0,3,3,5,0,0,0,17,10,8,55.6
NED-Eredivisie,2024-25,Go Ahead Eag,Dean James,IDN,DF,24,2000,18.9,3,0,0,8,10,1,123,10,13,0,1,0,84,12,15,44.4
NED-Eredivisie,2024-25,Go Ahead Eag,Enric Llansana,NED,MF,23,2001,30.2,4,1,0,58,38,0,17,38,71,0,0,0,153,111,66,62.7
NED-Eredivisie,2024-25,Go Ahead Eag,Evert Linthorst,NED,MF,24,2000,27.9,3,0,0,12,9,0,18,20,12,0,1,0,140,15,16,48.4
NED-Eredivisie,2024-25,Go Ahead Eag,Finn Stokkers,NED,FW,28,1996,4.9,1,0,0,7,5,8,4,6,1,0,0,0,15,19,16,54.3
NED-Eredivisie,2024-25,Go Ahead Eag,Gerrit Nauber,GER,DF,32,1992,29.7,5,1,1,15,6,3,0,15,16,0,0,1,81,55,37,59.8
NED-Eredivisie,2024-25,Go Ahead Eag,Jakob Breum,DEN,"MF,FW",20,2003,22.9,4,0,0,8,31,6,90,8,12,0,0,0,118,6,21,22.2
NED-Eredivisie,2024-25,Go Ahead Eag,Jamal Amofa,NED,DF,25,1998,1.8,1,0,0,2,0,0,0,1,1,0,1,0,6,1,2,33.3
NED-Eredivisie,2024-25,Go Ahead Eag,Jari De Busser,BEL,GK,24,1999,16.0,0,0,0,0,3,0,0,0,0,0,0,0,21,4,1,80.0
NED-Eredivisie,2024-25,Go Ahead Eag,Joris Kramer,NED,DF,27,1996,33.8,2,0,0,26,18,0,6,28,15,0,1,0,137,87,73,54.4
NED-Eredivisie,2024-25,Go Ahead Eag,Julius Dirksen,NED,"DF,MF",21,2003,0.8,0,0,0,2,0,0,0,0,2,0,0,0,2,0,3,0.0
NED-Eredivisie,2024-25,Go Ahead Eag,Luca Everink,NED,DF,23,2001,1.2,1,0,0,1,1,0,0,0,1,0,0,0,8,3,3,50.0
NED-Eredivisie,2024-25,Go Ahead Eag,Luca Plogmann,GER,GK,24,2000,18.0,0,0,0,0,1,0,0,0,0,0,0,0,28,8,0,100.0
NED-Eredivisie,2024-25,Go Ahead Eag,Mathis Suray,BEL,"FW,MF",23,2001,16.2,4,0,0,23,15,3,31,4,18,0,0,0,86,3,20,13.0
NED-Eredivisie,2024-25,Go Ahead Eag,Mats Deijl,NED,DF,27,1997,34.0,2,0,0,36,65,2,55,15,34,1,0,0,112,40,40,50.0
NED-Eredivisie,2024-25,Go Ahead Eag,Milan Smit,NED,"FW,MF",21,2003,9.3,0,0,0,6,23,4,6,3,4,0,0,0,18,18,26,40.9
NED-Eredivisie,2024-25,Go Ahead Eag,Ofosu Boakye,,FW,,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
NED-Eredivisie,2024-25,Go Ahead Eag,Oliver Antman,FIN,"FW,MF",22,2001,26.8,1,0,0,10,18,7,54,11,18,0,0,0,99,2,11,15.4
NED-Eredivisie,2024-25,Go Ahead Eag,Oliver Edvardsen,NOR,"FW,MF",25,1999,9.9,1,0,0,10,24,3,8,5,6,1,0,0,39,11,12,47.8
NED-Eredivisie,2024-25,Go Ahead Eag,Oscar Pettersson,SWE,"FW,MF",24,2000,2.1,0,0,0,0,1,1,7,1,0,0,0,0,5,0,1,0.0
NED-Eredivisie,2024-25,Go Ahead Eag,Oskar Siira Sivertsen,NOR,FW,20,2004,1.6,0,0,0,2,0,0,5,2,3,0,0,0,10,2,2,50.0
NED-Eredivisie,2024-25,Go Ahead Eag,Pim Saathof,NED,DF,20,2003,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,33.3
NED-Eredivisie,2024-25,Go Ahead Eag,Robbin Weijenberg,NED,"MF,DF",19,2004,3.4,0,0,0,5,3,1,0,3,11,0,0,0,19,5,6,45.5
NED-Eredivisie,2024-25,Go Ahead Eag,Søren Tengstedt,DEN,"MF,FW",24,2000,4.7,0,0,0,2,8,0,3,0,5,0,0,0,15,3,1,75.0
NED-Eredivisie,2024-25,Go Ahead Eag,Thibo Baeten,BEL,"MF,FW",22,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
NED-Eredivisie,2024-25,Go Ahead Eag,Victor Edvardsen,SWE,"FW,MF",28,1996,30.4,4,0,0,38,19,8,38,4,8,0,0,0,74,26,60,30.2
NED-Eredivisie,2024-25,Groningen,Alex Mortensen,SWE,"FW,MF",22,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
NED-Eredivisie,2024-25,Groningen,Brynjolfur Darri Willumsson,ISL,FW,23,2000,10.7,2,1,0,23,28,5,3,1,5,2,0,0,33,51,59,46.4
NED-Eredivisie,2024-25,Groningen,Dave Kwakman,NED,"FW,MF",19,2004,11.4,0,0,0,8,31,1,11,5,20,0,0,0,57,7,16,30.4
NED-Eredivisie,2024-25,Groningen,David van der Werff,NED,MF,19,2004,0.2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0.0
NED-Eredivisie,2024-25,Groningen,Etienne Vaessen,SUR,GK,29,1995,32.0,5,0,0,0,9,0,0,0,2,0,0,0,84,8,2,80.0
NED-Eredivisie,2024-25,Groningen,Finn Stam,NED,DF,21,2003,9.2,3,0,0,10,9,1,12,13,11,0,0,0,35,25,16,61.0
NED-Eredivisie,2024-25,Groningen,Fofin Turay,NED,MF,20,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NED-Eredivisie,2024-25,Groningen,Hidde Jurjus,NED,GK,30,1994,2.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
NED-Eredivisie,2024-25,Groningen,Hjalmar Ekdal,SWE,DF,25,1998,13.8,2,0,0,17,9,0,0,18,16,0,0,0,47,47,38,55.3
NED-Eredivisie,2024-25,Groningen,Joey Pelupessy,IDN,"MF,DF",31,1993,3.3,0,0,0,2,3,0,0,1,6,0,1,0,9,6,7,46.2
NED-Eredivisie,2024-25,Groningen,Johan Hove,NOR,MF,23,2000,19.4,0,0,0,10,14,0,29,18,14,0,0,0,66,18,24,42.9
NED-Eredivisie,2024-25,Groningen,Jorg Schreuders,NED,"MF,FW",19,2004,21.6,2,0,0,20,19,3,19,9,22,1,1,0,72,5,22,18.5
NED-Eredivisie,2024-25,Groningen,Laros Duarte,CPV,MF,27,1997,0.2,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,
NED-Eredivisie,2024-25,Groningen,Leandro Bacuna,CUW,"DF,MF",32,1991,25.9,8,0,0,20,9,0,88,22,21,0,0,1,104,26,25,51.0
NED-Eredivisie,2024-25,Groningen,Luciano Valente,NED,"MF,FW",20,2003,28.7,4,1,0,16,28,7,46,9,12,1,0,0,151,7,16,30.4
NED-Eredivisie,2024-25,Groningen,Marco Rente,GER,DF,27,1997,28.8,4,1,1,18,16,0,36,54,39,0,0,0,117,106,77,57.9
NED-Eredivisie,2024-25,Groningen,Marvin Peersman,BEL,DF,33,1991,20.1,7,1,0,14,37,1,26,22,27,0,1,0,118,37,40,48.1
NED-Eredivisie,2024-25,Groningen,Mats Seuntjens,NED,"FW,MF",32,1992,7.4,0,0,0,9,4,0,54,1,10,0,0,0,29,5,8,38.5
NED-Eredivisie,2024-25,Groningen,Maxim Mariani,NED,DF,19,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,50.0
NED-Eredivisie,2024-25,Groningen,Noam Emeran,FRA,"DF,MF",21,2002,1.0,0,0,0,1,1,0,6,5,2,0,0,0,3,1,0,100.0
NED-Eredivisie,2024-25,Groningen,Romano Postema,NED,"FW,MF",22,2002,13.4,2,0,0,12,16,4,7,5,6,0,0,0,40,19,39,32.8
NED-Eredivisie,2024-25,Groningen,Rui Mendes,GER,"MF,FW",24,1999,5.7,3,0,0,8,4,0,1,0,3,0,0,0,19,6,15,28.6
NED-Eredivisie,2024-25,Groningen,Stije Resink,NED,MF,21,2003,23.6,7,0,0,40,22,0,18,24,61,0,0,0,125,47,27,63.5
NED-Eredivisie,2024-25,Groningen,Sven Bouland,NED,DF,,,0.5,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,
NED-Eredivisie,2024-25,Groningen,Thijmen Blokzijl,NED,DF,19,2005,24.7,1,1,0,11,7,0,0,32,19,0,2,0,105,38,37,50.7
NED-Eredivisie,2024-25,Groningen,Thijs Oosting,NED,"FW,MF",24,2000,8.7,0,0,0,11,4,4,20,2,4,0,0,0,24,10,17,37.0
NED-Eredivisie,2024-25,Groningen,Thom van Bergen,NED,FW,20,2004,27.4,3,0,0,42,44,7,8,12,23,0,0,1,97,74,112,39.8
NED-Eredivisie,2024-25,Groningen,Tika de Jonge,NED,MF,21,2003,14.1,3,1,1,15,8,0,29,19,21,0,0,0,60,26,21,55.3
NED-Eredivisie,2024-25,Groningen,Wouter Prins,NED,DF,20,2004,18.5,2,0,0,26,18,0,47,21,40,0,0,0,58,24,27,47.1
NED-Eredivisie,2024-25,Heerenveen,Alireza Jahanbakhsh,IRN,"FW,MF",30,1993,16.1,3,0,0,20,21,4,56,13,17,2,0,0,71,54,38,58.7
NED-Eredivisie,2024-25,Heerenveen,Amara Conde,GER,MF,27,1997,8.2,1,0,0,8,6,0,1,4,21,0,0,0,45,14,6,70.0
NED-Eredivisie,2024-25,Heerenveen,Andries Noppert,NED,GK,30,1994,15.2,1,0,0,1,2,0,0,0,0,0,1,0,37,3,0,100.0
NED-Eredivisie,2024-25,Heerenveen,Ché Nunnely,NED,"FW,MF",25,1999,2.9,0,0,0,10,9,0,14,2,6,0,0,0,9,1,4,20.0
NED-Eredivisie,2024-25,Heerenveen,Daniel Karlsbakk,NOR,FW,21,2003,3.0,2,0,0,8,0,0,0,1,0,0,0,0,1,5,10,33.3
NED-Eredivisie,2024-25,Heerenveen,Danilo Al Saed,IRQ,"MF,FW",25,1999,2.2,0,0,0,2,1,0,0,0,4,0,0,0,7,0,1,0.0
NED-Eredivisie,2024-25,Heerenveen,Denzel Hall,NED,DF,23,2001,6.3,2,0,0,5,3,0,6,11,7,0,0,0,30,9,12,42.9
NED-Eredivisie,2024-25,Heerenveen,Dimitris Rallis,NED,FW,19,2005,9.7,1,0,0,16,10,8,5,2,2,0,0,0,21,11,36,23.4
NED-Eredivisie,2024-25,Heerenveen,Eser Gürbüz,NED,FW,17,2007,3.4,0,0,0,3,6,2,20,1,3,1,0,0,16,4,4,50.0
NED-Eredivisie,2024-25,Heerenveen,Espen van Ee,NED,MF,21,2003,24.8,5,0,0,39,29,0,12,29,43,0,0,0,138,26,31,45.6
NED-Eredivisie,2024-25,Heerenveen,Hristiyan Petrov,BUL,DF,22,2002,4.0,0,0,0,2,1,0,4,7,6,0,0,0,13,8,14,36.4
NED-Eredivisie,2024-25,Heerenveen,Hussein Ali,IRQ,DF,22,2002,2.4,0,0,0,1,3,0,3,1,6,0,0,0,5,1,4,20.0
NED-Eredivisie,2024-25,Heerenveen,Ilias Sebaoui,BEL,"FW,MF",22,2001,21.4,0,1,0,27,25,9,33,14,13,0,1,0,109,17,21,44.7
NED-Eredivisie,2024-25,Heerenveen,Ion Nicolaescu,MDA,FW,25,1998,14.1,1,0,0,19,17,2,2,0,3,0,0,0,30,27,43,38.6
NED-Eredivisie,2024-25,Heerenveen,Isaiah Ahmed,CUW,MF,18,2005,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
NED-Eredivisie,2024-25,Heerenveen,Jacob Trenskow,DEN,"FW,MF",23,2000,19.4,0,0,0,9,9,5,38,16,16,0,0,0,81,5,20,20.0
NED-Eredivisie,2024-25,Heerenveen,Jordy de Wijs,NED,DF,29,1995,0.8,1,0,0,3,0,0,0,2,0,0,0,0,1,3,7,30.0
NED-Eredivisie,2024-25,Heerenveen,Kai Jansen,NED,MF,17,2007,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
NED-Eredivisie,2024-25,Heerenveen,Levi Smans,NED,"MF,FW",20,2004,25.5,2,0,0,23,27,6,107,12,15,1,0,0,101,20,22,47.6
NED-Eredivisie,2024-25,Heerenveen,Luuk Brouwers,NED,MF,26,1998,21.2,5,0,0,38,15,1,8,23,18,1,0,0,73,28,21,57.1
NED-Eredivisie,2024-25,Heerenveen,Marcus Linday,SWE,MF,21,2003,14.0,2,0,0,17,19,0,3,14,23,0,0,0,94,11,18,37.9
NED-Eredivisie,2024-25,Heerenveen,Mateja Milovanovic,SRB,DF,20,2004,0.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0
NED-Eredivisie,2024-25,Heerenveen,Mats Köhlert,GER,DF,26,1998,27.5,2,1,0,31,23,3,193,40,37,0,0,0,127,23,40,36.5
NED-Eredivisie,2024-25,Heerenveen,Mickey van der Hart,NED,GK,30,1994,18.8,1,0,0,1,3,0,0,0,0,0,1,1,37,1,0,100.0
NED-Eredivisie,2024-25,Heerenveen,Milos Lukovic,SRB,FW,18,2005,8.0,0,0,0,13,8,5,2,0,3,1,0,0,20,8,18,30.8
NED-Eredivisie,2024-25,Heerenveen,Nikolai Hopland,NOR,DF,20,2004,27.4,0,0,0,20,18,0,4,25,21,0,0,1,119,58,65,47.2
NED-Eredivisie,2024-25,Heerenveen,Oliver Braude,NOR,DF,20,2004,29.0,10,0,0,44,53,0,48,33,69,0,1,0,176,41,31,56.9
NED-Eredivisie,2024-25,Heerenveen,Paweł Bochniewicz,POL,DF,28,1996,12.3,3,0,0,8,7,2,2,24,7,0,0,0,66,41,21,66.1
NED-Eredivisie,2024-25,Heerenveen,Sam Kersten,NED,DF,26,1998,26.4,2,0,0,14,13,0,2,31,31,0,0,0,110,40,51,44.0
NED-Eredivisie,2024-25,Heerenveen,Simon Olsson,SWE,MF,26,1997,8.7,1,0,0,16,5,0,2,5,9,0,0,0,45,2,5,28.6
NED-Eredivisie,2024-25,Heracles Almelo,Brian De Keersmaecker,BEL,MF,24,2000,30.2,3,1,1,51,36,1,28,41,41,0,0,1,183,25,24,51.0
NED-Eredivisie,2024-25,Heracles Almelo,Bryan Limbombe,BEL,"MF,FW",23,2001,4.2,0,0,0,4,5,1,15,0,2,1,0,0,15,2,7,22.2
NED-Eredivisie,2024-25,Heracles Almelo,Damon Mirani,NED,DF,28,1996,33.5,3,0,0,28,10,0,6,33,28,0,1,0,130,113,69,62.1
NED-Eredivisie,2024-25,Heracles Almelo,Daniël van Kaam,NED,MF,24,2000,12.0,2,0,0,5,9,0,54,8,12,0,0,0,50,10,5,66.7
NED-Eredivisie,2024-25,Heracles Almelo,Diego van Oorschot,NED,"MF,FW",18,2005,0.3,0,0,0,1,0,0,0,0,1,0,0,0,1,1,3,25.0
NED-Eredivisie,2024-25,Heracles Almelo,Fabian de Keijzer,NED,GK,24,2000,34.0,1,0,0,1,5,0,0,0,0,0,1,0,37,6,1,85.7
NED-Eredivisie,2024-25,Heracles Almelo,Giandro Sambo,CUW,"FW,DF",17,2006,0.2,0,0,0,2,1,0,1,0,2,0,0,0,2,1,0,100.0
NED-Eredivisie,2024-25,Heracles Almelo,Ivan Mesík,SVK,DF,23,2001,32.3,9,0,0,39,26,5,5,36,16,0,0,1,120,39,30,56.5
NED-Eredivisie,2024-25,Heracles Almelo,Jan Žambůrek,CZE,MF,23,2001,10.4,3,0,0,18,9,0,36,15,13,0,0,0,40,7,13,35.0
NED-Eredivisie,2024-25,Heracles Almelo,Jannes Wieckhoff,GER,DF,23,2000,13.9,4,0,0,11,13,1,35,12,27,0,0,0,54,5,18,21.7
NED-Eredivisie,2024-25,Heracles Almelo,Jizz Hornkamp,NED,"FW,MF",26,1998,17.6,5,0,0,34,12,5,10,3,6,0,0,0,43,53,49,52.0
NED-Eredivisie,2024-25,Heracles Almelo,Jordy Bruijn,NED,MF,28,1996,3.4,1,0,0,7,6,0,10,1,4,0,0,0,11,2,6,25.0
NED-Eredivisie,2024-25,Heracles Almelo,Juho Talvitie,FIN,"FW,MF",19,2005,16.8,1,0,0,12,19,0,36,14,10,1,0,0,83,6,12,33.3
NED-Eredivisie,2024-25,Heracles Almelo,Justin Hoogma,NED,DF,26,1998,2.8,0,0,0,4,1,1,0,1,4,0,0,0,5,13,9,59.1
NED-Eredivisie,2024-25,Heracles Almelo,Lorenzo Milani,ITA,DF,23,2001,3.1,1,0,0,6,9,2,20,3,1,0,0,0,17,6,5,54.5
NED-Eredivisie,2024-25,Heracles Almelo,Luka Kulenović,BIH,FW,24,1999,16.2,0,0,0,23,12,8,6,4,8,0,0,0,37,99,55,64.3
NED-Eredivisie,2024-25,Heracles Almelo,Mario Engels,GER,"FW,MF",30,1993,24.1,2,0,0,30,37,11,79,9,17,1,0,0,97,8,14,36.4
NED-Eredivisie,2024-25,Heracles Almelo,Mats Rots,NED,DF,18,2006,14.6,0,0,0,8,10,0,17,14,22,1,1,0,64,8,16,33.3
NED-Eredivisie,2024-25,Heracles Almelo,Mimeirhel Benita,NED,DF,20,2003,22.6,3,0,0,16,32,1,41,41,37,0,1,1,117,33,23,58.9
NED-Eredivisie,2024-25,Heracles Almelo,Ruben Roosken,NED,DF,24,2000,13.6,4,0,0,18,8,1,59,16,20,0,0,0,40,15,9,62.5
NED-Eredivisie,2024-25,Heracles Almelo,Sem Scheperman,NED,MF,22,2002,18.2,7,1,0,36,14,1,3,29,42,0,1,0,95,41,35,53.9
NED-Eredivisie,2024-25,Heracles Almelo,Shiloh ’t Zand,NED,"FW,MF",21,2003,11.2,1,0,0,16,17,0,8,5,15,0,0,0,53,7,8,46.7
NED-Eredivisie,2024-25,Heracles Almelo,Suf Podgoreanu,ISR,"FW,MF",22,2002,26.0,3,0,0,36,32,6,91,15,25,0,0,1,104,45,60,42.9
NED-Eredivisie,2024-25,Heracles Almelo,Thomas Bruns,NED,"MF,FW",32,1992,12.8,5,0,0,23,24,3,109,3,20,0,1,0,41,16,28,36.4
NED-Eredivisie,2024-25,NAC Breda,Adam Kayed,PLE,"MF,DF",22,2002,5.2,0,0,0,5,0,1,7,3,10,0,1,0,21,1,5,16.7
NED-Eredivisie,2024-25,NAC Breda,Boy Kemper,NED,DF,25,1999,26.7,9,0,0,40,34,1,69,28,25,0,1,0,130,67,42,61.5
NED-Eredivisie,2024-25,NAC Breda,Boyd Lucassen,NED,"DF,FW",26,1998,13.6,6,0,0,17,16,3,23,16,26,0,0,0,53,17,18,48.6
NED-Eredivisie,2024-25,NAC Breda,Casper Staring,NED,"MF,FW",23,2001,7.0,1,0,0,9,0,0,7,9,8,0,0,0,33,11,12,47.8
NED-Eredivisie,2024-25,NAC Breda,Cherrion Valerius,CUW,DF,18,2005,13.3,2,0,0,11,21,0,32,23,31,0,0,0,66,10,8,55.6
NED-Eredivisie,2024-25,NAC Breda,Clint Leemans,NED,MF,28,1995,18.8,4,0,0,15,6,2,87,6,15,0,0,0,61,36,40,47.4
NED-Eredivisie,2024-25,NAC Breda,Daniel Bielica,POL,GK,25,1999,32.0,2,0,0,0,2,0,0,0,1,0,0,0,37,6,0,100.0
NED-Eredivisie,2024-25,NAC Breda,Dion Versluis,NED,FW,21,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
NED-Eredivisie,2024-25,NAC Breda,Dominik Janošek,CZE,MF,26,1998,12.9,0,0,0,6,18,0,86,3,4,0,0,0,82,7,14,33.3
NED-Eredivisie,2024-25,NAC Breda,Elías Már Ómarsson,ISL,FW,29,1995,25.5,0,0,0,20,14,3,3,5,10,1,0,0,61,37,48,43.5
NED-Eredivisie,2024-25,NAC Breda,Enes Mahmutovic,LUX,DF,27,1997,7.9,0,1,0,11,9,0,1,16,7,0,1,0,33,16,18,47.1
