league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
FRA-Ligue 1,2023-24,Clermont Foot,Massamba Ndiaye,SEN,GK,21,2001,4.0,129,174,74.1,3283,2090,31,31,100.0,52,52,100.0,45,87,51.7,0,0.0,0.0,0.0,0,1,0,0,1
FRA-Ligue 1,2023-24,Clermont Foot,Mateusz Wieteska,POL,DF,26,1997,1.9,89,114,78.1,1763,785,23,30,76.7,56,60,93.3,8,21,38.1,0,0.0,0.0,0.0,0,11,0,0,6
FRA-Ligue 1,2023-24,Clermont Foot,Maxime Gonalons,FRA,MF,34,1989,14.4,666,772,86.3,12023,3551,277,315,87.9,286,309,92.6,75,108,69.4,0,0.2,0.4,-0.2,7,67,4,0,81
FRA-Ligue 1,2023-24,Clermont Foot,Maximiliano Caufriez,BEL,DF,26,1997,18.4,780,892,87.4,13811,4348,328,360,91.1,347,384,90.4,82,109,75.2,1,0.2,0.3,0.8,9,48,5,2,61
FRA-Ligue 1,2023-24,Clermont Foot,Mehdi Zeffane,ALG,"DF,MF",31,1992,13.7,500,666,75.1,8521,3237,239,283,84.5,206,268,76.9,47,93,50.5,0,0.4,0.8,-0.4,9,43,5,3,53
FRA-Ligue 1,2023-24,Clermont Foot,Mohamed Bouchenna,FRA,"MF,FW",17,2006,0.3,8,8,100.0,122,49,3,3,100.0,3,3,100.0,1,1,100.0,0,0.2,0.0,-0.2,1,1,0,0,1
FRA-Ligue 1,2023-24,Clermont Foot,Mory Diaw,SEN,GK,30,1993,30.0,848,1245,68.1,25299,18226,125,125,100.0,388,401,96.8,325,704,46.2,0,0.1,0.1,-0.1,2,35,1,0,1
FRA-Ligue 1,2023-24,Clermont Foot,Muhammed Cham,AUT,"MF,FW",22,2000,28.4,1055,1327,79.5,17640,4627,491,544,90.3,409,498,82.1,107,192,55.7,4,3.1,4.0,0.9,49,99,34,1,161
FRA-Ligue 1,2023-24,Clermont Foot,Neto Borges,BRA,DF,26,1996,28.0,1148,1422,80.7,18050,6542,570,644,88.5,472,572,82.5,60,126,47.6,1,2.8,2.5,-1.8,25,62,17,10,88
FRA-Ligue 1,2023-24,Clermont Foot,Shamar Nicholson,JAM,FW,26,1997,16.5,272,386,70.5,4088,711,143,200,71.5,87,126,69.0,20,25,80.0,3,1.1,1.0,1.9,18,25,6,0,33
FRA-Ligue 1,2023-24,Clermont Foot,Yohann Magnin,FRA,MF,26,1997,18.7,698,836,83.5,12081,2932,313,368,85.1,290,333,87.1,72,95,75.8,0,0.7,1.1,-0.7,9,59,7,4,71
FRA-Ligue 1,2023-24,Clermont Foot,Yoël Armougom,FRA,"DF,MF",25,1998,2.6,97,131,74.0,1282,363,61,70,87.1,29,39,74.4,2,15,13.3,0,0.3,0.2,-0.3,5,5,6,3,12
FRA-Ligue 1,2023-24,Le Havre,Abdoulaye Touré,GUI,MF,29,1994,25.4,1031,1238,83.3,18110,5195,413,483,85.5,475,546,87.0,92,122,75.4,0,0.9,0.9,-0.9,12,119,7,0,148
FRA-Ligue 1,2023-24,Le Havre,Alois Confais,FRA,"MF,FW",26,1996,0.1,7,9,77.8,74,5,7,8,87.5,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,André Ayew,GHA,FW,33,1989,12.3,197,266,74.1,2678,655,127,157,80.9,55,72,76.4,5,9,55.6,0,0.8,0.5,-0.8,8,26,4,1,23
FRA-Ligue 1,2023-24,Le Havre,Antoine Joujou,FRA,"FW,MF",20,2003,8.7,184,260,70.8,2751,659,106,137,77.4,68,87,78.2,6,11,54.5,2,0.6,0.9,1.4,9,10,11,2,22
FRA-Ligue 1,2023-24,Le Havre,Arouna Sangante,SEN,DF,21,2002,29.9,1233,1521,81.1,24085,9176,453,525,86.3,586,667,87.9,166,270,61.5,0,1.2,0.9,-1.2,17,93,9,2,107
FRA-Ligue 1,2023-24,Le Havre,Arthur Desmas,FRA,GK,29,1994,33.0,611,945,64.7,17763,13674,112,112,100.0,258,261,98.9,230,555,41.4,0,0.4,0.1,-0.4,1,15,1,0,0
FRA-Ligue 1,2023-24,Le Havre,Christopher Operi,CIV,DF,26,1997,27.2,1147,1570,73.1,19725,7747,558,658,84.8,443,572,77.4,115,265,43.4,4,4.0,4.8,0.0,46,70,26,16,82
FRA-Ligue 1,2023-24,Le Havre,Daler Kuzyaev,RUS,MF,30,1993,23.2,824,1050,78.5,12347,3407,422,511,82.6,305,360,84.7,42,77,54.5,2,1.3,1.3,0.7,29,87,21,1,119
FRA-Ligue 1,2023-24,Le Havre,Elysée Logbo,FRA,FW,19,2004,2.8,31,40,77.5,349,37,18,23,78.3,7,10,70.0,1,2,50.0,0,0.1,0.2,-0.1,3,2,0,0,2
FRA-Ligue 1,2023-24,Le Havre,Emmanuel Sabbi,USA,"FW,MF",25,1997,17.6,258,368,70.1,3538,1097,147,190,77.4,82,112,73.2,10,20,50.0,1,1.4,1.1,-0.4,10,21,9,3,36
FRA-Ligue 1,2023-24,Le Havre,Etienne Youte Kinkoue,FRA,DF,21,2002,21.6,833,962,86.6,16457,5709,257,277,92.8,465,489,95.1,94,175,53.7,0,0.1,0.2,-0.1,3,41,0,0,31
FRA-Ligue 1,2023-24,Le Havre,Gautier Lloris,FRA,DF,28,1995,30.9,1194,1398,85.4,21169,7934,461,517,89.2,623,676,92.2,80,161,49.7,0,0.2,0.4,-0.2,3,80,3,0,105
FRA-Ligue 1,2023-24,Le Havre,Issa Soumaré,SEN,"FW,MF",22,2000,2.6,33,62,53.2,428,98,20,32,62.5,10,19,52.6,0,2,0.0,0,0.6,0.1,-0.6,3,1,0,0,4
FRA-Ligue 1,2023-24,Le Havre,Josué Casimir,FRA,"FW,DF",21,2001,22.4,572,781,73.2,8814,2672,287,363,79.1,224,290,77.2,33,75,44.0,5,4.3,3.0,0.7,31,34,19,5,62
FRA-Ligue 1,2023-24,Le Havre,Loïc Nego,HUN,"DF,MF",32,1991,17.3,481,639,75.3,7463,3221,256,309,82.8,186,252,73.8,25,44,56.8,3,1.0,1.6,2.0,13,30,19,11,64
FRA-Ligue 1,2023-24,Le Havre,Mathieu Gorgelin,FRA,GK,32,1990,1.0,12,19,63.2,298,208,4,4,100.0,5,5,100.0,3,10,30.0,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Mohamed Lamine Bayo,GUI,FW,25,1998,15.4,201,310,64.8,2723,559,115,163,70.6,62,94,66.0,6,13,46.2,1,0.6,0.6,0.4,13,17,11,1,20
FRA-Ligue 1,2023-24,Le Havre,Nabil Alioui,FRA,"MF,FW",24,1999,11.2,228,358,63.7,3856,1464,118,151,78.1,64,92,69.6,35,83,42.2,1,2.2,2.5,-1.2,24,35,15,3,43
FRA-Ligue 1,2023-24,Le Havre,Nolan Mbemba,CGO,MF,28,1995,0.2,28,34,82.4,514,105,8,11,72.7,15,15,100.0,3,6,50.0,0,0.0,0.0,0.0,0,3,0,0,5
FRA-Ligue 1,2023-24,Le Havre,Oualid El Hajjam,MAR,"DF,MF",32,1991,4.4,176,234,75.2,2859,1034,97,111,87.4,56,70,80.0,17,38,44.7,0,0.9,0.3,-0.9,7,12,4,2,16
FRA-Ligue 1,2023-24,Le Havre,Oussama Targhalline,MAR,MF,21,2002,11.4,600,704,85.2,9591,3081,301,337,89.3,229,257,89.1,45,67,67.2,0,0.4,0.5,-0.4,8,67,10,3,70
FRA-Ligue 1,2023-24,Le Havre,Rassoul Ndiaye,SEN,"MF,FW",21,2001,5.8,209,263,79.5,3458,852,84,104,80.8,100,115,87.0,13,22,59.1,0,0.3,0.6,-0.3,2,30,4,2,25
FRA-Ligue 1,2023-24,Le Havre,Samuel Grandsir,FRA,"MF,FW",26,1996,6.7,209,292,71.6,3118,845,109,130,83.8,72,99,72.7,13,26,50.0,1,1.2,1.4,-0.2,14,14,16,4,35
FRA-Ligue 1,2023-24,Le Havre,Simon Ebonog,CMR,MF,18,2004,0.2,17,21,81.0,301,60,10,12,83.3,6,7,85.7,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,1
FRA-Ligue 1,2023-24,Le Havre,Steve Ngoura,FRA,"FW,MF",18,2005,2.5,33,50,66.0,569,200,15,22,68.2,16,24,66.7,2,3,66.7,1,0.1,0.2,0.9,1,5,2,0,9
FRA-Ligue 1,2023-24,Le Havre,Yassine Kechta,MAR,MF,21,2002,20.5,778,960,81.0,13063,3630,347,393,88.3,333,387,86.0,63,116,54.3,1,2.2,1.4,-1.2,27,87,11,0,122
FRA-Ligue 1,2023-24,Le Havre,Yoann Salmier,GUF,DF,30,1992,17.4,612,767,79.8,10586,4640,271,302,89.7,274,322,85.1,50,117,42.7,1,0.7,1.0,0.3,6,43,7,1,48
FRA-Ligue 1,2023-24,Lens,Abdukodir Khusanov,UZB,DF,19,2004,9.0,383,439,87.2,7213,2415,140,152,92.1,203,219,92.7,36,59,61.0,0,0.1,0.2,-0.1,1,28,1,0,23
FRA-Ligue 1,2023-24,Lens,Adrien Thomasson,FRA,MF,29,1993,13.3,506,679,74.5,7672,1909,261,319,81.8,192,248,77.4,27,52,51.9,2,3.9,3.8,-1.9,30,44,15,3,68
FRA-Ligue 1,2023-24,Lens,Andy Diouf,FRA,MF,20,2003,14.6,591,737,80.2,8535,2144,316,369,85.6,216,251,86.1,25,50,50.0,0,1.1,1.7,-1.1,21,46,14,0,80
FRA-Ligue 1,2023-24,Lens,Angelo Fulgini,FRA,MF,26,1996,15.3,569,789,72.1,9396,2835,278,335,83.0,189,248,76.2,67,133,50.4,2,3.2,4.0,-1.2,38,46,20,6,74
FRA-Ligue 1,2023-24,Lens,Ayanda Sishuba,BEL,"MF,FW",18,2005,0.7,12,14,85.7,192,39,6,8,75.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1
FRA-Ligue 1,2023-24,Lens,Brice Samba,FRA,GK,29,1994,33.0,880,1122,78.4,23308,15854,172,172,100.0,404,411,98.3,289,519,55.7,0,0.2,0.2,-0.2,2,18,2,0,4
FRA-Ligue 1,2023-24,Lens,David Costa,POR,MF,22,2001,16.6,570,726,78.5,9004,2375,277,318,87.1,216,266,81.2,41,74,55.4,2,3.5,3.1,-1.5,26,51,26,7,73
FRA-Ligue 1,2023-24,Lens,Deiver Machado,COL,DF,29,1993,12.5,383,488,78.5,5645,1674,218,247,88.3,138,170,81.2,13,37,35.1,0,1.3,1.1,-1.3,13,27,11,5,26
FRA-Ligue 1,2023-24,Lens,Elye Wahi,FRA,FW,20,2003,18.8,214,295,72.5,2542,322,125,160,78.1,55,79,69.6,7,11,63.6,3,2.6,1.0,0.4,16,8,4,0,15
FRA-Ligue 1,2023-24,Lens,Facundo Medina,ARG,DF,24,1999,30.2,1823,2112,86.3,32296,11954,738,813,90.8,885,958,92.4,149,256,58.2,3,1.8,2.6,1.2,25,205,31,7,219
FRA-Ligue 1,2023-24,Lens,Faitout Maouassa,FRA,"MF,DF",25,1998,0.8,20,29,69.0,313,129,12,17,70.6,6,7,85.7,1,3,33.3,0,0.1,0.1,-0.1,2,0,1,1,0
FRA-Ligue 1,2023-24,Lens,Florian Sotoca,FRA,"MF,FW",32,1990,28.9,1071,1445,74.1,16456,4982,544,665,81.8,380,491,77.4,74,138,53.6,6,6.5,6.3,-0.5,52,102,57,20,156
FRA-Ligue 1,2023-24,Lens,Jean-Louis Leca,FRA,GK,37,1985,1.0,16,26,61.5,315,199,4,5,80.0,10,10,100.0,2,11,18.2,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Jhoanner Chávez,ECU,DF,21,2002,5.3,173,222,77.9,2816,1043,91,109,83.5,60,72,83.3,15,26,57.7,0,0.5,0.6,-0.5,4,13,6,2,15
FRA-Ligue 1,2023-24,Lens,Jonathan Gradit,FRA,DF,30,1992,23.5,1181,1383,85.4,21422,9125,457,507,90.1,598,664,90.1,100,167,59.9,0,0.1,0.8,-0.1,5,167,10,3,177
FRA-Ligue 1,2023-24,Lens,Julien Le Cardinal,FRA,DF,25,1997,0.6,23,32,71.9,435,201,6,8,75.0,12,15,80.0,4,7,57.1,0,0.0,0.0,0.0,0,2,0,0,4
FRA-Ligue 1,2023-24,Lens,Kevin Danso,AUT,DF,24,1998,29.5,1508,1719,87.7,27659,10926,573,622,92.1,779,856,91.0,128,196,65.3,0,0.4,0.7,-0.4,8,122,6,0,133
FRA-Ligue 1,2023-24,Lens,Massadio Haïdara,MLI,DF,30,1992,8.2,358,431,83.1,5791,2060,169,194,87.1,149,169,88.2,24,42,57.1,1,0.2,0.4,0.8,1,19,8,4,40
FRA-Ligue 1,2023-24,Lens,Morgan Guilavogui,GUI,"FW,MF",25,1998,6.3,166,222,74.8,2570,791,80,104,76.9,63,79,79.7,11,13,84.6,0,1.2,1.0,-1.2,14,18,12,0,36
FRA-Ligue 1,2023-24,Lens,Nampalys Mendy,SEN,MF,31,1992,11.7,577,653,88.4,9505,2648,271,292,92.8,248,273,90.8,43,64,67.2,1,1.1,1.7,-0.1,9,68,12,2,84
FRA-Ligue 1,2023-24,Lens,Neil El Aynaoui,FRA,MF,22,2001,17.4,576,670,86.0,8486,2193,302,344,87.8,209,230,90.9,25,43,58.1,2,0.8,0.9,1.2,16,66,10,1,59
FRA-Ligue 1,2023-24,Lens,Oscar Cortés,COL,"FW,MF",19,2003,0.5,18,26,69.2,217,36,13,19,68.4,3,4,75.0,0,1,0.0,1,0.7,0.1,0.3,1,1,1,1,2
FRA-Ligue 1,2023-24,Lens,Przemysław Frankowski,POL,DF,28,1995,24.4,1008,1320,76.4,16279,5614,503,580,86.7,406,525,77.3,70,137,51.1,2,3.8,5.0,-1.8,39,75,43,15,112
FRA-Ligue 1,2023-24,Lens,Ruben Aguilar,FRA,DF,30,1993,21.4,1044,1282,81.4,15383,5987,594,666,89.2,369,443,83.3,44,93,47.3,3,2.9,4.0,0.1,26,73,42,14,110
FRA-Ligue 1,2023-24,Lens,Salis Abdul Samed,GHA,MF,23,2000,16.9,796,895,88.9,12470,3008,393,433,90.8,330,360,91.7,41,54,75.9,0,0.5,1.1,-0.5,6,87,5,2,78
FRA-Ligue 1,2023-24,Lens,Stijn Spierings,NED,MF,27,1996,1.3,50,59,84.7,889,305,22,27,81.5,22,24,91.7,4,5,80.0,0,0.0,0.0,0.0,0,6,0,0,9
FRA-Ligue 1,2023-24,Lens,Wesley Saïd,FRA,"FW,MF",28,1995,11.3,193,268,72.0,2835,706,101,132,76.5,55,79,69.6,15,26,57.7,1,0.9,1.2,0.1,12,20,12,2,26
FRA-Ligue 1,2023-24,Lille,Aaron Malouda,FRA,FW,17,2005,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Adam Ounas,ALG,FW,26,1996,4.6,138,194,71.1,2338,766,70,84,83.3,47,64,73.4,16,29,55.2,0,1.9,1.8,-1.9,13,7,11,5,20
FRA-Ligue 1,2023-24,Lille,Alan Virginius,FRA,FW,20,2003,0.8,14,17,82.4,183,45,7,8,87.5,5,7,71.4,0,0,,0,0.0,0.0,0.0,1,2,0,0,2
FRA-Ligue 1,2023-24,Lille,Alexsandro Ribeiro,BRA,DF,23,1999,24.7,1615,1804,89.5,29871,10802,584,618,94.5,868,934,92.9,128,201,63.7,0,0.5,0.7,-0.5,5,83,5,0,82
FRA-Ligue 1,2023-24,Lille,Andrej Ilic,SRB,FW,23,2000,0.1,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Angel Gomes,ENG,MF,22,2000,28.6,1566,1751,89.4,27874,7062,727,779,93.3,632,680,92.9,170,220,77.3,8,6.2,6.0,1.8,48,164,45,1,204
FRA-Ligue 1,2023-24,Lille,Ayyoub Bouaddi,FRA,MF,15,2007,1.5,103,115,89.6,1783,594,46,51,90.2,44,46,95.7,11,14,78.6,0,0.0,0.0,0.0,1,10,1,1,12
FRA-Ligue 1,2023-24,Lille,Bafodé Diakité,FRA,DF,22,2001,18.8,1206,1311,92.0,20793,7113,503,545,92.3,596,633,94.2,77,92,83.7,2,1.4,0.7,0.6,13,91,1,0,95
FRA-Ligue 1,2023-24,Lille,Benjamin André,FRA,MF,32,1990,28.6,1598,1919,83.3,26448,7329,751,860,87.3,648,733,88.4,123,199,61.8,0,1.3,2.2,-1.3,19,173,9,2,180
FRA-Ligue 1,2023-24,Lille,Carlos Baleba,CMR,MF,19,2004,0.7,39,45,86.7,627,100,20,22,90.9,12,13,92.3,4,6,66.7,0,0.0,0.0,0.0,0,5,0,0,3
FRA-Ligue 1,2023-24,Lille,Edon Zhegrova,KVX,FW,24,1999,25.4,764,1043,73.3,12061,3392,408,473,86.3,296,394,75.1,42,115,36.5,6,6.2,7.8,-0.2,46,43,53,13,90
FRA-Ligue 1,2023-24,Lille,Gabriel Gudmundsson,SWE,"DF,FW",24,1999,14.1,437,560,78.0,6983,1602,209,249,83.9,187,233,80.3,26,41,63.4,0,1.2,1.6,-1.2,13,20,10,5,37
FRA-Ligue 1,2023-24,Lille,Hákon Arnar Haraldsson,ISL,"FW,MF",20,2003,14.3,451,549,82.1,6644,1432,227,272,83.5,165,195,84.6,26,33,78.8,0,1.5,1.6,-1.5,15,38,11,1,48
FRA-Ligue 1,2023-24,Lille,Ichem Ferrah,FRA,FW,17,2005,0.0,1,1,100.0,8,6,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Ignacio Miramon,ARG,MF,20,2003,0.4,28,32,87.5,492,135,11,12,91.7,13,14,92.9,3,4,75.0,0,0.0,0.0,0.0,0,2,0,0,3
FRA-Ligue 1,2023-24,Lille,Ismaily,BRA,DF,33,1990,27.4,1262,1505,83.9,18690,6452,714,810,88.1,470,540,87.0,43,83,51.8,1,1.2,1.5,-0.2,10,90,23,7,114
FRA-Ligue 1,2023-24,Lille,Ivan Cavaleiro,POR,FW,29,1993,8.6,207,282,73.4,2965,777,131,154,85.1,57,80,71.3,11,26,42.3,1,1.2,1.7,-0.2,12,7,10,2,23
FRA-Ligue 1,2023-24,Lille,Jonathan David,CAN,FW,23,2000,29.2,537,655,82.0,7433,1592,306,359,85.2,186,219,84.9,12,15,80.0,4,3.3,2.3,0.7,32,53,26,1,79
FRA-Ligue 1,2023-24,Lille,Leny Yoro,FRA,DF,17,2005,29.7,1731,1880,92.1,31353,9753,628,657,95.6,936,979,95.6,124,193,64.2,0,0.1,0.3,-0.1,2,52,1,0,68
FRA-Ligue 1,2023-24,Lille,Lucas Chevalier,FRA,GK,21,2001,33.0,914,1186,77.1,21421,14432,260,262,99.2,431,434,99.3,215,478,45.0,0,0.1,0.1,-0.1,2,9,2,0,2
FRA-Ligue 1,2023-24,Lille,Nabil Bentaleb,ALG,MF,28,1994,21.9,1248,1454,85.8,22387,6885,519,584,88.9,545,606,89.9,144,199,72.4,3,0.9,0.8,2.1,14,147,9,0,136
FRA-Ligue 1,2023-24,Lille,Rémy Cabella,FRA,"FW,MF",33,1990,16.4,732,908,80.6,10534,3045,399,455,87.7,248,306,81.0,35,71,49.3,2,3.3,3.6,-1.3,32,67,24,0,106
FRA-Ligue 1,2023-24,Lille,Samuel Umtiti,FRA,DF,29,1993,2.1,156,165,94.5,2948,750,49,52,94.2,89,92,96.7,14,17,82.4,0,0.0,0.0,0.0,0,5,0,0,8
FRA-Ligue 1,2023-24,Lille,Tiago Fonseca Morais,POR,FW,19,2003,0.5,11,15,73.3,162,62,8,10,80.0,2,3,66.7,1,2,50.0,0,0.0,0.0,0.0,0,1,1,0,3
FRA-Ligue 1,2023-24,Lille,Tiago Santos,POR,DF,21,2002,26.3,1113,1396,79.7,18957,4850,509,582,87.5,483,582,83.0,94,178,52.8,2,2.3,2.6,-0.3,27,83,25,10,105
FRA-Ligue 1,2023-24,Lille,Trévis Dago,CIV,"FW,MF",18,2005,0.3,2,4,50.0,31,19,1,3,33.3,1,1,100.0,0,0,,1,0.4,0.0,0.6,1,0,1,1,0
FRA-Ligue 1,2023-24,Lille,Vito Mannone,ITA,GK,35,1988,1.0,27,38,71.1,772,553,5,5,100.0,13,13,100.0,9,20,45.0,0,0.0,0.0,0.0,0,2,0,0,0
FRA-Ligue 1,2023-24,Lille,Yusuf Yazıcı,TUR,"MF,FW",26,1997,14.6,377,489,77.1,5416,1323,215,261,82.4,110,140,78.6,23,37,62.2,2,1.9,3.1,0.1,18,37,11,1,48
FRA-Ligue 1,2023-24,Lorient,Adrian Grbić,AUT,FW,26,1996,0.3,7,13,53.8,85,6,6,8,75.0,1,2,50.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Aurélien Pelon,FRA,DF,19,2004,1.0,26,33,78.8,555,191,8,9,88.9,13,18,72.2,5,5,100.0,0,0.0,0.0,0.0,0,0,0,0,1
FRA-Ligue 1,2023-24,Lorient,Ayman Kari,FRA,MF,18,2004,9.9,338,386,87.6,4814,925,181,204,88.7,118,131,90.1,13,19,68.4,1,0.8,1.0,0.2,13,25,12,0,37
FRA-Ligue 1,2023-24,Lorient,Badredine Bouanani,ALG,MF,18,2004,4.9,146,180,81.1,2763,796,60,72,83.3,59,68,86.8,23,28,82.1,0,0.9,1.0,-0.9,9,13,13,2,32
FRA-Ligue 1,2023-24,Lorient,Bamba Dieng,SEN,FW,23,2000,6.1,90,117,76.9,1190,105,55,67,82.1,22,31,71.0,4,5,80.0,1,1.6,0.9,-0.6,8,3,2,0,4
FRA-Ligue 1,2023-24,Lorient,Bamo Meïté,CIV,DF,21,2001,1.6,48,56,85.7,761,413,23,25,92.0,22,22,100.0,2,7,28.6,0,0.0,0.0,0.0,0,2,1,0,1
FRA-Ligue 1,2023-24,Lorient,Bassirou Ndiaye,SEN,FW,21,2002,1.7,27,39,69.2,336,75,17,21,81.0,5,8,62.5,2,5,40.0,0,0.2,0.2,-0.2,2,2,0,0,1
FRA-Ligue 1,2023-24,Lorient,Benjamin Mendy,FRA,DF,29,1994,7.9,318,468,67.9,5341,2047,156,190,82.1,122,170,71.8,29,84,34.5,1,1.9,3.0,-0.9,16,26,18,13,34
FRA-Ligue 1,2023-24,Lorient,Bonke Innocent,NGA,MF,27,1996,2.3,91,96,94.8,1467,387,44,46,95.7,40,42,95.2,4,4,100.0,0,0.1,0.1,-0.1,2,12,0,0,13
FRA-Ligue 1,2023-24,Lorient,Darlin Yongwa,CMR,DF,22,2000,12.9,421,614,68.6,6547,2244,217,266,81.6,148,210,70.5,32,77,41.6,1,1.4,2.0,-0.4,11,32,19,13,43
FRA-Ligue 1,2023-24,Lorient,Dembo Sylla,GUI,DF,20,2002,0.5,19,22,86.4,378,24,9,9,100.0,7,8,87.5,3,4,75.0,0,0.0,0.0,0.0,0,0,1,0,1
FRA-Ligue 1,2023-24,Lorient,Eli Junior Kroupi,FRA,"FW,MF",17,2006,12.0,216,279,77.4,3455,537,108,132,81.8,76,95,80.0,18,26,69.2,3,1.8,1.1,1.2,11,10,7,2,12
FRA-Ligue 1,2023-24,Lorient,Formose Mendy,SEN,DF,22,2001,14.0,587,739,79.4,11323,4269,233,286,81.5,264,299,88.3,74,119,62.2,0,0.1,0.3,-0.1,2,56,4,1,61
FRA-Ligue 1,2023-24,Lorient,Gedeon Kalulu,COD,DF,25,1997,10.8,433,528,82.0,6775,2140,227,264,86.0,154,179,86.0,31,47,66.0,1,1.1,1.1,-0.1,8,29,11,6,35
FRA-Ligue 1,2023-24,Lorient,Gino Caoki,FRA,MF,19,2004,0.1,2,4,50.0,26,14,2,2,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Ibrahima Koné,MLI,FW,24,1999,0.4,2,3,66.7,16,7,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2023-24,Lorient,Igor Carioca,BRA,"DF,MF",26,1996,2.9,115,162,71.0,1807,594,63,77,81.8,38,52,73.1,10,18,55.6,0,0.3,0.5,-0.3,2,5,3,2,8
FRA-Ligue 1,2023-24,Lorient,Imran Louza,MAR,MF,24,1999,9.6,465,583,79.8,8875,3020,177,202,87.6,217,252,86.1,62,107,57.9,3,2.5,2.4,0.5,25,65,15,1,83
FRA-Ligue 1,2023-24,Lorient,Jean-Victor Makengo,FRA,"MF,FW",25,1998,5.3,244,277,88.1,3368,718,135,147,91.8,90,97,92.8,3,11,27.3,0,0.0,0.2,0.0,0,16,5,1,28
FRA-Ligue 1,2023-24,Lorient,Joel Mvuka,NOR,"DF,FW",20,2002,2.2,33,49,67.3,500,98,19,23,82.6,10,18,55.6,2,5,40.0,0,0.0,0.2,0.0,0,1,0,0,1
FRA-Ligue 1,2023-24,Lorient,Julien Laporte,FRA,DF,29,1993,20.2,883,1023,86.3,18687,7085,251,271,92.6,482,515,93.6,140,219,63.9,0,0.0,0.3,0.0,1,66,7,1,56
FRA-Ligue 1,2023-24,Lorient,Julien Ponceau,FRA,MF,22,2000,24.9,1014,1200,84.5,15686,3946,516,575,89.7,377,424,88.9,69,106,65.1,2,2.7,1.9,-0.7,35,84,30,3,154
FRA-Ligue 1,2023-24,Lorient,Laurent Abergel,FRA,MF,30,1993,31.8,1551,1836,84.5,27382,8613,629,707,89.0,711,802,88.7,150,233,64.4,1,2.1,1.9,-1.1,30,188,23,3,194
FRA-Ligue 1,2023-24,Lorient,Loris Mouyokolo,FRA,DF,22,2001,1.0,48,55,87.3,781,285,19,20,95.0,27,30,90.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Mohamed Bamba,CIV,FW,21,2001,12.6,185,256,72.3,2456,373,96,129,74.4,69,88,78.4,3,4,75.0,3,2.1,1.2,0.9,14,8,10,0,16
FRA-Ligue 1,2023-24,Lorient,Montassar Talbi,TUN,DF,25,1998,24.5,1008,1188,84.8,18865,7775,332,365,91.0,575,619,92.9,84,174,48.3,0,0.2,0.5,-0.2,7,77,7,0,88
FRA-Ligue 1,2023-24,Lorient,Nathaniel Adjei,GHA,DF,20,2002,13.8,578,669,86.4,10635,4097,216,246,87.8,294,323,91.0,52,73,71.2,0,0.1,0.5,-0.1,3,38,1,0,34
FRA-Ligue 1,2023-24,Lorient,Pablo Pagis,FRA,MF,20,2002,1.8,46,61,75.4,795,127,19,23,82.6,20,26,76.9,5,9,55.6,0,0.0,0.2,0.0,0,2,0,0,5
FRA-Ligue 1,2023-24,Lorient,Panos Katseris,GRE,DF,22,2001,11.6,275,393,70.0,4101,1231,153,195,78.5,99,137,72.3,14,31,45.2,1,0.8,0.5,0.2,9,13,4,2,21
FRA-Ligue 1,2023-24,Lorient,Romain Faivre,FRA,"MF,FW",25,1998,16.1,495,601,82.4,7200,2420,272,308,88.3,167,199,83.9,24,50,48.0,1,1.7,2.0,-0.7,16,53,25,2,102
FRA-Ligue 1,2023-24,Lorient,Royce Openda Owaga,GAB,FW,21,2002,0.2,2,3,66.7,27,15,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Siriné Doucouré,MLI,FW,21,2002,4.7,71,94,75.5,913,208,44,54,81.5,15,22,68.2,4,7,57.1,3,1.3,0.6,1.7,10,4,1,0,5
