league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
FRA-Ligue 1,2023-24,Lorient,Souleymane Touré,FRA,DF,20,2003,22.8,1144,1280,89.4,18783,6849,508,550,92.4,508,550,92.4,77,106,72.6,1,0.4,1.6,0.6,7,66,5,2,73
FRA-Ligue 1,2023-24,Lorient,Théo Le Bris,FRA,"DF,MF",20,2002,16.8,531,680,78.1,7815,2186,305,360,84.7,195,243,80.2,16,34,47.1,2,1.6,1.1,0.4,13,21,18,2,58
FRA-Ligue 1,2023-24,Lorient,Tiemoué Bakayoko,FRA,MF,28,1994,14.6,550,637,86.3,9243,2584,251,282,89.0,240,270,88.9,42,50,84.0,1,0.5,0.3,0.5,4,55,2,0,54
FRA-Ligue 1,2023-24,Lorient,Tosin Aiyegun,BEN,"MF,FW",25,1998,10.0,154,203,75.9,2377,486,73,98,74.5,58,70,82.9,10,15,66.7,0,0.3,0.3,-0.3,7,7,2,0,16
FRA-Ligue 1,2023-24,Lorient,Vincent Le Goff,FRA,"DF,MF",33,1989,6.0,252,322,78.3,3932,1509,135,152,88.8,92,118,78.0,18,37,48.6,1,0.9,0.9,0.1,9,17,4,0,22
FRA-Ligue 1,2023-24,Lorient,Yvon Mvogo,SUI,GK,29,1994,34.0,869,1149,75.6,23077,16312,155,156,99.4,450,460,97.8,259,527,49.1,0,0.0,0.0,0.0,0,7,1,0,0
FRA-Ligue 1,2023-24,Lyon,Adryelson,BRA,"DF,FW",25,1998,0.1,5,5,100.0,75,28,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Ainsley Maitland-Niles,ENG,"DF,MF",25,1997,15.9,663,796,83.3,10343,3289,350,387,90.4,241,285,84.6,44,71,62.0,4,2.1,1.5,1.9,18,45,17,3,76
FRA-Ligue 1,2023-24,Lyon,Alexandre Lacazette,FRA,FW,32,1991,25.5,397,561,70.8,5653,1574,211,283,74.6,113,156,72.4,29,46,63.0,2,1.9,2.1,0.1,21,38,17,2,61
FRA-Ligue 1,2023-24,Lyon,Amin Sarr,SWE,"FW,MF",22,2001,1.1,13,20,65.0,147,11,6,10,60.0,4,4,100.0,0,1,0.0,0,0.2,0.1,-0.2,1,1,1,0,1
FRA-Ligue 1,2023-24,Lyon,Anthony Lopes,POR,GK,32,1990,31.0,773,1035,74.7,20175,14006,146,146,100.0,392,398,98.5,231,487,47.4,0,0.3,0.2,-0.3,1,9,1,0,1
FRA-Ligue 1,2023-24,Lyon,Bradley Barcola,FRA,FW,20,2002,3.0,70,90,77.8,946,275,50,60,83.3,18,21,85.7,2,4,50.0,0,0.3,0.4,-0.3,4,5,3,0,9
FRA-Ligue 1,2023-24,Lyon,Chaim El Djebali,TUN,MF,19,2004,0.1,7,9,77.8,120,23,3,3,100.0,4,4,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2
FRA-Ligue 1,2023-24,Lyon,Clinton Mata,ANG,DF,30,1992,24.7,1286,1514,84.9,20444,7341,635,699,90.8,526,574,91.6,76,164,46.3,3,2.2,2.7,0.8,14,80,18,12,97
FRA-Ligue 1,2023-24,Lyon,Corentin Tolisso,FRA,MF,28,1994,19.3,1059,1257,84.2,19107,5916,452,513,88.1,447,510,87.6,124,168,73.8,1,1.8,3.6,-0.8,26,126,30,11,153
FRA-Ligue 1,2023-24,Lyon,Dejan Lovren,CRO,DF,34,1989,8.0,371,440,84.3,7463,2174,104,127,81.9,215,232,92.7,42,66,63.6,0,0.0,0.1,0.0,1,24,0,0,20
FRA-Ligue 1,2023-24,Lyon,Diego Moreira,POR,"FW,MF",18,2004,3.0,74,108,68.5,1070,252,46,60,76.7,24,34,70.6,2,8,25.0,0,0.3,0.2,-0.3,3,4,3,0,12
FRA-Ligue 1,2023-24,Lyon,Duje Ćaleta-Car,CRO,DF,26,1996,22.1,1051,1204,87.3,20032,7213,370,396,93.4,571,622,91.8,86,149,57.7,0,1.0,1.1,-1.0,7,45,2,0,61
FRA-Ligue 1,2023-24,Lyon,Ernest Nuamah,GHA,"FW,MF",19,2003,20.4,535,692,77.3,8568,1884,273,319,85.6,193,246,78.5,44,75,58.7,2,3.8,5.2,-1.8,29,30,31,5,74
FRA-Ligue 1,2023-24,Lyon,Gift Orban,NGA,FW,21,2002,5.3,73,103,70.9,1022,169,40,52,76.9,19,26,73.1,5,11,45.5,0,0.0,0.2,0.0,0,3,2,0,6
FRA-Ligue 1,2023-24,Lyon,Henrique,BRA,DF,29,1994,6.7,351,400,87.8,4829,1386,209,221,94.6,113,129,87.6,13,25,52.0,0,0.4,0.6,-0.4,5,28,5,4,36
FRA-Ligue 1,2023-24,Lyon,Jake O'Brien,IRL,DF,22,2001,26.3,1270,1440,88.2,24904,8108,413,453,91.2,662,722,91.7,167,221,75.6,2,1.1,0.2,0.9,5,68,3,0,68
FRA-Ligue 1,2023-24,Lyon,Jeffinho,BRA,"FW,MF",23,1999,3.4,95,129,73.6,1363,273,63,79,79.7,22,31,71.0,7,8,87.5,1,0.6,0.4,0.4,6,9,6,0,14
FRA-Ligue 1,2023-24,Lyon,Johann Lepenant,FRA,MF,20,2002,2.8,165,186,88.7,2972,734,69,75,92.0,75,84,89.3,15,18,83.3,0,0.1,0.1,-0.1,3,22,0,0,24
FRA-Ligue 1,2023-24,Lyon,Mahamadou Diawara,FRA,MF,18,2005,4.0,125,147,85.0,1886,329,62,69,89.9,46,49,93.9,10,16,62.5,0,0.1,0.2,-0.1,3,8,2,0,20
FRA-Ligue 1,2023-24,Lyon,Malick Fofana,BEL,FW,18,2005,6.2,143,180,79.4,2092,314,75,87,86.2,54,66,81.8,6,13,46.2,0,0.5,0.5,-0.5,6,4,6,1,10
FRA-Ligue 1,2023-24,Lyon,Mama Samba Baldé,GNB,"FW,MF",27,1995,6.1,88,135,65.2,1223,294,51,66,77.3,26,43,60.5,4,7,57.1,3,2.3,1.2,0.7,13,4,4,0,11
FRA-Ligue 1,2023-24,Lyon,Mamadou Sarr,FRA,DF,17,2005,0.1,4,4,100.0,57,7,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Maxence Caqueret,FRA,MF,23,2000,33.6,1661,2009,82.7,27376,10233,790,894,88.4,670,774,86.6,134,211,63.5,3,6.0,7.2,-3.0,57,205,62,7,286
FRA-Ligue 1,2023-24,Lyon,Mohamed El Arouch,FRA,FW,19,2004,0.0,1,1,100.0,22,22,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Nemanja Matić,SRB,MF,34,1988,13.9,845,989,85.4,14848,4926,365,404,90.3,364,398,91.5,86,128,67.2,0,0.6,1.3,-0.6,7,103,12,0,118
FRA-Ligue 1,2023-24,Lyon,Nicolás Tagliafico,ARG,DF,30,1992,23.6,999,1175,85.0,15340,5299,513,565,90.8,398,455,87.5,52,87,59.8,1,1.0,1.7,0.0,18,82,20,5,105
FRA-Ligue 1,2023-24,Lyon,Orel Mangala,BEL,MF,25,1998,4.4,154,182,84.6,2433,634,66,77,85.7,66,72,91.7,11,17,64.7,0,0.7,0.6,-0.7,7,17,2,0,26
FRA-Ligue 1,2023-24,Lyon,Paul Akouokou,CIV,MF,25,1997,3.4,158,185,85.4,2723,717,61,73,83.6,76,81,93.8,14,19,73.7,0,0.0,0.1,0.0,0,16,0,0,13
FRA-Ligue 1,2023-24,Lyon,Rayan Cherki,FRA,"MF,FW",19,2003,19.1,830,1069,77.6,14766,4022,364,451,80.7,336,400,84.0,98,152,64.5,6,4.2,5.5,1.8,42,85,43,6,138
FRA-Ligue 1,2023-24,Lyon,Rémy Riou,FRA,GK,35,1987,3.0,80,104,76.9,1770,1171,24,25,96.0,44,45,97.8,12,34,35.3,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Sael Kumbedi,FRA,DF,18,2005,10.3,470,592,79.4,7036,1816,266,306,86.9,180,224,80.4,14,40,35.0,1,0.7,0.6,0.3,5,30,11,4,42
FRA-Ligue 1,2023-24,Lyon,Saïd Benrahma,ALG,"FW,MF",27,1995,8.6,238,349,68.2,3752,1205,120,145,82.8,82,124,66.1,20,44,45.5,3,3.6,3.7,-0.6,23,16,21,11,34
FRA-Ligue 1,2023-24,Lyon,Sinaly Diomande,CIV,DF,22,2001,9.9,521,570,91.4,9695,3841,175,184,95.1,288,302,95.4,46,64,71.9,0,0.7,0.4,-0.7,3,34,2,1,43
FRA-Ligue 1,2023-24,Lyon,Skelly Alvero,FRA,MF,21,2002,4.7,159,193,82.4,2519,738,83,95,87.4,60,75,80.0,12,16,75.0,0,0.0,0.2,0.0,1,17,3,1,27
FRA-Ligue 1,2023-24,Lyon,Tino Kadewere,ZIM,"FW,MF",27,1996,3.3,89,111,80.2,1209,352,53,66,80.3,28,32,87.5,3,5,60.0,0,0.3,0.2,-0.3,6,5,3,1,12
FRA-Ligue 1,2023-24,Marseille,Amine Harit,MAR,"MF,FW",26,1997,20.2,815,966,84.4,12457,3325,404,449,90.0,311,351,88.6,49,88,55.7,2,3.7,3.6,-1.7,39,86,33,5,127
FRA-Ligue 1,2023-24,Marseille,Azzedine Ounahi,MAR,MF,23,2000,13.4,722,817,88.4,11181,3153,367,407,90.2,281,300,93.7,35,50,70.0,0,1.4,1.7,-1.4,15,81,17,3,98
FRA-Ligue 1,2023-24,Marseille,Bamo Meïté,CIV,DF,21,2001,7.1,462,507,91.1,7455,2273,216,229,94.3,206,221,93.2,25,36,69.4,0,0.0,0.1,0.0,1,26,1,0,29
FRA-Ligue 1,2023-24,Marseille,Bilal Nadir,MAR,"MF,FW",19,2003,1.3,41,47,87.2,570,100,26,26,100.0,12,15,80.0,2,2,100.0,0,0.1,0.1,-0.1,2,3,2,0,4
FRA-Ligue 1,2023-24,Marseille,Chancel Mbemba,COD,DF,28,1994,24.5,1222,1398,87.4,24175,8626,372,410,90.7,701,770,91.0,130,188,69.1,2,1.0,1.5,1.0,7,124,11,3,131
FRA-Ligue 1,2023-24,Marseille,Emran Soglo,ENG,"MF,DF",18,2005,1.2,31,39,79.5,442,90,21,24,87.5,9,11,81.8,1,2,50.0,1,0.2,0.0,0.8,2,2,1,1,3
FRA-Ligue 1,2023-24,Marseille,Faris Pemi Moumbagna,CMR,FW,23,2000,6.1,74,107,69.2,1071,269,45,62,72.6,26,35,74.3,1,3,33.3,1,1.1,0.3,-0.1,4,3,4,1,16
FRA-Ligue 1,2023-24,Marseille,François Mughe,CMR,"MF,DF",19,2004,2.0,29,45,64.4,492,219,12,18,66.7,12,17,70.6,3,4,75.0,0,0.1,0.2,-0.1,2,1,5,3,7
FRA-Ligue 1,2023-24,Marseille,Geoffrey Kondogbia,CTA,MF,30,1993,16.3,832,952,87.4,14691,4488,359,389,92.3,379,413,91.8,72,108,66.7,0,0.5,1.0,-0.5,11,105,11,1,93
FRA-Ligue 1,2023-24,Marseille,Iliman Ndiaye,SEN,"FW,MF",23,2000,18.0,465,562,82.7,6725,1493,241,279,86.4,188,219,85.8,13,20,65.0,3,2.6,2.9,0.4,22,37,15,3,62
FRA-Ligue 1,2023-24,Marseille,Ismaila Sarr,SEN,"FW,MF",25,1998,16.1,366,483,75.8,4949,1093,229,269,85.1,107,152,70.4,10,21,47.6,4,2.5,2.3,1.5,20,10,15,5,36
FRA-Ligue 1,2023-24,Marseille,Jean Onana,CMR,MF,23,2000,6.3,398,458,86.9,6747,1578,166,178,93.3,199,217,91.7,20,39,51.3,0,0.1,0.2,-0.1,2,38,4,0,32
FRA-Ligue 1,2023-24,Marseille,Joaquín Correa,ARG,"FW,MF",28,1994,4.8,131,167,78.4,2086,576,61,80,76.3,60,62,96.8,7,9,77.8,0,0.7,0.6,-0.7,5,10,11,0,25
FRA-Ligue 1,2023-24,Marseille,Jonathan Clauss,FRA,DF,30,1992,23.0,1153,1526,75.6,19885,6946,545,642,84.9,480,598,80.3,103,214,48.1,4,4.6,5.3,-0.6,46,99,50,18,137
FRA-Ligue 1,2023-24,Marseille,Jordan Veretout,FRA,MF,30,1993,24.3,1049,1341,78.2,19875,6368,374,428,87.4,522,623,83.8,120,226,53.1,2,5.0,4.6,-3.0,48,144,34,9,194
FRA-Ligue 1,2023-24,Marseille,Keyliane Abdallah,FRA,FW,17,2006,0.0,1,1,100.0,8,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Marseille,Leonardo Balerdi,ARG,DF,24,1999,25.2,1402,1628,86.1,26569,9543,520,562,92.5,678,753,90.0,169,260,65.0,0,0.2,0.5,-0.2,5,115,3,0,122
FRA-Ligue 1,2023-24,Marseille,Luis Henrique,BRA,"FW,DF",21,2001,8.7,300,387,77.5,5161,1430,145,172,84.3,121,152,79.6,27,45,60.0,0,0.7,0.9,-0.7,10,25,14,5,40
FRA-Ligue 1,2023-24,Marseille,Mattéo Guendouzi,FRA,MF,24,1999,0.2,9,12,75.0,127,53,5,5,100.0,4,4,100.0,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,1
FRA-Ligue 1,2023-24,Marseille,Michael Amir Murillo,PAN,DF,27,1996,11.1,492,602,81.7,8248,2497,220,257,85.6,222,268,82.8,35,54,64.8,2,1.2,1.2,0.8,7,26,8,2,35
FRA-Ligue 1,2023-24,Marseille,Noam Mayoka-Tika,BEL,MF,19,2003,0.0,1,1,100.0,22,8,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2023-24,Marseille,Pape Gueye,SEN,"MF,DF",24,1999,8.5,396,487,81.3,7394,2225,140,163,85.9,200,222,90.1,44,77,57.1,0,0.8,0.5,-0.8,4,52,6,0,61
FRA-Ligue 1,2023-24,Marseille,Pau López,ESP,GK,28,1994,32.7,924,1195,77.3,21981,14438,212,213,99.5,499,506,98.6,202,462,43.7,0,0.5,0.1,-0.5,2,19,2,0,0
FRA-Ligue 1,2023-24,Marseille,Pierre-Emerick Aubameyang,GAB,FW,34,1989,29.1,444,660,67.3,6310,1446,261,357,73.1,141,204,69.1,16,39,41.0,8,5.6,4.4,2.4,27,29,27,5,58
FRA-Ligue 1,2023-24,Marseille,Quentin Merlin,FRA,DF,21,2002,7.8,360,465,77.4,6916,2515,130,155,83.9,170,207,82.1,52,85,61.2,1,1.1,1.2,-0.1,12,48,9,6,46
FRA-Ligue 1,2023-24,Marseille,Raimane Daou,COM,"DF,MF",18,2004,0.3,11,13,84.6,120,30,11,11,100.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2023-24,Marseille,Renan Lodi,BRA,DF,25,1998,13.7,579,748,77.4,9900,2568,252,283,89.0,264,325,81.2,47,95,49.5,0,1.3,1.3,-1.3,14,37,11,7,51
FRA-Ligue 1,2023-24,Marseille,Rubén Blanco,ESP,GK,28,1995,1.3,43,51,84.3,1046,765,15,15,100.0,17,17,100.0,11,19,57.9,0,0.0,0.0,0.0,0,2,0,0,2
FRA-Ligue 1,2023-24,Marseille,Samuel Gigot,FRA,DF,29,1993,19.2,846,964,87.8,14333,4728,349,383,91.1,436,480,90.8,36,64,56.3,0,0.9,0.5,-0.9,7,31,3,2,54
FRA-Ligue 1,2023-24,Marseille,Sofiane Sidi Ali,FRA,MF,28,1995,0.2,6,7,85.7,121,38,2,2,100.0,2,3,66.7,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,1
FRA-Ligue 1,2023-24,Marseille,Ulisses Garcia,SUI,DF,27,1996,10.1,449,570,78.8,7183,1975,224,249,90.0,186,233,79.8,27,54,50.0,0,0.9,1.1,-0.9,8,30,7,5,52
FRA-Ligue 1,2023-24,Marseille,Valentin Rongier,FRA,MF,28,1994,9.5,504,577,87.3,9308,2852,178,209,85.2,267,285,93.7,43,62,69.4,0,0.8,1.2,-0.8,9,72,10,1,73
FRA-Ligue 1,2023-24,Marseille,Vitinha,POR,FW,23,2000,10.3,159,217,73.3,2217,594,87,103,84.5,51,66,77.3,8,14,57.1,2,2.9,2.4,-0.9,18,13,10,3,23
FRA-Ligue 1,2023-24,Metz,Ablie Jallow,GAM,"MF,FW",24,1998,10.2,248,318,78.0,4487,1116,112,138,81.2,97,120,80.8,30,46,65.2,2,1.0,0.7,1.0,12,22,10,0,42
FRA-Ligue 1,2023-24,Metz,Abou Lô,SEN,"MF,DF",23,2000,2.2,65,74,87.8,1319,446,20,21,95.2,39,42,92.9,6,9,66.7,0,0.3,0.0,-0.3,2,6,1,0,4
FRA-Ligue 1,2023-24,Metz,Alexandre Oukidja,ALG,GK,35,1988,33.2,513,1002,51.2,18669,15112,49,50,98.0,199,206,96.6,264,741,35.6,0,0.0,0.1,0.0,0,24,0,0,3
FRA-Ligue 1,2023-24,Metz,Arthur Atta,FRA,"MF,FW",20,2003,10.3,301,401,75.1,5603,1409,121,154,78.6,131,157,83.4,39,65,60.0,2,1.3,0.5,0.7,12,37,12,4,48
FRA-Ligue 1,2023-24,Metz,Benjamin Tetteh,GHA,"FW,MF",26,1997,3.1,49,77,63.6,633,148,24,37,64.9,19,29,65.5,0,1,0.0,0,0.1,0.2,-0.1,2,7,0,0,6
FRA-Ligue 1,2023-24,Metz,Cheikh Tidiane Sabaly,SEN,"FW,MF",24,1999,15.3,290,370,78.4,4575,1070,139,175,79.4,123,150,82.0,17,21,81.0,1,1.2,0.7,-0.2,9,23,4,0,36
FRA-Ligue 1,2023-24,Metz,Christophe Hérelle,MTQ,DF,30,1992,18.0,543,609,89.2,12018,3571,110,120,91.7,326,341,95.6,101,137,73.7,0,0.0,0.1,0.0,1,29,5,1,41
FRA-Ligue 1,2023-24,Metz,Danley Jean-Jacques,HAI,MF,23,2000,29.8,572,743,77.0,10280,2937,250,307,81.4,235,277,84.8,71,120,59.2,0,0.6,0.6,-0.6,10,62,6,1,84
FRA-Ligue 1,2023-24,Metz,Didier Lamkel Zé,CMR,"FW,MF",26,1996,6.1,137,190,72.1,2652,608,54,67,80.6,61,81,75.3,17,28,60.7,0,0.9,0.2,-0.9,6,14,3,0,19
FRA-Ligue 1,2023-24,Metz,Fali Candé,GNB,DF,25,1998,20.5,628,799,78.6,14351,5183,141,170,82.9,373,422,88.4,113,192,58.9,1,0.5,0.2,0.5,6,38,2,0,38
FRA-Ligue 1,2023-24,Metz,Georges Mikautadze,GEO,FW,22,2000,19.4,299,430,69.5,4511,1182,141,187,75.4,116,157,73.9,19,37,51.4,4,2.4,1.0,1.6,21,30,13,1,51
FRA-Ligue 1,2023-24,Metz,Guillaume Dietsch,FRA,GK,22,2001,0.8,15,26,57.7,522,410,1,1,100.0,5,5,100.0,9,20,45.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Metz,Habib Maïga,CIV,"MF,FW",27,1996,1.6,47,63,74.6,726,215,18,22,81.8,22,29,75.9,3,6,50.0,0,0.0,0.0,0.0,0,3,0,0,3
FRA-Ligue 1,2023-24,Metz,Ibou Sané,SEN,"MF,FW",18,2005,1.4,37,46,80.4,567,191,18,22,81.8,16,17,94.1,1,4,25.0,0,0.0,0.1,0.0,1,5,2,1,7
FRA-Ligue 1,2023-24,Metz,Ismaël Traoré,CIV,DF,36,1986,24.7,674,777,86.7,14688,5850,138,157,87.9,423,456,92.8,108,155,69.7,0,0.2,0.1,-0.2,2,22,1,0,32
FRA-Ligue 1,2023-24,Metz,Joel Asoro,SWE,"FW,MF",24,1999,9.4,94,147,63.9,1492,451,47,64,73.4,29,40,72.5,11,23,47.8,1,0.3,0.3,0.7,8,9,6,3,16
FRA-Ligue 1,2023-24,Metz,Joseph Nduquidi,FRA,"MF,DF",18,2004,8.3,173,212,81.6,3112,705,79,95,83.2,79,95,83.2,14,18,77.8,0,0.1,0.1,-0.1,2,10,1,0,22
FRA-Ligue 1,2023-24,Metz,Koffi Kouao,CIV,DF,25,1998,9.6,317,401,79.1,5434,2296,155,176,88.1,129,157,82.2,28,56,50.0,2,1.5,0.7,0.5,6,23,7,4,29
FRA-Ligue 1,2023-24,Metz,Kévin N'Doram,FRA,MF,27,1996,17.8,481,611,78.7,9883,3029,163,202,80.7,233,277,84.1,78,109,71.6,2,0.5,0.3,1.5,7,52,4,0,62
FRA-Ligue 1,2023-24,Metz,Kévin Van Den Kerkhof,ALG,"FW,MF",27,1996,21.3,315,551,57.2,5347,1621,159,219,72.6,104,181,57.5,43,96,44.8,2,3.5,2.3,-1.5,21,11,20,15,28
FRA-Ligue 1,2023-24,Metz,Lamine Camara,SEN,MF,19,2004,25.1,715,983,72.7,15402,5083,211,268,78.7,349,434,80.4,140,240,58.3,4,3.3,2.7,0.7,41,80,12,5,97
FRA-Ligue 1,2023-24,Metz,Malick Mbaye,SEN,"MF,FW",19,2004,1.7,34,54,63.0,683,120,14,23,60.9,12,21,57.1,6,7,85.7,0,0.2,0.2,-0.2,2,1,1,1,1
FRA-Ligue 1,2023-24,Metz,Matthieu Udol,FRA,DF,27,1996,30.0,969,1300,74.5,17243,7209,402,473,85.0,475,582,81.6,78,192,40.6,3,3.1,2.1,-0.1,32,70,24,16,98
FRA-Ligue 1,2023-24,Metz,Maxime Colin,FRA,DF,31,1991,20.4,660,925,71.4,11318,5363,307,381,80.6,285,372,76.6,52,122,42.6,0,0.4,0.6,-0.4,4,60,7,5,67
FRA-Ligue 1,2023-24,Metz,N'Guessan Kouadio,CIV,"MF,FW",20,2003,1.2,37,46,80.4,682,151,14,19,73.7,19,22,86.4,3,3,100.0,0,0.0,0.0,0.0,0,3,0,0,5
FRA-Ligue 1,2023-24,Metz,Oscar Estupiñan,COL,FW,26,1996,2.9,41,61,67.2,627,74,24,31,77.4,11,18,61.1,3,5,60.0,0,0.0,0.1,0.0,1,2,1,0,2
FRA-Ligue 1,2023-24,Metz,Papa Amadou Diallo,SEN,FW,19,2004,9.9,167,257,65.0,2726,899,86,121,71.1,64,98,65.3,12,24,50.0,1,0.9,0.7,0.1,12,17,6,2,30
FRA-Ligue 1,2023-24,Metz,Sadibou Sané,SEN,DF,19,2004,9.4,254,317,80.1,5406,1557,69,82,84.1,140,161,87.0,43,68,63.2,0,0.0,0.1,0.0,1,10,2,2,19
FRA-Ligue 1,2023-24,Metz,Simon Elisor,FRA,FW,24,1999,8.5,111,157,70.7,1583,387,56,79,70.9,45,61,73.8,3,4,75.0,0,0.9,0.4,-0.9,10,11,2,0,14
FRA-Ligue 1,2023-24,Metz,Youssef Maziz,FRA,"FW,MF",25,1998,1.4,30,39,76.9,628,220,10,11,90.9,14,16,87.5,5,10,50.0,0,0.1,0.1,-0.1,3,4,0,0,6
FRA-Ligue 1,2023-24,Monaco,Aleksandr Golovin,RUS,"MF,FW",27,1996,23.9,935,1236,75.6,16293,5324,440,521,84.5,325,413,78.7,124,211,58.8,6,4.7,6.4,1.3,50,99,62,5,172
FRA-Ligue 1,2023-24,Monaco,Antonin Cartillier,FRA,DF,19,2004,0.1,1,3,33.3,10,7,1,1,100.0,0,0,,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Monaco,Breel Embolo,SUI,FW,26,1997,2.0,37,46,80.4,591,152,18,21,85.7,13,17,76.5,4,4,100.0,0,0.1,0.2,-0.1,3,4,2,0,7
FRA-Ligue 1,2023-24,Monaco,Caio Henrique Oliveira Silva,BRA,DF,26,1997,6.9,376,464,81.0,6295,2068,175,196,89.3,168,197,85.3,28,53,52.8,5,1.3,2.3,3.7,13,26,15,2,33
FRA-Ligue 1,2023-24,Monaco,Chrislain Matsima,FRA,DF,21,2002,3.3,215,231,93.1,3943,1598,75,84,89.3,120,124,96.8,15,17,88.2,1,0.1,0.1,0.9,3,39,0,0,31
FRA-Ligue 1,2023-24,Monaco,Denis Zakaria,SUI,"MF,DF",26,1996,23.7,1081,1184,91.3,18845,5961,463,502,92.2,515,548,94.0,74,92,80.4,0,1.1,1.1,-1.1,11,102,10,4,107
FRA-Ligue 1,2023-24,Monaco,Edan Diop,FRA,"MF,DF",18,2004,1.8,71,97,73.2,1270,460,29,36,80.6,30,40,75.0,8,13,61.5,0,0.0,0.0,0.0,0,9,1,0,7
FRA-Ligue 1,2023-24,Monaco,Eliesse Ben Seghir,MAR,"MF,FW",18,2005,4.8,174,215,80.9,2671,572,90,104,86.5,63,75,84.0,9,18,50.0,1,0.5,0.6,0.5,5,14,6,1,21
FRA-Ligue 1,2023-24,Monaco,Eliot Matazo,BEL,MF,21,2002,1.1,50,63,79.4,817,348,24,28,85.7,19,26,73.1,5,7,71.4,1,1.0,0.7,0.0,2,5,1,0,10
FRA-Ligue 1,2023-24,Monaco,Folarin Balogun,USA,FW,22,2001,18.8,263,365,72.1,3304,588,150,187,80.2,73,98,74.5,5,16,31.3,5,3.3,1.9,1.7,26,20,11,0,30
FRA-Ligue 1,2023-24,Monaco,Guillermo Maripán,CHI,DF,29,1994,19.6,934,1054,88.6,18953,6908,232,262,88.5,582,622,93.6,105,143,73.4,0,0.5,0.2,-0.5,4,51,1,0,59
FRA-Ligue 1,2023-24,Monaco,Ismail Jakobs,SEN,DF,23,1999,16.3,626,874,71.6,9832,3149,317,380,83.4,256,347,73.8,35,100,35.0,2,1.8,2.0,0.2,17,44,20,10,56
FRA-Ligue 1,2023-24,Monaco,Kassoum Ouattara,FRA,"DF,FW",18,2004,7.1,213,329,64.7,3743,1188,99,137,72.3,92,133,69.2,19,45,42.2,0,1.3,0.8,-1.3,6,15,6,2,22
FRA-Ligue 1,2023-24,Monaco,Krépin Diatta,SEN,"DF,FW",24,1999,13.4,602,787,76.5,9825,3682,294,352,83.5,245,315,77.8,41,76,53.9,2,1.8,2.2,0.2,23,46,22,5,80
FRA-Ligue 1,2023-24,Monaco,Lucas Michal,FRA,FW,18,2005,0.1,1,1,100.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2023-24,Monaco,Maghnes Akliouche,FRA,"MF,FW",21,2002,17.9,645,833,77.4,9118,2859,380,444,85.6,196,246,79.7,32,69,46.4,4,3.5,3.4,0.5,38,64,38,3,93
FRA-Ligue 1,2023-24,Monaco,Mamadou Coulibaly,FRA,MF,19,2004,1.3,56,70,80.0,800,158,32,42,76.2,21,24,87.5,2,2,100.0,0,0.1,0.1,-0.1,1,6,1,0,5
FRA-Ligue 1,2023-24,Monaco,Mohamed Camara,MLI,MF,23,2000,11.5,707,769,91.9,12236,3295,310,331,93.7,298,315,94.6,75,85,88.2,2,0.6,0.9,1.4,14,79,9,1,76
FRA-Ligue 1,2023-24,Monaco,Mohammed Salisu,GHA,DF,24,1999,11.5,657,778,84.4,11352,4819,269,302,89.1,335,372,90.1,37,75,49.3,1,0.2,0.2,0.8,3,88,4,0,72
FRA-Ligue 1,2023-24,Monaco,Myron Boadu,NED,FW,22,2001,0.9,10,15,66.7,114,23,5,10,50.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
FRA-Ligue 1,2023-24,Monaco,Philipp Köhn,SUI,GK,25,1998,22.0,479,667,71.8,13030,9307,81,81,100.0,238,240,99.2,159,344,46.2,0,0.0,0.0,0.0,0,4,0,0,0
FRA-Ligue 1,2023-24,Monaco,Radosław Majecki,POL,GK,23,1999,12.0,277,376,73.7,6996,5167,55,55,100.0,148,150,98.7,73,170,42.9,0,0.0,0.0,0.0,0,1,0,0,1
